,ticker,marketCap,rolling_mk,reference_date_y
41285,TRLC,188429048.0,188429048.0,2022-12-31
41274,TRLC,54944682.0,66068379.166666664,2023-12-31
41232,TRLC,54944682.0,54944682.0,2024-12-31
47615,TRTN-PD,3247016850.0,3006347214.6,2019-12-31
47363,TRTN-PD,3908144010.0,3929813702.0,2020-12-31
47112,TRTN-PD,4249090840.0,4017102094.26,2021-12-31
46927,TRTN-PD,4357430800.0,4581675422.6,2022-12-31
198329,TRTX-PC,816631431.0,748517295.04,2019-12-31
198077,TRTX-PC,1007086080.0,980604953.6,2020-12-31
197826,TRTX-PC,520499366.0,565926159.0,2021-12-31
197576,TRTX-PC,505304462.0,464864556.74,2022-12-31
197324,TRTX-PC,676157660.0,699847042.08,2023-12-31
197269,TRTX-PC,676953139.0,674200779.82,2024-12-31
233810,TXRH,5442827920.0,5268880072.4,2019-12-31
233558,TXRH,6167998080.0,6149100831.2,2020-12-31
233307,TXRH,6095105200.0,6509798502.8,2021-12-31
233057,TXRH,8170219890.0,7339972087.0,2022-12-31
232805,TXRH,12031072400.0,12737106912.0,2023-12-31
232750,TXRH,11727011600.0,11792904776.0,2024-12-31
128871,UGA,44975931.0,38854823.2,2019-12-31
128619,UGA,75780096.0,75009825.3,2020-12-31
128368,UGA,110894994.0,106180395.2,2021-12-31
128118,UGA,112301070.0,115232087.18,2022-12-31
127866,UGA,96405313.0,97014221.22,2023-12-31
127811,UGA,90739014.0,97948769.02,2024-12-31
217867,VAC,5650235213.0,5125354424.22,2019-12-31
217615,VAC,7956958121.0,6936754579.34,2020-12-31
217364,VAC,5141338000.0,5398492759.92,2021-12-31
217114,VAC,3022084000.0,2942425440.0,2022-12-31
216862,VAC,3178920000.0,3178063319.96,2023-12-31
216807,VAC,2364384000.0,2832303439.96,2024-12-31
103535,VAUCF,3020434.73,3869563.2084,2020-12-31
103284,VAUCF,7076809.2,6415886.1904,2021-12-31
103034,VAUCF,10063801.0,9909508.446,2022-12-31
102785,VAUCF,10640095.0,11969006.038000003,2023-12-31
102730,VAUCF,10138506.0,10521649.9312,2024-12-31
111175,VCEL,1419985920.0,1122427054.34,2019-12-31
110923,VCEL,1846510499.0,1963015051.08,2020-12-31
110672,VCEL,1244090880.0,1120437503.96,2021-12-31
110422,VCEL,1700199450.0,1677215006.88,2022-12-31
110170,VCEL,2695257350.0,2608796384.78,2023-12-31
110115,VCEL,2371543860.0,2669408415.8,2024-12-31
125408,VCIG,84176927.0,100192890.9,2022-12-31
125156,VCIG,136445974.0,133085992.19940001,2023-12-31
125101,VCIG,52733268.0,75215998.18,2024-12-31
74637,VEEAW,1164591.68,1293279.0608,2023-12-31
74607,VEEAW,1873905.04,1248137.8286,2024-12-31
71807,VLYPO,3950237898.0,3654406862.48,2019-12-31
71555,VLYPO,5796640341.0,5746469868.96,2020-12-31
71304,VLYPO,5726928252.0,6008565519.04,2021-12-31
71054,VLYPO,5513439866.0,4655962892.62,2022-12-31
70802,VLYPO,4613601494.0,5034615394.22,2023-12-31
70747,VLYPO,4911220681.0,5093469623.7,2024-12-31
96101,VRDN,104232908.0,66659221.98,2019-12-31
95849,VRDN,516512838.0,220147599.96,2020-12-31
95598,VRDN,1184217419.0,963412155.26,2021-12-31
95348,VRDN,1082069669.0,816272022.82,2022-12-31
95096,VRDN,1273272607.0,1390418558.54,2023-12-31
95041,VRDN,1049514947.0,1136964551.64,2024-12-31
116292,VYND,506680.57,1094003.1630000002,2022-12-31
116176,VYND,2632956.3,4271406.9782,2023-12-31
116118,VYND,5849843.8,5628160.58,2024-12-31
84269,WF,6589453342.0,6402310941.76,2019-12-31
84017,WF,7786169989.0,8072801855.08,2020-12-31
83766,WF,6680613342.0,6652900808.64,2021-12-31
83516,WF,7462696727.0,7178462314.5,2022-12-31
83264,WF,7843253656.0,10306477109.54,2023-12-31
83209,WF,9346930192.0,8503148600.44,2024-12-31
149400,WHF,279706799650.0,258277455941.8,2019-12-31
149148,WHF,359455168000.0,321486953402.0,2020-12-31
148897,WHF,303322298400.0,299817240729.6,2021-12-31
148647,WHF,285889982400.0,286006197840.0,2022-12-31
148395,WHF,224993091840.0,251150863075.04,2023-12-31
148340,WHF,220809336000.0,240844877855.72,2024-12-31
143229,WMT,407367900000.0,414012544200.0,2019-12-31
142977,WMT,400646610000.0,399630154800.0,2020-12-31
142726,WMT,382238872343.0,391780736951.54,2021-12-31
142476,WMT,424078491486.0,426709388835.16,2022-12-31
142224,WMT,726233300000.0,711767904400.0,2023-12-31
142169,WMT,702457210000.0,762429594400.0,2024-12-31
161212,WONDF,124482214.0,133780395.22,2020-12-31
160961,WONDF,22536974.0,32732165.08,2021-12-31
160711,WONDF,143592320.0,94888723.28,2022-12-31
160458,WONDF,132673049.0,89520708.58,2023-12-31
160403,WONDF,100267051.0,95270148.44,2024-12-31
78370,WPP,13994741907.0,12619592896.22,2019-12-31
78118,WPP,17348787595.0,16610287251.78,2020-12-31
77867,WPP,10762106433.0,10714513228.02,2021-12-31
77617,WPP,10221337862.0,9650343890.02,2022-12-31
77365,WPP,11051000000.0,11487235000.0,2023-12-31
77310,WPP,8746484032.0,9630419659.24,2024-12-31
79676,WST,20936609000.0,20576924179.94,2019-12-31
79424,WST,34894344000.0,32488586479.94,2020-12-31
79173,WST,17510040000.0,17355749280.0,2021-12-31
78923,WST,26092092000.0,25716093779.96,2022-12-31
78671,WST,23846368000.0,23357253920.0,2023-12-31
78616,WST,16928700000.0,20038427759.94,2024-12-31
26088,XSNX,4247210.92,2593324.9368000003,2019-12-31
25836,XSNX,5459647.6,6916227.0162,2020-12-31
25585,XSNX,5504162.59,4350291.2022,2021-12-31
25335,XSNX,468616.7,790557.542,2022-12-31
25094,XSNX,541219.35,405881.52800000005,2023-12-31
25036,XSNX,10824.39,17427.2618,2024-12-31
