date_q,ticker,price,assetTurnover,bookValue,cashRatio,currentRatio,ebitPerShare,eps,ev,fcfMargin,fcfPerShare,grossMargin,inventoryTurnover,longtermDebtTotalAsset,longtermDebtTotalCapital,longtermDebtTotalEquity,netDebtToTotalCapital,netDebtToTotalEquity,netMargin,operatingMargin,payoutRatio,pb,pe,pfcf,pretaxMargin,ps,ptbv,quickRatio,receivablesTurnover,roa,roe,roic,rotc,salesPerShare,sgaToSale,tangibleBookValue,totalDebtToEquity,totalDebtToTotalAsset,totalDebtToTotalCapital,totalRatio,finnhubIndustry,roa_sector_ratio,roe_sector_ratio,roic_sector_ratio,rotc_sector_ratio,ev_sector_ratio,ebitPerShare_sector_ratio,sentiment_avg_q,sentiment_sd_q,sentiment_num_q
2024-03-31,HLLK,0.0004277777840061,,,0.0,0.0,,,0.4147,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,
2024-03-31,HLMN,9.4248411996024,0.6167,1161.292,0.1298752990493934,2.4864,0.0681,-0.0076,2807.44,0.152,0.7797,0.4764,1.8898,0.3151,0.3878,0.642,0.38,0.6292,-0.0043,0.038,,1.7883,367.8547,10.4203,-0.0056,1.406,4.0097,0.7754,11.8907,-0.0008,-0.0017,-0.001,0.0377,1.7931,0.5236,517.933,0.6556,0.3218,0.396,1.9637,Machinery,0.0019619429775287,0.0031070090468792,0.0023747382650253,-0.0961343252109865,0.3872031529762739,0.0621337705719623,1.1428571428571428,0.4780914437337574,21.0
2024-03-31,HLMN,9.4248411996024,0.6167,1161.292,0.1298752990493934,2.4864,0.0681,-0.0076,2807.44,0.152,0.7797,0.4764,1.8898,0.3151,0.3878,0.642,0.38,0.6292,-0.0043,0.038,,1.7883,367.8547,10.4203,-0.0056,1.406,4.0097,0.7754,11.8907,-0.0008,-0.0017,-0.001,0.0377,1.7931,0.5236,517.933,0.6556,0.3218,0.396,1.9637,Machinery,0.0019619429775287,0.0031070090468792,0.0023747382650253,-0.0961343252109865,0.3872031529762739,0.0621337705719623,1.1428571428571428,0.4780914437337574,21.0
2024-03-31,HLRTF,0.1985500007867812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,4.0
2024-03-31,HLRTF,0.1985500007867812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,4.0
2024-03-31,HMC,33.83698433164566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,HNI,43.41635598076714,1.282,771.5,0.0662251655629139,1.2931,0.6175,0.368,2593.7698,0.1306,3.7304,0.3963,7.6181,0.2406,0.3658,0.5965,0.3654,0.5959,0.0301,0.0505,0.5946,2.7661,32.631,10.1905,0.0374,0.8392,3.7592,0.6495,12.0317,0.033,0.0875,0.0515,0.0895,12.2245,0.6037,567.7,0.6308,0.2545,0.3868,1.6761,Commercial Services & Supplies,-0.1104827041957122,-0.1870057704637743,-0.2462325795541073,-0.4892888960881186,0.4283384494495382,-5.216840326668544,1.3,0.4660915996993991,30.0
2024-03-31,HNI,43.41635598076714,1.282,771.5,0.0662251655629139,1.2931,0.6175,0.368,2593.7698,0.1306,3.7304,0.3963,7.6181,0.2406,0.3658,0.5965,0.3654,0.5959,0.0301,0.0505,0.5946,2.7661,32.631,10.1905,0.0374,0.8392,3.7592,0.6495,12.0317,0.033,0.0875,0.0515,0.0895,12.2245,0.6037,567.7,0.6308,0.2545,0.3868,1.6761,Commercial Services & Supplies,-0.1104827041957122,-0.1870057704637743,-0.2462325795541073,-0.4892888960881186,0.4283384494495382,-5.216840326668544,1.3,0.4660915996993991,30.0
2024-03-31,HOLO,41.57650796193925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.048780487804878,0.2180847899550908,41.0
2024-03-31,HOLO,41.57650796193925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.048780487804878,0.2180847899550908,41.0
2024-03-31,HOOK,7.929047629946754,0.3235,104.522,3.143249288328589,4.4974,0.8816,1.1417,-20.0166,,-6.8717,,,0.0,0.0,0.0,-0.8669,-0.8764,0.393,0.3035,,0.6849,,,0.393,1.3367,,4.186,9.9993,-0.287,-0.4731,-0.4682,-0.6298,2.9052,,,0.0109,0.0078,0.0108,3.5278,Biotechnology,0.0233979533662794,0.4361463873761727,0.5248024592543372,0.6960813219751533,-0.0149786540032928,-0.4011631334449501,,,
2024-03-31,HOUR,1.073619044016278,6.3576,4.4529,0.2273904765391868,1.6489,0.0438,0.0304,46.7097,0.0289,-0.0592,0.5856,3.9669,0.0,0.0,0.0,-0.3588,-0.4114,0.0432,0.0623,,10.9011,53.183,,0.0609,0.3025,,0.3244,240.7448,-0.1174,-0.4941,-0.4372,-0.5376,0.7033,0.4144,,0.1465,0.0334,0.1278,1.2949,Retail,0.7004187661977397,1.4520287543875512,2.522182193731619,4.57654482676509,0.0007744446568418,0.0544505221282943,1.1428571428571428,0.3631365196012815,14.0
2024-03-31,HOUR,1.073619044016278,6.3576,4.4529,0.2273904765391868,1.6489,0.0438,0.0304,46.7097,0.0289,-0.0592,0.5856,3.9669,0.0,0.0,0.0,-0.3588,-0.4114,0.0432,0.0623,,10.9011,53.183,,0.0609,0.3025,,0.3244,240.7448,-0.1174,-0.4941,-0.4372,-0.5376,0.7033,0.4144,,0.1465,0.0334,0.1278,1.2949,Retail,0.7004187661977397,1.4520287543875512,2.522182193731619,4.57654482676509,0.0007744446568418,0.0544505221282943,1.1428571428571428,0.3631365196012815,14.0
2024-03-31,HOVVB,159.57142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.375,0.5175491695067657,8.0
2024-03-31,HOVVB,159.57142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.375,0.5175491695067657,8.0
2024-03-31,HPH,8.718412792871868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,8.0
2024-03-31,HPH,8.718412792871868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,8.0
2024-03-31,HPKEW,5.478269811660525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.5,4.0
2024-03-31,HPKEW,5.478269811660525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.5,4.0
2024-03-31,HPP,5.342680681319464,0.1056,3183.076,0.1695331294476398,0.5317,-0.0538,-0.3403,4882.3992,0.0571,-0.545,0.4858,,0.4969,0.563,1.2882,0.5473,1.2523,-0.2244,-0.0355,8.266,0.2816,141.9055,12.1048,-0.2493,0.9806,1.6423,0.528,3.3392,-0.0239,-0.0654,-0.0278,-0.0118,1.5166,0.5142,3146.0,1.2882,0.4969,0.563,1.628,Real Estate,0.9824189903375624,1.4227473980794665,0.8049029361495879,0.9040772242473334,0.4370560914279256,-0.1028936028223919,1.0,0.0,11.0
2024-03-31,HQL,12.391000974745978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,4.0
2024-03-31,HQL,12.391000974745978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,4.0
2024-03-31,HQY,80.79627009800502,0.3235,2035.021,3.4501285325089035,4.7607,0.4434,0.3006,6955.8436,0.2745,2.2844,0.6306,234.4709,0.2766,0.3007,0.43,0.1619,0.2314,0.1005,0.1482,,3.1866,116.3995,34.4411,0.1133,6.4875,5.4082,4.7607,9.9102,0.018,0.0282,0.0196,0.0409,2.9916,0.3694,1199.073,0.43,0.2766,0.3007,2.8029,Health Care,-0.1861163548996051,-0.0423327942891381,-0.0403853891696623,-0.0868985188488182,0.7784478953638739,1.9347896542671168,,,
2024-03-31,HRNNF,27.883479587615483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.4472135954999579,5.0
2024-03-31,HRNNF,27.883479587615483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.4472135954999579,5.0
2024-03-31,HSTA,0.1712857153680589,0.5624,0.1534,1.6024234485017197,3.0827,-0.0012,-0.0009,13.9222,0.4444,-0.0084,1.0,,,,,-0.233,-0.3095,-0.65,-0.9171,,91.0548,21.0224,,-0.65,89.6006,,3.0827,,-1.2977,-1.4811,-1.4081,-0.7914,0.0014,0.0,,0.3284,0.2349,0.2472,3.5122,,,,,,,,1.0,,1.0
2024-03-31,HSTM,26.59953299022856,0.5649,344.854,0.4156976283017371,1.1691,0.1871,0.1718,742.1938,0.1022,1.2189,0.6617,,0.0,0.0,0.0,-0.152,-0.152,0.0718,0.0782,0.2193,2.3042,44.5979,21.9738,0.0899,2.809,3.3207,1.0131,6.1931,0.0356,0.0521,0.0521,0.055,2.392,0.3383,239.286,0.0,0.0,0.0,3.0681,Health Care,-0.3680967908014413,-0.0782105880306417,-0.1073509579458881,-0.1168561989409536,0.0830609822167531,0.8164166538416272,1.0714285714285714,0.262265264156481,28.0
2024-03-31,HSTM,26.59953299022856,0.5649,344.854,0.4156976283017371,1.1691,0.1871,0.1718,742.1938,0.1022,1.2189,0.6617,,0.0,0.0,0.0,-0.152,-0.152,0.0718,0.0782,0.2193,2.3042,44.5979,21.9738,0.0899,2.809,3.3207,1.0131,6.1931,0.0356,0.0521,0.0521,0.055,2.392,0.3383,239.286,0.0,0.0,0.0,3.0681,Health Care,-0.3680967908014413,-0.0782105880306417,-0.1073509579458881,-0.1168561989409536,0.0830609822167531,0.8164166538416272,1.0714285714285714,0.262265264156481,28.0
2024-03-31,HSY,189.9299846830822,0.9609,4099.086,0.1335954037293508,0.968,5.0114,3.8924,42538.817,0.0982,7.9471,0.5161,4.9056,0.3124,0.4172,0.9072,0.495,1.0764,0.2452,0.3156,0.4496,9.3013,19.5401,25.0713,0.3032,3.5423,20.5021,0.4466,14.549,0.1602,0.4893,0.2152,0.2827,15.8767,0.4839,1859.652,1.1744,0.4044,0.5401,1.5253,Food Products,-1.7171361824927855,-2.7336370278052344,-1.4057702776265653,-2.424261747180017,0.6143287250228573,-0.4149936079698053,,,
2024-03-31,HTBI,26.710681097848074,,513.173,,,,,482.2625,,-6.2123,,,0.0055,0.0474,0.0498,,,,,0.0971,0.89,6.2388,11.4881,,,0.9046,,,0.0157,0.1487,0.1447,,,,504.876,0.0498,0.0055,0.0474,1.123,Banking,1.7401807537088612,1.5720392623535182,2.2819929073138776,,6.430177787938515e-05,,1.0,0.0,5.0
2024-03-31,HTBI,26.710681097848074,,513.173,,,,,482.2625,,-6.2123,,,0.0055,0.0474,0.0498,,,,,0.0971,0.89,6.2388,11.4881,,,0.9046,,,0.0157,0.1487,0.1447,,,,504.876,0.0498,0.0055,0.0474,1.123,Banking,1.7401807537088612,1.5720392623535182,2.2819929073138776,,6.430177787938515e-05,,1.0,0.0,5.0
2024-03-31,HTBK,7.774804448324536,,676.296,,,,,554.682,,1.1667,,,0.0075,0.0552,0.0585,,,,,0.4925,0.7617,9.2495,4.9537,,,0.7709,,,0.0105,0.0836,0.0789,,,,668.222,0.0585,0.0075,0.0552,1.1477,Banking,1.163815153754334,0.8838095651160331,1.2442932991504143,,7.395772791310358e-05,,1.0,0.0,4.0
2024-03-31,HTBK,7.774804448324536,,676.296,,,,,554.682,,1.1667,,,0.0075,0.0552,0.0585,,,,,0.4925,0.7617,9.2495,4.9537,,,0.7709,,,0.0105,0.0836,0.0789,,,,668.222,0.0585,0.0075,0.0552,1.1477,Banking,1.163815153754334,0.8838095651160331,1.2442932991504143,,7.395772791310358e-05,,1.0,0.0,4.0
2024-03-31,HTFB,23.179923526824467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
2024-03-31,HTHIF,19.448253934345548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3636363636363635,0.504524979109513,11.0
2024-03-31,HTHIF,19.448253934345548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3636363636363635,0.504524979109513,11.0
2024-03-31,HTLD,11.125750693063887,0.7478,848.79,0.1868939655442934,1.2563,-0.182,-0.1911,1133.0553,0.0329,-0.5482,,,0.1683,0.2198,0.2881,0.2156,0.2825,-0.0559,-0.0532,0.3775,1.0524,9.718,33.7695,-0.0715,0.7789,1.1886,1.1825,9.7968,-0.0084,-0.015,-0.011,0.0044,3.4199,,751.507,0.3106,0.1815,0.237,2.406,Road & Rail,-11.438297872340428,-0.1983962966024635,1.1510791366906472,0.3145665773011617,0.065503407130571,-0.1141998783084879,0.75,0.5,4.0
2024-03-31,HTLD,11.125750693063887,0.7478,848.79,0.1868939655442934,1.2563,-0.182,-0.1911,1133.0553,0.0329,-0.5482,,,0.1683,0.2198,0.2881,0.2156,0.2825,-0.0559,-0.0532,0.3775,1.0524,9.718,33.7695,-0.0715,0.7789,1.1886,1.1825,9.7968,-0.0084,-0.015,-0.011,0.0044,3.4199,,751.507,0.3106,0.1815,0.237,2.406,Road & Rail,-11.438297872340428,-0.1983962966024635,1.1510791366906472,0.3145665773011617,0.065503407130571,-0.1141998783084879,0.75,0.5,4.0
2024-03-31,HTLFP,23.858529741801913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
2024-03-31,HTOOW,0.1183650805245315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.5163977794943222,10.0
2024-03-31,HTOOW,0.1183650805245315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.5163977794943222,10.0
2024-03-31,HYEX,2.1297111161171443,0.9712,0.1516,0.0355914101226193,0.7623,-0.0213,-0.2954,7.6244,0.0272,-0.0293,0.5929,0.5035,,,,0.8094,6.6924,-1.2504,-0.0901,,43.584,,88.8972,-1.2504,2.5821,49.1554,0.1293,32.1047,-1.0453,-3.3278,-1.4555,-1.0042,0.2363,0.4071,0.4327,7.2681,0.4232,0.8791,1.0618,,,,,,,,2.0,,1.0
2024-03-31,HYPR,0.8765238107196869,0.1183,75.638,7.20930763088856,9.0898,-0.1481,-0.1369,9.524,,-0.5793,0.4109,1.033,,,,-0.8356,-0.8356,-2.9888,-3.2322,,0.9615,,,-2.9888,,,7.9208,2.7968,-0.4242,-0.4696,-0.4696,-0.5122,0.0458,0.5891,,0.0,0.0,0.0,8.7142,Health Care,4.386142097134029,0.7049461063184141,0.967600956840481,1.088249910864663,0.0010658574547946,-0.646238944061705,1.1,0.3077935056255462,20.0
2024-03-31,HYPR,0.8765238107196869,0.1183,75.638,7.20930763088856,9.0898,-0.1481,-0.1369,9.524,,-0.5793,0.4109,1.033,,,,-0.8356,-0.8356,-2.9888,-3.2322,,0.9615,,,-2.9888,,,7.9208,2.7968,-0.4242,-0.4696,-0.4696,-0.5122,0.0458,0.5891,,0.0,0.0,0.0,8.7142,Health Care,4.386142097134029,0.7049461063184141,0.967600956840481,1.088249910864663,0.0010658574547946,-0.646238944061705,1.1,0.3077935056255462,20.0
2024-03-31,HZEN,5.421047600488814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0
2024-03-31,HZEN,5.421047600488814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0
2024-03-31,IAF,3.9918385081821017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4285714285714285,0.5345224838248488,7.0
2024-03-31,IAF,3.9918385081821017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4285714285714285,0.5345224838248488,7.0
2024-03-31,IAG,3.8106349195752824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,IART,29.657142851087784,0.3979,1597.952,1.9573999484116744,4.6815,0.0516,-0.0422,3993.1588,0.0861,0.7731,0.596,1.527,0.4503,0.5317,1.1494,0.366,0.7911,-0.0089,0.0109,,1.7079,50.2636,46.5803,-0.0142,1.7842,4.7434,3.1071,6.0556,0.0105,0.025,0.0126,0.0248,4.7452,0.404,575.343,1.1615,0.4551,0.5374,1.6443,Health Care,-0.1085678736914363,-0.0375290729513636,-0.0259620358947829,-0.0526915224315572,0.4468855601804693,0.2251582006318972,1.5,0.7071067811865476,2.0
2024-03-31,IAU,44.19142871432834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,IAUM,23.32777780199808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,IBM,170.13334365118118,0.465,23261.0,0.4507516128036546,1.1317,1.1495,1.7205,219279.34,0.2624,13.7263,0.5354,19.5638,0.3939,0.6528,2.3229,0.5425,1.9303,0.111,0.0742,0.8051,7.4966,21.315,13.8297,0.0743,2.8094,13.938,1.024,9.7091,0.0613,0.3593,0.1023,0.1089,15.4934,0.4646,12511.0,2.5581,0.4338,0.719,1.2042,Technology,-0.01034848300534,-0.7845103309657789,-0.4670434362048981,-0.4972447224394058,2.8402376676039527,-3.054551569012282,,,
2024-03-31,IBP,224.158207000248,1.4531,679.2,1.1772151898734178,3.1769,3.0967,1.9694,7800.1047,0.0909,9.9414,0.3384,10.8876,0.421,0.5393,1.2418,0.31,0.7138,0.0807,0.1269,0.3336,10.7705,29.2218,25.8766,0.1103,2.6013,17.4715,2.6732,6.2885,0.1293,0.3945,0.1656,0.2514,24.4108,0.6616,418.7,1.3026,0.4416,0.5657,1.513,Consumer products,-0.0606711907120307,1.895278939782754,-0.8929102171254224,-1.44849247113878,0.9515020914054876,3.820073984866871,1.4761904761904765,0.511766315719159,21.0
2024-03-31,ICFI,144.1078873891679,0.9631,916.149,0.0093794487441012,1.1859,2.1611,1.4418,3288.9032,0.214,7.3591,0.3719,,0.2224,0.319,0.4898,0.3461,0.5314,0.0552,0.0828,0.1131,3.0585,29.9754,16.4648,0.0694,1.4192,3.3779,1.1136,4.6905,0.0456,0.1039,0.0655,0.0994,26.0971,0.6281,829.536,0.5354,0.2431,0.3487,1.8317,Professional Services,-0.9532932864060968,-17.158626684050404,2.556360088327428,1.5064510339601571,0.6386544692598968,-1.9854805670303048,1.0,,1.0
2024-03-31,ICLR,313.39254082573785,0.483,9432.647,0.13444994202198,1.2067,3.4294,2.2515,30532.114,0.1435,14.1679,0.2975,,0.2006,0.2644,0.3625,0.24,0.329,0.0897,0.1366,,2.9078,40.15,23.4141,0.1032,3.3319,4.8258,1.1561,2.923,0.0401,0.075,0.0525,0.0787,25.11,0.7025,5683.708,0.371,0.2053,0.2706,2.2386,Life Sciences Tools & Services,-0.9194904458598724,-1.737787217609577,-0.944480535705362,-1.284781425721023,2.9584416371580744,9.709436662917902,,,
2024-03-31,IDAI,0.716111109370277,0.6184,1.382,0.2933586692194129,0.8701,-4.2263,-3.9731,10.3917,,-15.7499,0.4865,,0.1686,0.4065,0.6848,0.0557,0.0939,-4.6691,-4.9666,,7.4257,,,-4.6691,2.1933,5.4945,0.7523,7.9741,-1.0273,-2.4824,-1.8576,-1.949,0.8509,0.5135,2.39,0.6848,0.1686,0.4065,1.3267,Technology,0.1734257192722,5.420173797911076,8.480741809327652,8.899265050820954,0.0001345995376055,11.230492645599488,1.1666666666666667,0.6183469424008423,18.0
2024-03-31,IDAI,0.716111109370277,0.6184,1.382,0.2933586692194129,0.8701,-4.2263,-3.9731,10.3917,,-15.7499,0.4865,,0.1686,0.4065,0.6848,0.0557,0.0939,-4.6691,-4.9666,,7.4257,,,-4.6691,2.1933,5.4945,0.7523,7.9741,-1.0273,-2.4824,-1.8576,-1.949,0.8509,0.5135,2.39,0.6848,0.1686,0.4065,1.3267,Technology,0.1734257192722,5.420173797911076,8.480741809327652,8.899265050820954,0.0001345995376055,11.230492645599488,1.1666666666666667,0.6183469424008423,18.0
2024-03-31,IDN,3.266825411054823,0.8553,17.178,1.6992826926613942,2.3243,-0.027,-0.0228,54.408,0.0494,-0.0566,0.9071,7.625,0.0009,0.0011,0.0011,-0.5378,-0.5378,-0.0944,-0.1118,,3.7051,,46.192,-0.094,3.2916,3.9727,2.3243,6.1639,-0.0489,-0.0642,-0.0642,-0.0866,0.2412,0.0929,16.021,0.0,0.0,0.0,4.1595,Technology,0.0082551520222044,0.1401769085666657,0.29310057286759,0.3954214229867084,0.0007047250827141,0.0717467528171654,1.0833333333333333,0.28232985128664,24.0
2024-03-31,IDN,3.266825411054823,0.8553,17.178,1.6992826926613942,2.3243,-0.027,-0.0228,54.408,0.0494,-0.0566,0.9071,7.625,0.0009,0.0011,0.0011,-0.5378,-0.5378,-0.0944,-0.1118,,3.7051,,46.192,-0.094,3.2916,3.9727,2.3243,6.1639,-0.0489,-0.0642,-0.0642,-0.0866,0.2412,0.0929,16.021,0.0,0.0,0.0,4.1595,Technology,0.0082551520222044,0.1401769085666657,0.29310057286759,0.3954214229867084,0.0007047250827141,0.0717467528171654,1.0833333333333333,0.28232985128664,24.0
2024-03-31,IFRX,1.4676190425479223,,94.7597,0.5881690062946997,8.8983,-0.2121,-0.164,81.0908,,-0.7175,-5.1188,,0.0003,0.0004,0.0004,-0.0591,-0.0598,-267.9589,-346.523,,0.9155,,,-267.9589,,0.916,7.4362,,-0.3368,-0.375,-0.371,-0.4211,0.0006,6.1188,94.7075,0.0121,0.0107,0.0119,8.6818,Biotechnology,0.0274579466681634,0.3457089310210627,0.415851585611617,0.4654173462745903,0.0606811864177842,0.0965139525903742,1.0,0.3244428422615251,20.0
2024-03-31,IFRX,1.4676190425479223,,94.7597,0.5881690062946997,8.8983,-0.2121,-0.164,81.0908,,-0.7175,-5.1188,,0.0003,0.0004,0.0004,-0.0591,-0.0598,-267.9589,-346.523,,0.9155,,,-267.9589,,0.916,7.4362,,-0.3368,-0.375,-0.371,-0.4211,0.0006,6.1188,94.7075,0.0121,0.0107,0.0119,8.6818,Biotechnology,0.0274579466681634,0.3457089310210627,0.415851585611617,0.4654173462745903,0.0606811864177842,0.0965139525903742,1.0,0.3244428422615251,20.0
2024-03-31,IGMS,8.556587302495563,0.0048,161.253,2.087345109412075,7.9819,-0.8959,-0.8287,476.3603,,-3.3006,,,,,,-0.491,-0.491,-100.2334,-108.3622,,3.4451,,,-100.2334,263.5357,,7.7536,,-0.5401,-1.0806,-1.0806,-1.1583,0.0083,,,0.0,0.0,0.0,1.7504,Biotechnology,0.0440321763523607,0.9961948556302944,1.2112377989539445,1.280201643765989,0.3564659390008685,0.4076702033272808,1.2222222222222223,0.4277926319464986,18.0
2024-03-31,IGMS,8.556587302495563,0.0048,161.253,2.087345109412075,7.9819,-0.8959,-0.8287,476.3603,,-3.3006,,,,,,-0.491,-0.491,-100.2334,-108.3622,,3.4451,,,-100.2334,263.5357,,7.7536,,-0.5401,-1.0806,-1.0806,-1.1583,0.0083,,,0.0,0.0,0.0,1.7504,Biotechnology,0.0440321763523607,0.9961948556302944,1.2112377989539445,1.280201643765989,0.3564659390008685,0.4076702033272808,1.2222222222222223,0.4277926319464986,18.0
2024-03-31,IGT,19.894530462840248,0.4154,1504.0,0.1547619047619047,0.798,1.2611,0.4039,9571.6094,0.0337,2.3,0.5033,7.1805,0.4756,0.684,3.2028,0.7329,3.4315,0.0769,0.2399,0.7362,2.9326,20.5145,8.4012,0.1856,1.0217,69.5004,0.6663,6.0462,0.0207,0.1468,0.0299,0.1395,5.2562,0.4967,77.0,3.6822,0.5468,0.7864,1.1744,"Hotels, Restaurants & Leisure",-0.7776914108045084,-3.981691812171555,1.1758922426506735,1.7454954954954955,0.0315903173245841,0.8622175744245437,,,
2024-03-31,IHD,4.778030531747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.7006490497453707,11.0
2024-03-31,IHD,4.778030531747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.7006490497453707,11.0
2024-03-31,IHS,3.477777772479587,0.3663,514.3,0.4254537004051477,0.9399,-0.0213,-4.6699,4861.94,0.0211,0.5315,0.3986,19.6903,0.7132,0.8976,5.8892,1.0155,7.0494,-3.7184,-0.017,,6.3118,,6.473,-3.7327,0.59,16.0741,0.8133,8.3229,-0.6682,-1.4802,-0.3049,0.0946,1.2559,0.6014,113.8,7.8913,0.8793,1.1066,0.9219,Telecommunication,0.0559385586921792,2.49240019220265,0.5086380873329753,-0.1692935553567141,0.1197219555321188,-0.0189308297439254,1.0,0.2425356250363329,35.0
2024-03-31,IHS,3.477777772479587,0.3663,514.3,0.4254537004051477,0.9399,-0.0213,-4.6699,4861.94,0.0211,0.5315,0.3986,19.6903,0.7132,0.8976,5.8892,1.0155,7.0494,-3.7184,-0.017,,6.3118,,6.473,-3.7327,0.59,16.0741,0.8133,8.3229,-0.6682,-1.4802,-0.3049,0.0946,1.2559,0.6014,113.8,7.8913,0.8793,1.1066,0.9219,Telecommunication,0.0559385586921792,2.49240019220265,0.5086380873329753,-0.1692935553567141,0.1197219555321188,-0.0189308297439254,1.0,0.2425356250363329,35.0
2024-03-31,IIIN,31.614015458122132,1.3621,340.621,2.5145279175653004,7.1801,0.4001,0.3541,659.3697,0.0786,2.8914,0.1234,4.5054,0.0,0.0,0.0,-0.2464,-0.2464,0.0545,0.0615,2.1002,2.1822,30.6256,7.738,0.0703,1.2988,2.2195,4.2923,9.4248,0.0578,0.0679,0.0679,0.0728,6.5017,0.8766,334.905,0.0,0.0,0.0,7.0174,Building,-0.1661576053756872,-0.0570251595171757,-0.0822840800300536,-0.0955556138923161,0.100731335501323,0.3172539022388563,1.0,0.0,3.0
2024-03-31,IINNW,0.6007936469146183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5454545454545454,0.6875516509523286,11.0
2024-03-31,IINNW,0.6007936469146183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5454545454545454,0.6875516509523286,11.0
2024-03-31,ILAG,0.4726666656751481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0
2024-03-31,ILAG,0.4726666656751481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0
2024-03-31,ILAL,0.0564920635864374,0.5123,15.0345,0.0088984827846282,0.1079,0.0536,0.046,12.5657,,-0.032,0.9639,,0.0,0.0,0.0,0.414,0.7129,0.7173,0.8358,,0.1229,0.5303,,0.7173,0.1551,,0.1068,7.5024,0.1498,1.2198,0.4317,0.4697,0.0642,0.0361,,0.722,0.3569,0.4193,1.9775,Real Estate,-6.157588483370998,-26.53619688344546,-12.499158184740184,-35.98687052787903,0.0011248395518448,0.1025110987226804,,,
2024-03-31,ILLMF,1.145761908046783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6666666666666667,0.5773502691896257,3.0
