date_q,ticker,price,assetTurnover,bookValue,cashRatio,currentRatio,ebitPerShare,eps,ev,fcfMargin,fcfPerShare,grossMargin,inventoryTurnover,longtermDebtTotalAsset,longtermDebtTotalCapital,longtermDebtTotalEquity,netDebtToTotalCapital,netDebtToTotalEquity,netMargin,operatingMargin,payoutRatio,pb,pe,pfcf,pretaxMargin,ps,ptbv,quickRatio,receivablesTurnover,roa,roe,roic,rotc,salesPerShare,sgaToSale,tangibleBookValue,totalDebtToEquity,totalDebtToTotalAsset,totalDebtToTotalCapital,totalRatio,finnhubIndustry,roa_sector_ratio,roe_sector_ratio,roic_sector_ratio,rotc_sector_ratio,ev_sector_ratio,ebitPerShare_sector_ratio,sentiment_avg_q,sentiment_sd_q,sentiment_num_q
2022-03-31,OFSSH,20.303347126130134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OI,14.375483897424512,0.741,956.0,0.2965714285714286,1.4229,1.5143,0.5646,6227.926,0.1765,1.7028,0.1797,6.4892,0.5206,0.8187,4.8337,0.7387,4.3609,0.052,0.1395,0.07,2.1537,23.0457,3.2191,0.1005,0.3144,3.0593,0.8109,8.114,0.0378,0.5266,0.0606,0.1448,10.8567,0.8203,673.0,4.9038,0.5281,0.8306,1.1207,Packaging,0.5159596808063839,0.7645863116511794,0.5642053999856764,0.8500146756677429,0.5691825376012685,0.6790735218278436,,,
2022-03-31,OILU,58.43551586520287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OLCLF,11.456207367681689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OLED,125.35890468474358,0.3977,1131.3,2.0044868199663486,5.3831,1.3143,1.0549,7739.071,0.4624,3.5639,0.7787,1.0262,,,,-0.3159,-0.3159,0.3322,0.414,0.2334,7.1568,44.3642,47.8078,0.4153,14.2043,7.5148,4.5799,5.8104,0.1273,0.1714,0.1714,0.2126,3.1751,0.2213,1077.4,0.0,0.0,0.0,4.1787,Semiconductors,4.418766756032172,2.3820349132817356,3.782035412518164,2.8141061512633976,0.0135460899149164,0.0340099206304959,,,
2022-03-31,OLLI,50.576774043421594,0.876,1287.7,0.938093429548044,2.7603,0.9084,0.7062,2780.32,0.3081,0.1595,0.3652,2.6107,0.0004,0.0005,0.0005,-0.1908,-0.191,0.0892,0.1147,,2.3501,19.2263,25.0936,0.1145,1.7263,2.8628,0.943,1753.0,0.0787,0.118,0.1179,0.1533,7.9163,0.6348,1057.1,0.0009,0.0006,0.0009,2.8812,Retail,-5.362520040810378,0.5818487628831673,0.8103092783505156,0.8073321874434594,0.0836769599336811,-0.0976571717140532,,,
2022-03-31,OLP,22.386397054118493,0.1387,308.918,0.4219337709270594,0.9443,0.6702,0.4552,1041.6976,0.3412,0.3858,0.8325,,0.537,0.566,1.304,0.5499,1.267,0.4325,0.6368,0.7779,2.1051,13.4976,22.1452,0.4333,6.2353,2.2502,0.9443,7.0551,0.0641,0.1577,0.0677,0.098,1.0524,0.1675,289.006,1.304,0.537,0.566,1.7002,Real Estate,-6.731875329368366,18.568144569999134,7.465403724199216,10.778776036420773,0.1269898516902286,1.1110539457798267,,,
2022-03-31,OMCC,9.815645171749976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,ON,55.720322701238814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,ONAR,0.1927354829686303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,ONBPP,21.140319854982437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,ONDS,6.9140322977496735,0.0201,103.6,6.056603773584906,6.7358,-0.2437,-0.2442,267.4314,,-0.5722,0.2927,1.24,0.0027,0.0029,0.0029,-0.3061,-0.3069,-24.4146,-24.3659,,2.8883,,,-24.4146,139.1774,4.5414,6.1321,8.6,-0.2051,-0.2242,-0.2235,-0.2493,0.01,0.7073,59.5,0.0029,0.0027,0.0029,13.3333,Communications,0.7316435125547475,0.785162460689346,1.166346595416023,1.3038293777391925,0.0132644461291812,0.1522578704400042,,,
2022-03-31,ONEI,0.6025241916218111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,ONEW,33.368548516304266,1.5436,298.8,0.1890660592255125,1.1749,4.1538,2.5385,1037.073,0.0772,4.7451,0.3223,4.1861,0.2493,0.3602,1.0756,0.5722,1.7088,0.0821,0.1344,,1.762,,,0.1246,0.3599,7.7766,0.3911,23.6524,0.113,0.4423,0.1675,0.2891,30.9161,0.6777,67.7,1.9866,0.4604,0.6652,1.3016,Retail,-7.69967934703396,2.180946676468008,1.1512027491408936,1.5225031662746518,0.0312119165669068,-0.4465525758100334,,,
2022-03-31,ONIT,23.52274190225909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,ONL,10.444425767467868,0.1046,1075.6,0.7848101265822786,1.7131,-0.0533,-0.175,1389.5591,0.417,1.2827,0.7111,,0.3507,0.3639,0.5721,0.3529,0.5549,-0.1869,-0.057,,0.737,,,-0.1833,,0.9872,1.7131,,-0.0542,-0.0784,-0.056,-0.0464,0.9363,0.2888,803.0,0.5721,0.3507,0.3639,2.5834,Real Estate,5.692162915004141,-9.231087725351504,-6.17522316920467,-5.103420490713509,0.1693964774650605,-0.0883604525664947,,,
2022-03-31,ONON,21.63661292291457,,878.4,2.635942760942761,4.2715,0.0106,0.0447,6812.3735,,,0.518,,0.1277,0.1493,0.1793,-0.364,-0.4571,0.0607,0.0144,,8.2125,,,0.0823,,8.7899,3.5875,,,,,,0.7375,0.482,820.7,0.2559,0.1725,0.2038,3.0663,"Textiles, Apparel & Luxury Goods",,,,,0.433023999177524,0.0032763160624591,,,
2022-03-31,ONTF,10.459933788545673,0.421,332.5,0.8118234804329726,3.557,-0.3185,-0.325,533.78,,-0.1962,0.7331,,,,,-0.2817,-0.2842,-0.3192,-0.3128,,1.8896,,,-0.3176,3.1103,,3.4588,4.6066,-0.0769,-0.1044,-0.1032,-0.1021,1.0181,0.2669,,0.009,0.0065,0.0089,3.5656,Technology,0.0028687308630772,0.1640711358689446,0.3215103321937388,0.3037884545521408,0.0115669718121366,0.3943872139011638,,,
2022-03-31,OOMA,13.273548387712047,1.8728,51.1,0.4200426439232409,1.4072,-0.0055,-0.0042,409.652,0.0319,0.1029,0.6102,5.6808,,,,-0.3855,-0.3855,-0.002,-0.0026,,8.4022,,91.9351,-0.002,2.2328,9.1546,1.0235,30.7664,-0.0171,-0.0375,-0.0375,-0.0413,2.117,0.3898,46.9,0.0,0.0,0.0,1.878,Technology,0.0006379102439352,0.0589335976540749,0.1168278823378411,0.122884066336958,0.0088771275371602,0.0068104542431912,,,
2022-03-31,OPBK,10.78695580267137,,165.9,,,,,209.6586,,-1.457,,,,,,,,,,0.1752,1.2638,6.5703,6.1371,,,,,,0.0186,0.1989,0.1989,,,,,0.0,0.0,0.0,1.0977,Banking,1.8411253057896169,1.7711848001287849,2.56049407446467,,2.7562861488917297e-05,,,,
2022-03-31,OPEN,6.808225808605071,1.572,2347.0,0.8216062544420754,2.871,0.1841,0.0437,8818.3647,,-6.2266,0.1039,4.0897,0.3709,0.3795,1.3072,0.4237,1.4597,0.0054,0.0229,,2.2976,,,0.0054,0.434,2.3074,1.2136,,-0.046,-0.1551,-0.0471,-0.0266,8.0384,0.8961,2337.0,2.4448,0.6937,0.7097,1.3961,Real Estate,4.830986975833772,-18.26201155869921,-5.193803772670356,-2.9256677813142096,1.075017188676779,0.3051999871949658,,,
2022-03-31,OPFI,3.0899911119091894,0.7759,,0.627906976744186,0.607,-0.0261,0.013,630.1285,0.4062,1.7666,0.9791,,0.5481,1.032,,0.9328,,0.0109,-0.0218,,,19.578,1.9413,0.002,1.0249,,0.607,,0.0046,,,,1.1945,0.0209,,,0.5481,1.032,0.9831,Financial Services,-0.1319546566607096,,,,0.0011826433099787,-0.0004524064772979,,,
2022-03-31,OPINL,17.700906661248975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OPK,2.915967737474749,0.6531,1614.9,0.3308538163001294,2.4389,-0.1096,-0.0839,2478.1063,,-0.0527,0.2591,8.3064,0.0921,0.1148,0.1316,0.0723,0.0829,-0.1683,-0.2199,,1.4516,,,-0.233,1.5039,3.2361,2.0854,5.8455,-0.0489,-0.0686,-0.0609,-0.048,0.4986,0.7409,724.4,0.1463,0.1024,0.1276,3.3337,Health Care,0.1715657913997532,0.201055953650176,0.2128257106788912,0.1759026162327523,0.2861955705021626,0.0041078279697116,,,
2022-03-31,OPT,6.28320970073823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OPTT,0.9669354779105032,0.02,73.542,15.111693260300072,15.4768,-0.1004,-0.0989,-0.3173,,-0.3446,-0.2335,,0.0,0.0,0.0,-0.8628,-0.8628,-11.3037,-11.4711,,0.8585,,,-11.3037,39.3375,0.9106,15.4308,5.1774,-0.2352,-0.2485,-0.2479,-0.2637,0.0088,1.2335,69.339,0.0,0.0,0.0,16.2767,Electrical Equipment,0.2862341107818499,1.1941716366136044,1.5060086821131573,1.5228608689998582,-0.0001072097468094,-0.5236756168359942,,,
2022-03-31,ORC,9.048723205443352,0.0289,592.4,0.0664252827321085,0.0698,-4.2014,-4.2014,4742.5309,1.7162,2.7232,0.8973,,,,,0.8241,7.0339,0.8707,0.8707,1.7197,0.9717,202.0168,6.0639,0.8707,10.045,,0.0698,,-0.0313,-0.2785,-0.0319,-0.0319,-4.0025,0.1027,,7.5356,0.8606,0.8828,1.1289,Real Estate,3.2871715726868933,-32.79155524885707,-3.517671769600517,-3.508601587365537,0.5781459951787608,-6.965058262905645,,,
2022-03-31,ORCL,70.36235729340584,0.3563,12074.0,1.0887534200547209,1.5204,1.3878,0.842,263409.0,0.3262,2.4704,0.789,29.9483,0.6642,1.0351,5.7321,0.7994,2.8442,0.2206,0.3635,0.3019,13.8586,27.467,15.2098,0.2701,4.965,10.477,1.3429,9.0684,0.0644,0.6722,0.14,0.1919,3.8174,0.211,16506.0,5.9284,0.7217,1.1247,0.9259,Technology,-0.0024024222052298,-1.0564043824818443,-0.4361574273946069,-0.5709794753041707,5.708052902062837,-1.7184633452183204,,,
2022-03-31,ORGN,6.355967729322372,,308.4,8.27142857142857,61.9,-0.0533,0.0519,877.0643,,-0.2974,,,0.0103,0.0166,0.0169,-0.168,-0.1709,,,,3.0148,69.9173,,,,3.0168,61.5286,,0.2009,0.3485,0.3425,-0.0968,,,308.2,0.0169,0.0103,0.0166,2.5639,Chemicals,-2.3962612679178363,9.049575948160854,83.74270973530732,-2.2689240943431765,0.001026410985014,-0.001884194857415,,,
2022-03-31,ORRF,21.998039891642907,,254.804,,,,,312.0633,,3.5321,,,0.011,0.1027,0.1255,,,,,0.2301,1.0026,8.2279,6.1304,,,1.0181,,,0.0108,0.1171,0.0965,,,,250.913,0.2221,0.0195,0.1818,1.0963,Banking,1.0690405001359065,1.0427639019360515,1.242270880773457,,4.102554111147573e-05,,,,
2022-03-31,OSCR,6.363709680495724,0.6715,1332.0,9.381405895691609,0.2295,-0.3254,-0.3572,331.7182,0.8422,0.18,,,0.0684,0.1825,0.2233,-1.087,-1.3297,-0.0773,-0.0704,,1.5788,,,-0.0779,0.8611,,0.2295,,-0.1538,-0.3725,-0.355,-0.3487,4.6214,,,0.2233,0.0684,0.1825,1.4413,Insurance,4.465492211715776,-4.811150675839305,-5.4128459795429995,-4.589541802626889,0.0300783036710431,-0.1272521870633495,,,
2022-03-31,OSCUF,7.369172511562224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OTTR,59.85347969301285,0.1782,1047.1,0.0037513397642015,1.0782,2.3461,1.7184,3460.759,0.3855,2.6659,,5.076,0.263,0.3846,0.7011,0.4507,0.8217,0.5521,0.7538,0.3016,2.4834,11.901,32.1571,0.6871,5.3385,2.5044,0.6873,3.2517,0.08,0.2238,0.1185,0.1647,3.1122,1.3213,1038.3,0.823,0.3087,0.4515,1.6002,Utilities,3.369313023302734,2.603721532920449,2.9075268501241496,2.552043126484561,0.1121736173583347,1.3547281286419988,,,
2022-03-31,OUT,17.990123656488233,0.2707,1334.5,0.7636324602833834,1.4184,0.1875,-0.0007,6423.8885,0.0648,-0.497,0.7159,,0.4487,0.6627,1.9647,0.5728,1.6982,-0.0003,0.0763,1.5125,3.1155,27.4757,16.6435,-0.0062,2.6344,4.7628,1.3566,7.3422,0.0177,0.0777,0.0261,0.0577,2.4572,0.2841,734.3,1.9647,0.4487,0.6627,1.296,Real Estate,-1.8588797711360387,9.148667299232295,2.878095084218605,6.346279360219169,0.7831146466014375,0.3108364888596202,,,
2022-03-31,OUTFF,4.814243462777907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OVV,48.12002729600476,0.6237,4684.0,0.0680391664574441,0.5443,-0.777,-0.9363,18479.354,0.119,5.2862,0.3147,3.4858,0.3205,0.5031,1.0194,0.4779,0.9684,-0.1225,-0.1017,0.0354,2.9768,16.1009,10.2,-0.1251,1.5868,,0.5443,6.0894,0.0615,0.1981,0.0929,0.1206,7.6418,0.6853,,1.0263,0.3226,0.5065,1.4585,Energy,-0.0070649874691246,1.7462878110622762,1.350755508973114,0.7835933464200847,0.3447585316678238,-0.5113781888648874,,,
2022-03-31,OWL,10.773443898847026,0.1449,1663.6,0.1363636363636363,0.8825,-0.0544,-0.0283,21599.2,0.5234,0.1976,,,0.142,0.4138,0.7058,0.3988,0.6802,-0.0428,-0.0822,,12.3032,,74.0507,-0.1014,17.8612,,0.8553,,-0.0662,,,,0.6617,,,0.7058,0.142,0.4138,1.252,Financial Services,1.8989996241171696,,,,0.0405380003934016,-0.0009429468339083,,,
2022-03-31,OXBR,4.727774197055448,0.8254,16.29,5.96,0.08,-0.0643,-0.0678,28.8653,1.109,-0.0433,,,0.0128,0.0133,0.0135,-0.1671,-0.1693,0.6872,0.7753,,1.9414,5.7284,11.071,0.6872,2.9256,,0.08,,0.5292,0.5765,0.5676,0.631,0.0035,,,0.0135,0.0128,0.0133,19.9419,Insurance,-15.36500961274375,7.445982186902978,8.654454585883398,8.305135868820093,0.0026173398353052,-0.0251454075850441,,,
2022-03-31,OXLCO,20.10948448796426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OXLCP,20.349575227306737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,OZK,35.66289089572045,,4690.0,,,,,5963.9995,,3.9544,,,0.0176,0.0907,0.0998,,,,,0.253,1.1719,9.7603,12.1161,,,1.3665,,,0.0213,0.1212,0.0997,,,,4022.0,0.0998,0.0176,0.0907,1.2144,Banking,2.1083854308235934,1.0792739958552475,1.2834653555763074,,0.0007840598579713,,,,
2022-03-31,PAHC,17.382283487627582,1.0542,267.0,0.3778727952966328,2.9209,0.4741,0.437,1152.947,0.0233,0.0225,0.2988,2.7641,0.4372,0.587,1.5009,0.5053,1.2922,0.0739,0.0801,0.3647,3.0264,13.7423,58.0109,0.1119,0.8906,4.0483,1.5852,6.2101,0.0683,0.2405,0.0908,0.1162,5.916,0.7012,199.6,1.5571,0.4536,0.6089,1.4113,Pharmaceuticals,-0.1356714529056511,-0.4955974447366675,-0.2238880197703948,-0.3079943394954963,0.0339608172915085,-0.2080557989766713,,,
2022-03-31,PAI,10.979524566281226,,122.878,,3.0399,,,129.6344,,,,,,,,,,,,,1.055,,,,,,2.9817,,,,,,,,,,,,205.1163,,,,,,,,,,
2022-03-31,PAIYY,1.6913548342643243,0.5328,,0.0582816318856928,0.1812,0.0712,-0.0485,,,,0.5538,13.1158,0.1794,0.3949,0.1991,1.4704,1.1929,-0.0199,0.0292,,,,,-0.0156,,,0.1288,104.4066,-0.4979,-0.4452,-0.2401,-0.2552,2.4348,0.4462,,1.3392,0.722,1.5897,0.7887,Health Care,1.7468835897328658,1.304812107362367,0.8390714800328702,0.9352155763041332,,-0.0026685889730243,,,
2022-03-31,PARA,28.379513432902673,0.5005,22664.0,0.5453049470328089,1.5791,1.0783,0.6651,36151.768,,-1.1048,0.3455,17.4193,0.2894,0.4255,0.7411,0.2916,0.5079,0.0591,0.0958,,1.0873,,,0.0641,,1.238,1.3534,3.9116,0.0714,0.1897,0.1044,0.1406,11.2565,0.6545,19904.0,0.7418,0.2896,0.4259,1.6406,Media,-1.2954898911353034,-86.04394046775319,6.354753828107665,-7.381074168797954,0.3226300046245448,-4.678127674875808,,,
2022-03-31,PATK,36.44393520970498,1.7911,800.0,0.1285512794680636,2.3663,4.3339,3.0189,2908.9512,0.0479,4.7609,0.22,6.9638,0.5014,0.6485,1.8622,0.624,1.7919,0.0839,0.1205,0.12,1.8443,5.0864,13.965,0.1094,0.3229,15.0299,0.8428,16.1334,0.1137,0.3997,0.1477,0.2266,35.9611,0.78,127.0,1.8716,0.5039,0.6518,1.3684,Auto Components,-4.5145264381173735,8.667233194631658,5.117426725348816,6.39478300663565,0.0048242040455375,0.4984274841377694,,,
2022-03-31,PAXH,0.101000003516674,,,0.0001051615185323,0.0001,-0.0024,-0.0024,3.2034,,-0.0026,,,,,,,,,,,,,,,,,0.0001,,-1055.5135,,,,0.0,,,,5486.7727,,0.0001,,,,,,,,,,
2022-03-31,PAYO,4.457741925793309,0.1069,522.0,0.0987426584398787,1.0995,-0.0172,0.0552,1076.5797,0.2579,0.0455,,,0.0027,0.0267,0.0274,-0.8417,-0.8648,0.1474,-0.046,,2.9272,,,0.162,2.9972,3.1675,1.0955,,-0.0022,-0.0208,-0.0205,-0.0704,0.3743,,482.4,0.0274,0.0027,0.0267,1.1091,Financial Services,0.0631087488377307,-0.1902938046605262,-4.534883720930232,20.3495145631068,0.0020205557753124,-0.0002981376018974,,,
2022-03-31,PAYS,1.655483868814284,0.3686,13.2,0.1180555555555555,1.1,-0.0062,-0.006,94.968,0.0579,0.1489,0.6083,,,,,-0.6439,-0.6439,-0.0377,-0.0389,,7.8385,31.1461,13.3314,-0.0377,3.2941,11.4964,1.0778,15.705,-0.0164,-0.1107,-0.1107,-0.1138,0.1586,0.3917,9.0,0.0,0.0,0.0,1.1746,Financial Services,0.4704470367903562,-1.0127655853807818,-24.48837209302325,32.8945278022948,0.0001782386764954,-0.0001074682053351,,,
2022-03-31,PAYX,115.64782345679498,0.4664,3286.0,0.0471167369901547,1.2723,1.5487,1.1852,43489.7,0.4503,3.9213,0.7084,,0.0776,0.195,0.2428,0.1315,0.1637,0.3375,0.4411,0.7011,13.0711,31.5961,30.3417,0.4344,9.552,14.0779,1.2162,3.967,0.141,0.4386,0.3481,0.4609,3.5113,0.2916,3051.0,0.2453,0.0784,0.197,1.4696,Professional Services,-2.1796592318276793,16.333363244795404,13.408966445444843,7.761305768021261,9.060870095409603,-0.1877819093040174,,,
2022-03-31,PBH,55.129354784565585,0.2985,1577.611,0.1895455369469119,2.0448,1.519,1.0219,4114.2743,0.2246,4.9778,0.5577,3.9616,0.4023,0.4823,0.936,0.4758,0.9234,0.1951,0.2901,,1.6845,13.3457,10.6183,0.2284,2.4453,,1.161,8.5599,0.0564,0.1375,0.0676,0.1079,5.237,0.4423,,0.9406,0.4043,0.4847,1.7537,Pharmaceuticals,-0.1120332349030559,-0.2833457324378037,-0.1666831512828049,-0.2859947438172466,0.1211886737113233,-0.6666035828845471,,,
2022-03-31,PBLA,37037.41935483871,,0.724,1.6387841136010652,1.7602,-6673.3333,-6110.0,20.9916,,,,,0.1942,66.7,,-1.0678,-0.6395,,,,48.0862,,,,,,1.7198,,-1.0026,-2.7652,-1.7432,-1.528,,,,1.1506,0.0,0.0,2.4602,Biotechnology,0.3749033159014893,3.40414389860277,2.4662717482316756,2.1344193112081458,0.0158466254167442,44.77013534501371,,,
2022-03-31,PBNAF,13.380426314569288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PCCYF,0.3716116912903324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PCG-PA,18.760093939108927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PCM,7.525762488765102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PCMC,0.1757258083070478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PCTTU,10.792096784037929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PCVX,23.14048397925592,,359.5,7.415441176470588,12.5809,,,1158.2047,,-2.5506,,,,,,-0.5611,-0.5611,,,,3.7828,,,,,,12.3015,,-0.3275,-0.3722,-0.3722,-0.3782,,,,0.0,0.0,0.0,9.3218,Biotechnology,0.122462433630299,0.458202791501501,0.5265869347704392,0.5282967169495554,0.8743324013802046,,,,
2022-03-31,PDEX,15.354516183176347,0.9245,22.27,0.616580310880829,3.6399,0.272,0.1227,67.2765,0.2293,0.8232,0.3085,2.5751,0.2411,0.3068,0.4751,0.2163,0.335,0.0496,0.11,,2.686,16.7085,14.1784,0.068,1.5389,2.7054,1.9313,3.7738,0.0851,0.167,0.1058,0.1339,2.472,0.6915,22.11,0.5487,0.2785,0.3543,2.0305,Health Care,-0.2985735960760531,-0.4894510825011575,-0.3697366205226058,-0.4906950065326153,0.0077697378433236,-0.0101946095598684,,,
2022-03-31,PDLB,9.72322577814902,,299.6,,,,,257.438,,0.8264,,,,,,,,,,,0.8566,46.6306,64.8025,,,,,,0.0102,0.0773,0.0738,,,,,0.0798,0.0091,0.0739,1.2314,Banking,1.0096493612394672,0.6883488438911767,0.9500475751407372,,3.384420164965277e-05,,,,
2022-03-31,PDO,10.65558696562244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PDS,72.54854799086048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PEBO,24.34582298032699,,808.4,,,,,1096.1689,,5.3085,,,0.016,0.1144,0.1435,,,,,0.4503,1.102,16.0228,6.013,,,1.1567,,,0.0084,0.0724,0.0619,,,,770.2,0.254,0.0284,0.2025,1.1257,Banking,0.8314759445501495,0.6447148292072601,0.7968556219676372,,0.0001441083340209,,,,
2022-03-31,PECO,30.96927119839576,0.119,2165.5,0.0541976620616365,0.1233,0.2132,0.0786,5785.3405,0.2837,1.6599,0.7131,55.1034,0.4042,0.464,0.866,0.4629,0.864,0.071,0.1927,3.7291,1.8075,155.9458,35.2566,0.0802,7.186,3.084,0.0542,,0.0055,0.0123,0.0063,0.0203,1.1066,0.2869,2148.1,0.8664,0.4043,0.4642,1.8751,Real Estate,-0.577618007980125,1.448244630380402,0.6947126065355254,2.23274646468716,0.7052714070498708,0.3534418102659789,,,
2022-03-31,PEN,158.6683876283707,0.7065,959.3,0.5242121445042276,5.3059,-0.1034,0.0026,8323.178,0.0805,-0.074,0.6248,1.1197,,,,-0.0408,-0.042,0.0005,-0.0196,,8.7183,606.25,300.5394,-0.025,10.6909,9.6044,2.95,5.7991,-0.0058,-0.0078,-0.0075,-0.0294,5.2687,0.3752,870.8,0.0291,0.0214,0.0283,3.8025,Health Care,0.0203493167713408,0.0228605894820899,0.026210062891489,0.1077403524425607,0.9612407167929192,0.0038754508400382,,,
2022-03-31,PENN,33.760645189592914,0.3767,3953.0,1.608192341941229,1.8816,1.5852,0.2807,17240.2456,0.1318,3.809,0.4512,,0.1491,0.1699,0.6813,0.6368,2.5544,0.0331,0.1867,,1.8063,67.4882,16.3609,0.0634,1.1527,3.418,1.7622,47.4659,0.0232,0.1084,0.0325,0.0966,8.4919,0.5488,2089.0,3.0111,0.6588,0.7507,1.28,"Hotels, Restaurants & Leisure",-0.0611073584577019,3.009485617336315,-3.3444497379704625,-3.7106274007682463,0.0656420185983007,-1.5507022836161124,,,
2022-03-31,PEV,4.342499941587448,,,0.0151843817787418,0.9414,-0.1149,-0.1149,,,,0.1791,,0.0133,0.0691,0.0743,-0.1736,-0.1867,-3.4627,-3.4627,,,,,-3.4627,,,0.3449,,,,,,0.0332,0.8209,,0.0753,0.0141,0.07,2.6674,Automobiles,,,,,,-0.0109958291132678,,,
2022-03-31,PFBX,14.6611875103366,,70.67,,,,,76.7223,,0.5735,,,0.0005,0.0017,0.0036,,,,,0.0735,1.0856,14.9352,28.2795,,,1.5905,,,0.0061,0.0579,0.0579,,,,78.9,0.0,0.0,0.0,1.0814,Banking,0.6038099121137991,0.51559376534669,0.7453625284640741,,1.0086331436016264e-05,,,,
2022-03-31,PFGC,46.18080643684633,4.0925,3160.0,0.0029463759575721,1.6237,0.3766,0.0519,11451.66,0.0224,0.4477,0.0996,15.8418,0.3218,0.5154,1.217,0.5752,1.3581,0.0006,0.0045,,2.2654,198.8517,9.4853,0.0009,0.1802,3.8261,0.6232,21.4153,0.0037,0.0138,0.006,0.0352,83.3701,0.9004,1871.0,1.3613,0.3599,0.5765,1.3593,Retail,-0.2521133945488996,0.0680467197270145,0.0412371134020618,0.1853756881801029,0.3446510095939095,-0.040486229488675,,,
2022-03-31,PFO,8.300679560630552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PGMFF,19.112903225806452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PGY,110.0388387864636,,,,,-0.5872,-1.0717,,,,0.4589,,,,,,,-0.1071,-0.0587,,,,,-0.0569,,,,,,,,,10.002,0.5411,,,,,,Technology,,,,,,0.7271088602912509,,,
2022-03-31,PHD,7.102433150814425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,PHIO,93.9739358963505,0.0114,19.45,7.961089494163425,8.4319,-2.3363,-2.3363,-8.3447,,-10.7018,,,0.7519,,,-1.0519,-1.0519,-201.0,-202.0,,0.6229,,,-201.0,264.7625,,7.9805,,-0.4683,-0.5245,-0.5245,-0.5241,6.0,,,0.0,0.0,0.0,8.1771,Biotechnology,0.1751119318139512,0.6456941540637757,0.742060309745017,0.7321002362592861,-0.0062994404959653,0.0156737963629893,,,
2022-03-31,PIII,5.5720967938823085,,,0.4705631399317406,0.9104,-1.2548,-0.2548,1877.0818,,,0.0282,,0.0339,0.224,,-0.1593,,-0.0388,-0.1909,,,,,-0.2223,,,0.8818,,,,,,6.5745,0.9718,,,0.035,0.234,1.1256,Health Care,,,,,0.2167834756040232,0.0470301326313342,,,
2022-03-31,PIKM,10.729999980618876,,,1.1362224922370732,2.9847,-1.1355,-1.2192,,,,0.5869,,,,,0.9152,,-0.3523,-0.3282,,,,,-0.3523,,,1.1829,,,,,,3.4602,0.4131,,,0.0993,0.9589,2.9911,Retail,,,,,,0.1220714646425665,,,
