"date_q","ticker","price","assetTurnover","bookValue","cashRatio","currentRatio","ebitPerShare","eps","fcfPerShare","grossMargin","longtermDebtTotalAsset","longtermDebtTotalCapital","longtermDebtTotalEquity","netDebtToTotalCapital","netDebtToTotalEquity","netMargin","operatingMargin","pb","pretaxMargin","ps","quickRatio","roa","roe","roic","rotc","salesPerShare","sgaToSale","totalDebtToEquity","totalDebtToTotalAsset","totalDebtToTotalCapital","totalRatio","finnhubIndustry","roa_sector_ratio","roe_sector_ratio","roic_sector_ratio","rotc_sector_ratio","ev_sector_ratio","ebitPerShare_sector_ratio","roa__agg_linear_trend__attr_""slope""__chunk_len_1__f_agg_""mean""","roa__agg_linear_trend__attr_""pvalue""__chunk_len_1__f_agg_""mean""","roe__agg_linear_trend__attr_""slope""__chunk_len_1__f_agg_""mean""","roe__agg_linear_trend__attr_""pvalue""__chunk_len_1__f_agg_""mean""","roic__agg_linear_trend__attr_""slope""__chunk_len_1__f_agg_""mean""","roic__agg_linear_trend__attr_""pvalue""__chunk_len_1__f_agg_""mean""","rotc__agg_linear_trend__attr_""slope""__chunk_len_1__f_agg_""mean""","rotc__agg_linear_trend__attr_""pvalue""__chunk_len_1__f_agg_""mean""","ev__agg_linear_trend__attr_""slope""__chunk_len_1__f_agg_""mean""","ev__agg_linear_trend__attr_""pvalue""__chunk_len_1__f_agg_""mean""","ebitPerShare__agg_linear_trend__attr_""slope""__chunk_len_1__f_agg_""mean""","ebitPerShare__agg_linear_trend__attr_""pvalue""__chunk_len_1__f_agg_""mean"""
2021-12-31,"TNL",43.8692211028068,0.4721,1066,0.295910184442662,3.5124,2.2337,1.2257,5.5161,0.4977,0.8051,1.1755,4.6745,1.0957,4.5366,0.123,0.2241,9.0755,0.1724,1.5229,2.3553,0.0465,0.4714,0.0901,0.1576,9.9656,0.5023,4.9212,0.8065,1.1775,0.8916,"Hotels, Restaurants & Leisure",-0.244320617231033,-2.46855699477875,-0.455235340155936,-0.867738348429723,0.0375981476546124,-0.662298112989229,-0.0039701298701298,0.0030309697897471,0.0156307792207792,3.7598151710445e-10,0.0015093506493506,1.75727708631229e-06,0.0022885714285714,2.08096568654071e-06,-350.093636363636,0.0010870601287089,-0.0045931168831168,0.91322576834453
2021-12-31,"TRCK",1.11161290061089,0.7497,7.21,1.21397483479422,2.3684,0.0517,-0.0265,0.1449,0.5106,0.8254,0.9444,4.6671,0.7678,4.4133,-0.0318,0.0621,3.169,9e-04,0.6603,2.1302,0.0341,-0.9293,-0.1434,-0.0704,0.8326,0.4894,4.6755,0.8349,0.9553,1.0406,"Electrical Equipment",-0.117381725831374,4.49700210088993,1.15854051036159,0.5732557446724,0.0153981972352407,0.203317481235318,0.0118855844155844,6.86512213464228e-08,0.0288876623376623,0.0515836702935044,0.0419041558441558,5.46687392259101e-07,0.0273180519480519,0.0002018421489719,-0.191332597402597,0.738307016988834,0.0099314285714285,0.0013802586369583
2021-12-31,"TRIB",6.10483872505926,0.6461,66.694,0.257834034888696,0.7233,-0.0252,-0.0151,0.2364,0.3391,0,0,1.4271,0.7411,0.686,-0.1641,-0.2732,1.7663,-0.6596,0.3683,0.4335,0.007,-0.5452,-0.2422,-0.2178,0.0922,0.6609,1.4271,0.834,1.0032,0.9973,"Health Care",-0.0221619253067277,1.80317826327199,1.05601588546774,0.97096184523607,0.0108088502269478,0.0008762916730109,-0.0008801298701298,0.796980290388228,-0.0221001298701298,0.00077790302131,-0.0137797402597402,3.20922399604979e-05,-0.0131662337662337,1.23268242367134e-05,-3.57973220779221,0.0003892284825838,0.0247236363636363,0.308291033976167
2021-12-31,"TRIN",10.6943303077452,0.1134,446.5,0.900568181818182,1.0795,0.3461,1.8027,-8.929,0.623,0.4859,0.5049,1.0197,0.4697,0.9487,2.3342,0.4481,1.071,2.3342,5.8177,1.0597,0.1825,0.3336,0.1897,0.0559,0.7723,0.377,1.0197,0.4859,0.5049,1.9101,"Financial Services",-4.02707922916919,2.30634417485629,-4.88502047227873,-0.951573906496252,0.0016277064995074,0.0063705001369952,0.0003479011358182,1.54788026020339e-55,0.0005932922732362,1.52781170921697e-50,0.0003646856502959,2.62116333361237e-56,2.60342345224764e-05,1.16257652468651e-34,1.88978126699728,2.13227009462238e-75,-0.0001757302831546,5.48258886324459e-23
2021-12-31,"TRN",24.1784330798734,0.1587,1029.8,0.269795194323496,1.3437,0.3925,1.3987,0.4922,0.1429,0.6278,0.8339,5.021,0.8069,4.8585,0.5533,0.1552,2.8555,-0.0169,2.1717,0.6455,0.0213,0.1337,0.0277,0.0339,2.5282,0.8571,5.021,0.6278,0.8339,1.1429,"Machinery",-0.0646232097443448,0.371455383988492,0.0819987566975518,0.147611652176437,1.46821124679102,-0.177406681130396,-0.003342987012987,0.0007287860349258,-0.0080057142857142,0.0081514308814167,-0.0042977922077922,0.0005980910136099,-0.0048763636363636,8.20153964493245e-05,34.6388571428571,0.0879011154269554,-0.0383323376623376,0.209808727479648
2021-12-31,"TRT",5.23096775239514,0.9621,27.51,0.685168334849864,2.5341,0.1533,0.2028,0.1193,0.2647,0.0327,0.0461,0.0505,-0.1618,-0.1774,0.0788,0.0595,1.9231,0.0925,1.3738,2.2539,0.024,0.0363,0.0329,0.0302,2.5755,0.7353,0.0963,0.0623,0.0879,2.8291,"Semiconductors",0.987618979460388,0.452356946222429,0.587967701580803,0.46176086291735,6.16140805195254e-05,0.002333205934076,-0.0015994805194805,0.0088971043391372,-0.0027505194805194,0.0050074240440793,-0.0021506493506493,0.0087331028518341,-0.0050066233766233,1.62429263355454e-06,0.249506363636364,0.418465333907882,-0.0062702597402597,0.150568516955384
2021-12-31,"TRTX",7.43442861495479,0.0461,1464.7,5.9092970521542,6.517,0.3512,0.5476,1.7124,0.8756,0.7106,0.7168,2.5315,0.6665,2.3536,0.7446,0.4776,0.6481,0.738,3.9436,6.517,0.0265,0.0952,0.0267,0.0239,0.7354,0.126,2.5315,0.7106,0.7168,1.3902,"Real Estate",-5.76086956521739,2.91537379948047,4.79383820036328,3.19528689590595,0.48171022401971,0.634708557424621,-0.0015866873065015,0.0985612400605905,-0.0043210526315789,0.214363825853233,-0.0016114551083591,0.0968624343863979,-0.0016522187822497,0.0869144979764535,45.8311609907121,0.204573682402041,-0.0127119711042311,0.743245722422636
2021-12-31,"TRUP",68.0847576510522,1.2952,332.2,0.390701832811801,1.7479,-0.1411,-0.1733,-0.121,0.1569,0,0,0,-0.2631,-0.2631,-0.036,-0.0293,16.0865,-0.0309,7.644,1.6929,-0.0656,-0.1061,-0.1061,-0.1046,4.8119,0.8426,0,0,0,2.4418,"Insurance",0.943345678039556,-1.00900768164375,-1.26429296701268,-1.47137139913619,0.499950130131519,-0.0553964065604107,0.0003814285714285,0.710902911048285,0.0012248051948051,0.4766481449441,0.0008435064935064,0.611506201416623,0.0014494805194805,0.375944223897362,193.898388311688,2.4538425802356e-06,-0.0081162337662337,0.0089780522894185
2021-12-31,"TSCO",35.3915363434822,1.6664,2002.7,0.425222781867493,1.5742,0.5106,0.3857,4.5119,0.3376,0.127,0.326,0.4925,0.048,0.0725,0.0667,0.0883,13.1546,0.0863,2.0693,0.4335,0.1305,0.5077,0.334,0.4377,5.7834,0.6624,0.5109,0.1317,0.3381,1.3474,"Retail",3.19283324734118,1.92993082705098,1.65883615376807,2.69179733266298,0.518154529341246,-0.14573436678783,-0.0026207792207792,5.71718411311412e-05,0.0102693506493506,7.68485245711331e-12,0.0045294805194805,2.38558298769122e-08,0.0019202597402597,0.0377291890754645,753.429727272727,1.99439885616177e-07,0.0167014285714285,0.0076642213551923
2021-12-31,"TSN",82.1866040383616,1.3262,17723,0.396363636363636,1.5529,5.259,3.7328,7.2082,0.1983,0.2281,0.3059,0.4672,0.2527,0.386,0.1058,0.149,1.6073,0.1432,0.6054,0.8601,0.0859,0.1851,0.1136,0.1639,35.292,0.8017,0.5275,0.2575,0.3453,1.9536,"Food Products",-1.56934618673715,6.99011987880385,-1.1765924391507,-2.11820750180332,0.54884734508071,0.838785480534628,-0.0014415584415584,0.0161802295117831,-0.0040581818181818,0.00595880028014,-0.0023076623376623,0.0042156231149986,-0.0031245454545454,0.0004659464501023,181.018311688312,0.258293352132691,0.0572394805194805,0.0504386343091403
2021-12-31,"TVTX",25.1491935176234,0.2971,307.4,1.33601933924255,4.6962,-0.7656,-0.8366,-0.623,0.9668,0.2918,0.4286,0.7277,0.115,0.2388,-0.9008,-0.8243,4.7898,-0.9008,8.5263,4.585,-0.2352,-0.8245,-0.4784,-0.4458,0.9288,0.0332,0.7277,0.2918,0.4286,1.6367,"Biotechnology",0.0752931343991356,1.20368177261155,0.767390393992519,0.687278100185137,0.869504810992617,0.0120506618020062,-0.0096663636363636,2.43921687807591e-05,-0.0301692207792207,1.10485937948174e-07,-0.0131590909090909,2.11000283562581e-05,-0.0121275324675324,5.67949425557083e-06,38.8344844155844,0.0006547638173284,-0.0251376623376623,0.136745274163302
2021-12-31,"TWIN",12.0496680813451,0.8307,127.3,0.137888198757764,2.3168,-0.2271,-0.2887,-0.0526,0.2251,0.0881,0.1477,0.183,0.1229,0.1524,-0.0641,-0.0504,1.1708,-0.0523,0.6439,0.7043,-0.0838,-0.1767,-0.1372,0.023,4.503,0.7749,0.2396,0.1153,0.1933,1.9272,"Machinery",0.254245304064605,-0.490921214291447,-0.40614546638643,0.100149498526786,0.0311322647786505,0.102647279706275,-0.0051438961038961,0.0178114837950303,-0.0110797402597402,0.0100729757084435,-0.0080883116883116,0.0195680408917093,-0.0013344155844155,0.764642619675907,-4.62294311688312,0.0227965725679359,-0.0172376623376623,0.425156094885591
2021-12-31,"TXRH",74.8011683802451,1.4124,1058.2,0.557382494602226,0.9359,0.927,0.7597,3.8631,0.6522,0.0789,0.154,0.1912,-0.2034,-0.2227,0.0593,0.0724,5.8983,0.0707,1.8019,0.8254,0.1001,0.2358,0.201,0.2433,12.8126,0.3478,0.0945,0.0398,0.0863,1.7279,"Hotels, Restaurants & Leisure",-0.525946102899493,-1.23480216242857,-1.01556385539781,-1.33959860515832,0.0232392909713196,-0.274858016179888,-0.0031083116883116,0.0044611795963928,-0.0010064935064935,0.59331394062127,-0.001955974025974,0.269773545696166,-0.0047871428571428,0.0383788136895477,126.870376623377,0.0004252365763063,0.0064144155844155,0.66505666869958
2021-12-31,"TXT",65.4207118249709,0.8277,6037,0.714941022280472,2.4623,0.9316,0.8168,6.2081,0.1686,0.2466,0.3838,0.6237,0.1621,0.2634,0.0619,0.0706,2.6004,0.0729,1.2335,1.2598,0.0504,0.1293,0.0774,0.085,13.2009,0.8314,0.6248,0.247,0.3845,1.6539,"Aerospace & Defense",-0.112472540883573,-0.505925577138613,-0.28026783357985,-1.21617033659909,0.753530349581257,-5.24375079953947,-0.0010205194805194,0.192747955059811,-0.0031687012987012,0.1379704693371,-0.0019055844155844,0.127870786859811,-0.0030062337662337,0.0244031430300056,-178.974987012987,0.107515170797867,-0.014418961038961,0.466690173700874
2021-12-31,"UAA",12.2645160921158,1.1599,2088.994,1.15120716382012,2.3006,0.1795,0.2285,1.2479,0.5074,0.1327,0.2408,0.3172,-0.366,-0.482,0.0717,0.0563,4.38,0.0671,1.6099,1.5436,0.0735,0.1874,0.1331,0.1797,3.187,0.4926,0.3172,0.1327,0.2408,1.7197,"Textiles, Apparel & Luxury Goods",0.893661550727526,0.6532937861825,0.9150756260848,1.12353942027797,0.401036385769902,0.056312631836842,0.0033813506125341,2.18655011619152e-30,0.009817300799838,1.19024931624199e-27,0.0062258945023792,6.81689643388759e-30,0.0064385218183659,2.99850792578573e-35,35.0002174749418,5.24553051403983e-12,0.0023329513010023,6.59545195891699e-12
2021-12-31,"UAMY",0.4346774182012,0.2211,32.3688,10.5712666884396,11.6629,2e-04,3e-04,-0.029,0.1518,0,0,0,-0.649,-0.6533,0.0171,0.0118,1.632,0.0171,6.8184,11.1406,-0.0017,-0.0019,-0.0019,-0.0032,0.0204,0.8482,0.0066,0.0061,0.0066,13.2892,"Metals & Mining",0.0050896752302472,0.0063058483487583,0.0065471659843975,0.012532750983459,0.0064244443285057,0.0003973717146433,0.0038990909090909,0.698767371680641,0.00927,0.5815148009889,0.0069436363636363,0.649599635191458,0.0079518181818181,0.605305173405205,3.82793272727273,0.140676721086255,0.0012927272727272,0.187968508718516
2021-12-31,"UDR",45.0193775546166,0.127,3442.874,0.0011940821928634,0.0012,0.3964,0.3757,-2.7818,0.6569,0.4818,0.5863,1.5079,0.6111,1.5719,0.3373,0.3559,5.5436,0.3627,14.7869,0.0012,0.0148,0.0487,0.0178,0.0317,1.1136,0.3431,1.5722,0.5023,0.6112,1.4695,"Real Estate",-3.21739130434783,1.49137294154095,3.19589213357552,4.23810019247776,2.6841057229324,0.716396560828928,-0.0015592207792207,2.58264843035023e-07,-0.003795974025974,1.27563323912289e-06,-0.0018446753246753,2.87286468713748e-07,-0.000330909090909,0.474526219234352,406.704675324675,4.58414990895094e-06,-0.0013844155844155,0.796729985370803
2021-12-31,"UHT",44.3732287499212,0.1592,235.327,0.937744812067672,1.4274,6.646,6.646,1.2896,0.7218,0.5494,0.5828,1.3971,0.5429,1.3014,4.2791,4.2791,3.4837,4.2791,9.7375,1.4274,0.2064,0.6228,0.2198,0.2198,1.5531,0.2782,1.3971,0.5494,0.5828,1.6481,"Real Estate",-44.8695652173913,19.0724243940802,39.4638815146011,29.3859439213442,0.123379619573527,12.0110281111732,0.0003120779220779,0.829609233352063,0.0035954545454545,0.401667386526413,0.0004888311688311,0.748951382706351,0.0004888311688311,0.748951382706351,0.414931168831166,0.959697139466178,0.0596050649350649,0.252301008787544
2021-12-31,"ULTA",397.383226456181,1.531,1986.8,0.557437567861021,1.7448,5.1956,3.936,15.179,0.4057,0.1386,0.2341,0.3739,-0.4097,-0.4097,0.1275,0.1689,9.9897,0.1687,2.4085,0.4768,0.17,0.4503,0.4503,0.5945,35.7673,0.5943,0,0,0,1.6019,"Retail",4.15924637584675,1.71173498408717,2.23644886240049,3.6560966741333,0.376393069462558,-1.48291710944545,-0.0054214285714285,0.0042184960466267,-0.0017407792207792,0.608540743109773,-0.0026342857142857,0.475777433176281,-0.0076036363636363,0.11143851197821,22.9225805194805,0.818113788788862,0.0487107792207792,0.458777571260841
2021-12-31,"UMH",18.2705349614543,0.1548,742.1,3.95238095238095,5.3401,0.1663,0.3336,-0.4166,0.5476,0.3929,0.4022,0.6728,0.3086,0.5162,0.3698,0.1843,1.9022,0.3698,7.5845,3.9524,0.0425,0.0783,0.0436,0.0289,0.9021,0.4524,0.6728,0.3929,0.4022,2.4036,"Real Estate",-9.23913043478261,2.39783370272396,7.82814028224116,3.86375695781096,0.196640254157802,0.300546791286203,0.0013015584415584,0.158099591483605,0.0024416883116883,0.180936005993381,0.0013414285714285,0.154858643590057,0.0003164935064935,0.0016841548328915,34.9152402597403,6.64749512644532e-06,0.003348961038961,0.0002422071927146
2021-12-31,"UPWK",19.6569355687787,0.6085,259.6,0.801369863013699,3.9799,-0.1694,-0.1756,0.0364,0.729,0.5192,0.6838,2.163,0.4558,1.4416,-0.1651,-0.1592,16.8739,-0.1644,8.7121,3.9062,-0.068,-0.1975,-0.0988,-0.0953,1.0637,0.271,2.163,0.5192,0.6838,1.316,"Professional Services",2.18884120171674,-10.8617241625598,539.546099290789,-2.99367656657963,0.862793392521143,0.0584654602543707,-0.0006576923076923,0.473363542005736,-0.0048783216783216,0.0995730508658178,-0.0013034965034965,0.371708719521285,-0.0031080419580419,0.0814138611357054,493.204545454545,0.0015291006088035,-0.0067751748251748,0.0923535631306689
2021-12-31,"USAU",5.12919356361512,4.163,23.39,4.25,4.6905,-0.6051,-0.6051,-1.6324,0.188,0,0,0,-0.3054,-0.3054,-0.0677,-0.0614,3.0103,-0.0677,0.2133,4.25,-0.4922,-0.5148,-0.5148,-0.5148,36,0.812,0,0,0,12.8731,"Metals & Mining",1.47361067548687,1.70855301575832,1.77393739408836,2.01620631446397,0.0128315892056257,-1.20224812265332,0.0191184415584415,0.112230215937746,0.0509114285714285,0.0085028591537869,0.033180909090909,0.0474576250653886,0.0048885714285714,0.36160685058904,2.36061246753247,0.0001234517639676,0.12215038961039,0.0004628214769914
2021-12-31,"USIO",2.64709677619319,0.6496,18.7,0.0648888888888888,1.0782,0,0.002,1.118,0.2616,7e-04,0.0053,0.0053,-0.383,-0.385,0.0023,0,5.8228,0,1.7579,1.0711,-0.0034,-0.0186,-0.0184,-0.0086,0.8646,0.7378,0.0053,7e-04,0.0053,1.1626,"Financial Services",0.0750250376941109,-0.12859113205134,0.473823809646435,0.146395985614808,0.0001835355883906,0,0.0001667532467532,0.863940295906985,0.0002861038961038,0.966858206292519,0.0006651948051948,0.922033871575932,0.0013203896103896,0.844569719278295,5.58863376623377,0.0001389064265518,0.0032781818181818,0.0204080603103654
2021-12-31,"UTI",8.81354834187415,0.7425,202.6,0.80762987012987,1.1956,0.4048,0.4405,0.7532,0.7802,0.0555,0.127,0.1461,-0.296,-0.3406,0.1408,0.1294,1.267,0.1284,0.705,1.1339,0.0577,0.152,0.1352,0.1328,3.128,0.2198,0.1505,0.0572,0.1308,1.6123,"Diversified Consumer Services",-0.298698417393877,-0.401999761120685,-0.369525925534072,-0.386314584389017,0.105235168634211,-0.163009184849026,0.0074903896103896,0.0004106542823124,0.0166467532467532,0.0004297024889594,0.0131974025974025,0.0003589149323064,0.0075748051948051,0.0205751253043851,6.47902545454545,5.63179494054219e-06,0.0187428571428571,0.0317279914834992
2021-12-31,"UTSI",2.97919356053875,0.1389,68.4,1.51977401129943,2.7627,-0.6889,-0.6778,2.1667,-0.4583,2e-04,5e-04,7e-04,-0.7865,-0.7865,-0.8472,-0.8611,0.4602,-0.6944,1.9798,2.5847,-0.0507,-0.0806,-0.0806,-0.0736,0.8,1.4583,0,0,0,2.7143,"Communications",0.164688614722,0.255671792702833,0.358923452300328,0.398174133558749,-0.0010721680907829,0.087097202422106,0.0003153246753246,0.893551223701002,0.0039532467532467,0.367014102973386,0.0039841558441558,0.362687683873103,0.0013601298701298,0.722066460903313,1.73132571428571,0.31034054380724,-0.0194762337662337,0.358727225688373
2021-12-31,"V",202.4920838879,0.311,36194,0.792761740629039,1.3952,2.2121,1.8337,7.2863,0.8137,0.2157,0.3094,0.4883,0.1086,0.1713,0.5608,0.6766,12.611,0.6937,17.9158,1.3364,0.1604,0.3522,0.2255,0.2871,3.2696,0.1863,0.578,0.2553,0.3663,1.7914,"Financial Services",-3.53941648415747,2.43493530690763,-5.80691679756908,-4.88724272907109,0.835034042879272,0.0407170856776861,0.0027366233766233,0.0026040257034843,0.0070751948051948,0.0001858232167125,0.0042210389610389,0.0015378255278326,0.0025648051948051,0.0183188874882036,15227.2441558442,3.02443980185945e-12,0.0297415584415584,0.0004012449354651
2021-12-31,"VAC",130.516444175474,0.4015,2976,0.35221421215242,1.3656,2.8261,1.3261,7.0476,0.5118,0.4581,0.5901,1.4798,0.5554,1.3928,0.0555,0.1182,2.4009,0.0636,1.8368,0.6251,0.0051,0.0168,0.0065,0.0449,23.913,0.4882,1.5077,0.4668,0.6012,1.4484,"Hotels, Restaurants & Leisure",-0.026796454793081,-0.0879757265852418,-0.0328416172143571,-0.247217334038671,0.0436851804666254,-0.837946320955751,-0.005225974025974,7.73891921985167e-07,-0.0144215584415584,1.24237327914756e-06,-0.007170909090909,5.60556587140605e-07,-0.0078133766233766,7.07402205024454e-07,407.081363636364,1.08330166928282e-08,-0.065582987012987,0.24234460364589
2021-12-31,"VERU",11.6064516267469,0.3417,148.005,8.32824044186213,10.4517,-0.062,-0.0797,-0.3193,0.8378,0.0559,0.0597,0.065,-0.6381,-0.6951,-0.4514,-0.351,3.1849,-0.4432,7.7558,9.0866,-0.0911,-0.1062,-0.098,-0.0676,0.1766,0.1622,0.0893,0.0768,0.082,7.126,"Consumer products",0.0989428716240677,-0.348045521208,2.40823222239287,-2.72223900130877,0.036935352212072,-0.10962376678229,0.0065433766233766,0.244933209193713,0.0062301298701298,0.471882562084068,0.0070864935064935,0.279361989352858,0.012098961038961,0.034111573432386,27.6508063636364,4.06556668482325e-06,0.0042966233766233,0.131879307740478
2021-12-31,"VFC",45.0350827247866,0.7971,3598.481,0.401888685174324,1.4685,1.4174,1.1777,1.9074,0.5374,0.3372,0.5039,1.3013,0.4664,1.2043,0.1451,0.1746,7.5047,0.1662,2.467,1.0357,0.0892,0.375,0.135,0.1428,8.117,0.4626,1.5823,0.41,0.6128,1.3497,"Textiles, Apparel & Luxury Goods",1.08455252142715,1.30728479092016,0.928138313459414,0.892829322291009,1.54347203413745,0.444665873902729,-0.0033541558441558,0.0200281552602926,-0.0022723376623376,0.574826392465823,-0.00376,0.0759354785543083,-0.0051962337662337,0.0051368603107065,455.480377922078,0.0176084148520295,-0.010410909090909,0.69059635270328
2021-12-31,"VHI",38.0390633613833,0.7946,829.5,1.50679611650485,3.6099,3.9789,1.8246,13.8807,0.2834,0.2163,0.4384,0.7835,-0.0306,-0.0547,0.0761,0.166,0.9801,0.1658,0.354,2.6203,0.044,0.1691,0.0867,0.183,23.9719,0.7166,0.7872,0.2173,0.4405,1.3813,"Chemicals",-0.216965552531807,2.20781451856738,2.61600762267747,2.87206721623335,0.0006834255473971,0.0864509710701632,-0.0011164935064935,0.426951085963892,-0.0154661038961039,0.0994483527761542,-0.0022698701298701,0.402982010302198,-0.003980909090909,0.0858712042986155,-83.9411038961039,2.80177141856905e-05,-0.0414746753246753,0.259045743147619
2021-12-31,"VIRC",3.10546595819535,1.1992,59.1,0.0507462686567164,2.0627,0.1553,0.0807,-0.4075,0.3543,0.0905,0.1731,0.2115,0.1579,0.1929,0.0227,0.0436,0.9018,0.0279,0.3252,0.8,-0.0322,-0.0796,-0.0622,-0.0212,3.559,0.6457,0.2217,0.0949,0.1814,1.7481,"Commercial Services & Supplies",-0.0018688120990687,0.0817352517158241,0.148484834016873,0.0698291820104216,0.0132548344004525,-0.186841472052489,-0.0087432467532467,0.0012313585460152,-0.0212363636363636,0.001029590341095,-0.0156362337662337,0.0008540293468992,-0.0039566233766233,2.21229880715198e-05,-1.85522935064935,0.0233322464300782,-0.0013053246753246,0.93103479021682
2021-12-31,"VMC",161.584505388814,0.4417,6545,0.305472507474327,2.2054,1.5827,1.0328,4.2246,0.219,0.2832,0.3683,0.592,0.3556,0.5716,0.0859,0.1316,4.2088,0.105,4.9615,1.5278,0.0534,0.1056,0.0689,0.1038,12.0268,0.781,0.6075,0.2906,0.3779,1.917,"Construction",1.56874265569918,1.01819934916235,1.29669709231204,1.19743900328777,3.48634373056859,2.14500900296227,0.0001048051948051,0.694513586118625,0.0002023376623376,0.705820217673226,0.0001880519480519,0.533963945584398,0.0009023376623376,0.0015150962901699,423.323968831169,0.0003069354411431,0.0453072727272727,0.0158596607115356
2021-12-31,"VRDN",13.439193617913,0.0178,187.7,3.11029411764706,14.7206,-1.3093,-1.3035,-2.2979,0.4123,0.125,0.1376,0.1952,-0.2254,-0.2254,-137.8571,-138.4762,2.288,-137.8571,145.0848,14.5221,-0.477,-0.5319,-0.5319,-0.534,0.0095,0.5877,0,0,0,12.7312,"Biotechnology",0.152699086345186,0.776517082901251,0.853208508705311,0.823253713546127,0.168269395803435,0.0206085834605104,-0.0262206493506493,0.0704781365167449,-0.0292928571428571,0.147469982688906,-0.028247922077922,0.0952537405966602,-0.0285802597402597,0.0879414524813515,-1.54874753246753,0.679196741514818,1.91686805194805,0.091830657216163
2021-12-31,"VRRM",15.1901613050892,0.3455,260,0.578196347031964,1.9869,0.2284,0.1189,1.0775,0.9059,0.6569,0.8025,4.6415,0.7597,4.3942,0.1124,0.2159,9.2618,0.1647,4.3727,1.7797,0.026,0.1471,0.0313,0.0805,1.0579,0.0941,4.7838,0.677,0.8271,1.1649,"Professional Services",-0.836909871244635,8.08992214841797,-170.929078014187,2.5287614229765,0.644309533518095,-0.0788282828931421,0.004065931372549,0.0049278947774857,0.0081142156862745,0.0218523399519153,0.004401225490196,0.005311995444329,0.0047428921568627,0.0057071731237867,150.401470588235,5.31069080583033e-05,0.0084867647058823,0.38475534140577
2021-12-31,"VRSN",183.430484156455,0.7251,440,0.207635009310987,1.1816,1.9991,2.9712,6.7946,0.8548,0.9002,4.6279,2.8705,3.9897,2.0909,0.97,0.6527,16.1206,0.5977,21.1314,1.1359,0.4287,-0.1442,-0.0876,-0.0768,3.063,0.1452,3.1886,0.9002,4.6279,0.6116,"Technology",-0.219351897500399,0.212814180756024,0.154792097764103,0.145115038346115,0.514833456071275,-3.33130926597906,0.0143496103896103,3.55919221591088e-07,0.0501301298701298,0.046089192020421,0.0508012987012987,0.0425931655951895,0.0434077922077922,0.0665268304798644,936.37912987013,7.3330118570049e-09,0.0291098701298701,2.91216510991808e-07
2021-12-31,"VRT",11.2904425590269,0.8809,1417.7,0.236737114513694,1.4549,0.058,0.059,0.3361,0.2649,0.4252,0.6721,2.0812,0.577,1.7868,0.0156,0.0153,6.6168,0.0153,1.8768,1.1227,0.0211,0.1301,0.0366,0.0508,3.7856,0.7351,2.0966,0.4283,0.6771,1.2567,"Electrical Equipment",-0.0726320942827564,-0.62957061586762,-0.295694439883083,-0.413656133939743,2.981632103605,0.228093112410995,0.0189916083916083,0.0248971753907494,0.006313986013986,0.872783920482484,0.019563986013986,0.060762671396128,0.0159167832167832,0.0820680293943757,1138.30451048951,4.08122734753342e-07,0.0513300699300699,0.0351401383825566
2021-12-31,"VTRS",9.7605869385504,0.314,20493,0.0709227033589639,1.1031,-0.0689,-0.2181,2.0723,0.4106,0.3595,0.4526,0.9621,0.5135,1.0915,-0.0608,-0.0192,0.7985,-0.047,0.9148,0.6746,-0.0223,-0.0602,-0.0283,-9e-04,3.5899,0.5894,1.1258,0.4207,0.5296,1.5966,"Pharmaceuticals",0.0497345476092129,0.199005349853648,0.107112742185853,0.0035497906821739,1.19788509642332,0.129872033845058,-0.0027053246753246,1.02714320645282e-06,-0.007462987012987,5.26470758995825e-07,-0.0034455844155844,9.61866880443576e-07,-0.0025432467532467,0.0004601884738827,68.5708311688311,0.82135996125686,-0.0401997402597402,0.0051735484337366
2021-12-31,"VTSI",5.09426130017927,0.5695,31.23,2.60714285714286,4.4325,-0.0182,9e-04,-0.358,0.3275,0.167,0.2083,0.2651,-0.2815,-0.3583,0.0012,-0.0231,2.4223,-0.0243,3.0966,3.6455,0.0592,0.0974,0.0819,0.0893,0.7847,0.6736,0.2728,0.1718,0.2143,2.7019,"Aerospace & Defense",-0.132110603577531,-0.381107124619496,-0.29656247506705,-1.27769424774469,0.0028095097914795,0.102443392605859,-0.0038605194805194,0.287043435851262,-0.004211948051948,0.45285270383696,-0.0051761038961038,0.345904954193535,9.48051948051887e-06,0.998504815594735,1.42938441558442,0.0374375157985455,0.0026164935064935,0.631999634502564
2021-12-31,"VVPR",14.9443548110224,0.2996,42.2,0.215686274509804,1.1176,-4.1574,-5.0914,-7.4,0.3954,0.2981,0.3433,0.4668,0.2283,0.1967,-2.7338,-2.1369,3.7251,-3.0989,5.1497,1.0261,-0.2322,-0.221,-0.1186,-0.1314,1.3216,0.6046,0.609,0.351,0.3638,1.8747,"Utilities",-14.7816724300534,-9.72378391591298,-3.82116505240548,-2.47509418166597,0.0027962387062675,-2.5107842757148,-0.0218,0.3363486257938,0.06091,0.0625062832148779,0.0389,0.0494026694180478,0.01908,0.416042956757122,20.09424,0.343550426244268,-1.32786,0.149574230345977
