date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2024-12-31,CC,USD,0001627223,2025-02-18,2025-02-18 06:14:44,2024,FY,713000000.0,0,713000000.0,770000000.0,1472000000.0,71000000.0,3026000000.0,3441000000.0,46000000,3000000.0,49000000.0,152000000.0,291000000.0,556000000.0,4489000000.0,0.0,7515000000.0,1142000000.0,54000000,44000000,0.0,563000000.0,1803000000.0,4248000000,0,35000000,824000000,5107000000.0,0.0,194000000,6910000000.0,0.0,2000000.0,1718000000.0,-367000000.0,-749000000.0,604000000.0,605000000.0,7515000000.0,1000000.0,7515000000.0,152000000.0,4355000000,3642000000.0,https://www.sec.gov/Archives/edgar/data/1627223/000095017025021787/0000950170-25-021787-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000095017025021787/cc-20241231.htm
2023-12-31,CC,USD,0001627223,2024-03-27,2024-03-27 16:08:25,2023,FY,1203000000.0,0,1203000000.0,610000000.0,1352000000.0,670000000.0,3835000000.0,3476000000.0,102000000,3000000.0,105000000.0,158000000.0,303000000.0,374000000.0,4416000000.0,0.0,8251000000.0,1134000000.0,106000000,28000000,0.0,1218000000.0,2486000000.0,4193000000,0,44000000,789000000,5026000000.0,0.0,307000000,7512000000.0,0.0,2000000.0,1782000000.0,-274000000.0,-773000000.0,737000000.0,739000000.0,8251000000.0,2000000.0,8251000000.0,158000000.0,4299000000,3096000000.0,https://www.sec.gov/Archives/edgar/data/1627223/000095017024037171/0000950170-24-037171-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000095017024037171/cc-20231231.htm
2022-12-31,CC,USD,0001627223,2023-02-10,2023-02-10 16:06:58,2022,FY,1102000000.0,0,1102000000.0,626000000.0,1404000000.0,82000000.0,3214000000.0,3411000000.0,102000000,13000000.0,115000000.0,175000000.0,152000000.0,573000000.0,4426000000.0,0.0,7640000000.0,1233000000.0,141000000,42000000,61000000.0,475000000.0,1891000000.0,3788000000,0,61000000,793000000,4642000000.0,0.0,247000000,6533000000.0,0.0,2000000.0,2170000000.0,-343000000.0,-722000000.0,1107000000.0,1107000000.0,7640000000.0,0.0,7640000000.0,175000000.0,3813000000,2711000000.0,https://www.sec.gov/Archives/edgar/data/1627223/000095017023002467/0000950170-23-002467-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000095017023002467/cc-20221231.htm
2021-12-31,CC,USD,0001627223,2022-02-11,2022-02-11 16:20:04,2021,FY,1451000000.0,0,1451000000.0,720000000.0,1099000000.0,150000000.0,3345000000.0,3381000000.0,102000000,6000000.0,108000000.0,169000000.0,171000000.0,376000000.0,4205000000.0,0.0,7550000000.0,1162000000.0,84000000,64000000,3000000.0,545000000.0,1858000000.0,3903000000,2000000,49000000,656000000,4610000000.0,0.0,238000000,6468000000.0,0.0,2000000.0,1746000000.0,-364000000.0,-303000000.0,1081000000.0,1082000000.0,7550000000.0,1000000.0,7550000000.0,169000000.0,3928000000,2477000000.0,https://www.sec.gov/Archives/edgar/data/1627223/000156459022004791/0001564590-22-004791-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000156459022004791/cc-10k_20211231.htm
2020-12-31,CC,USD,0001627223,2021-02-12,2021-02-12 16:33:01,2020,FY,1105000000.0,0,1105000000.0,511000000.0,939000000.0,156000000.0,2633000000.0,3710000000.0,153000000,14000000.0,167000000.0,167000000.0,95000000.0,310000000.0,4449000000.0,0.0,7082000000.0,820000000.0,78000000,88000000,7000000.0,449000000.0,1442000000.0,4199000000,5000000,36000000,585000000,4825000000.0,0.0,251000000,6267000000.0,0.0,2000000.0,1303000000.0,-310000000.0,-182000000.0,813000000.0,815000000.0,7082000000.0,2000000.0,7082000000.0,167000000.0,4277000000,3172000000.0,https://www.sec.gov/Archives/edgar/data/1627223/000156459021005805/0001564590-21-005805-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000156459021005805/cc-10k_20201231.htm
2024-12-31,EFX,USD,0000033185,2025-02-20,2025-02-20 16:25:43,2024,FY,169900000.0,0,169900000.0,957600000.0,0.0,233100000.0,1360600000.0,3332100000.0,6547800000,94700000.0,6642500000.0,0.0,0.0,424200000.0,10398800000.0,0.0,11759400000.0,138200000.0,687700000,0,115500000.0,870100000.0,1811500000.0,4322800000,0,351600000,353900000,5028300000.0,0.0,0,6839800000.0,0.0,236600000.0,6018600000.0,-722700000.0,-735600000.0,4796900000.0,4902100000.0,11759400000.0,105200000.0,11759400000.0,0.0,5010500000,4840600000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318525000025/0000033185-25-000025-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318525000025/efx-20241231.htm
2023-12-31,EFX,USD,0000033185,2024-02-22,2024-02-22 16:20:17,2023,FY,216800000.0,0,216800000.0,908200000.0,0.0,231300000.0,1356300000.0,1834000000.0,6829900000,1953600000.0,8783500000.0,0.0,0.0,306200000.0,10923700000.0,0.0,12280000000.0,197600000.0,963400000,0,109500000.0,748500000.0,2019000000.0,4747800000,0,474900000,350800000,5573500000.0,0.0,0,7592500000.0,0.0,236600000.0,5608600000.0,-431200000.0,-879900000.0,4534100000.0,4687500000.0,12280000000.0,153400000.0,12280000000.0,1383900000.0,5711200000,5494400000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318524000017/0000033185-24-000017-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318524000017/efx-20231231.htm
2022-12-31,EFX,USD,0000033185,2023-02-23,2023-02-23 16:36:35,2022,FY,285200000.0,0,285200000.0,857700000.0,134300000.0,227600000.0,1370500000.0,1587000000.0,6383900000,1913300000.0,8297200000.0,74500000.0,460300000.0,-241600000.0,10177400000.0,0.0,11547900000.0,250800000.0,967200000,0,132900000.0,664300000.0,2015200000.0,4820100000,460300000,460300000,279000000,5559400000.0,0.0,0,7574600000.0,0.0,236600000.0,5256000000.0,-473700000.0,-1062400000.0,3956500000.0,3973300000.0,11547900000.0,16800000.0,11547900000.0,74500000.0,5787300000,5502100000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318523000012/0000033185-23-000012-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318523000012/efx-20221231.htm
2021-12-31,EFX,USD,0000033185,2022-02-24,2022-02-24 16:55:14,2021,FY,224700000.0,0,224700000.0,727600000.0,108400000.0,168600000.0,1120900000.0,1315900000.0,6258100000,1992900000.0,8251000000.0,-358200000.0,358200000.0,353100000.0,9920000000.0,0.0,11040900000.0,211600000.0,824800000,0,121300000.0,1133600000.0,2291300000.0,4470100000,130100000,358200000,320100000,5148400000.0,0.0,0,7439700000.0,0.0,236600000.0,4751600000.0,-295400000.0,-1108400000.0,3584400000.0,3601200000.0,11040900000.0,16800000.0,11040900000.0,-358200000.0,5294900000,5070200000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318522000014/0000033185-22-000014-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318522000014/efx-20211231.htm
2020-12-31,EFX,USD,0000033185,2021-02-25,2021-02-25 16:41:22,2020,FY,1684600000.0,0,1684600000.0,630600000.0,104100000.0,163100000.0,2478300000.0,1139400000.0,4495800000,1092700000.0,5588500000.0,-332300000.0,332300000.0,405600000.0,7133500000.0,0.0,9611800000.0,159100000.0,1101100000,0,108300000.0,1114600000.0,2483100000.0,3277300000,130700000,332300000,308800000,3918400000.0,0.0,0,6401500000.0,0.0,236600000.0,4185400000.0,-171400000.0,-1082200000.0,3168400000.0,3210300000.0,9611800000.0,41900000.0,9611800000.0,-332300000.0,4378400000,2693800000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318521000025/0000033185-21-000025-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318521000025/efx-20201231.htm
2024-01-31,PPIH,USD,0000914122,2024-05-30,2024-05-30 14:17:36,2023,FY,5845000.0,0,5845000.0,66340000.0,15541000.0,11092000.0,98818000.0,44087000.0,2222000,0.0,2222000.0,0.0,7919000.0,2665000.0,56893000.0,0.0,155711000.0,25323000.0,10616999,2380000,3357000.0,16065001.0,57742000.0,22287000,0,1217000,2487000,25991000.0,0.0,19084999,83733000.0,0.0,80000.0,12088000.0,-5551000.0,59095000.0,65712000.0,71978000.0,155711000.0,6266000.0,155711000.0,1700000.0,32791000,26946000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774924018710/0001437749-24-018710-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774924018710/ppih20240131_10ka.htm
2023-01-31,PPIH,USD,0000914122,2023-04-27,2023-04-27 16:17:01,2022,FY,5773000.0,0,5773000.0,56770000.0,14738000.0,8377000.0,85658000.0,31045000.0,2227000,0.0,2227000.0,2900000.0,696000.0,440000.0,37308000.0,0.0,122966000.0,14754000.0,11362000,2324000,3694000.0,11656000.0,43790000.0,17856000,0,909000,2627000,21392000.0,0.0,14379000,65182000.0,0.0,80000.0,1617000.0,-6449000.0,62536000.0,57784000.0,57784000.0,122966000.0,0.0,122966000.0,2900000.0,29382000,23609000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774923011368/0001437749-23-011368-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774923011368/ppih20230131_10k.htm
2022-01-31,PPIH,USD,0000914122,2022-04-19,2022-04-19 16:17:16,2021,FY,8214000.0,0,8214000.0,49414000.0,13760000.0,7001000.0,78389000.0,35969000.0,2342000,0.0,2342000.0,4300000.0,811000.0,1590000.0,45012000.0,0.0,123401000.0,13618000.0,8880000,2020000,4349000.0,13879000.0,38397000.0,25656000,0,712000,4179000,30547000.0,0.0,22093000,68944000.0,0.0,82000.0,-2295000.0,-3104000.0,59774000.0,54457000.0,54457000.0,123401000.0,0.0,123401000.0,4300000.0,34536000,26322000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774922009216/0001437749-22-009216-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774922009216/ppih20220131_10k.htm
2021-01-31,PPIH,USD,0000914122,2021-04-15,2021-04-15 16:26:12,2020,FY,7174000.0,0,7174000.0,29480000.0,12157000.0,5064000.0,53875000.0,40281000.0,2332000,0.0,2332000.0,2700000.0,823000.0,2680000.0,48816000.0,0.0,102691000.0,10365000.0,8169000,1155000,2850000.0,8563000.0,28252000.0,19442000,4120000,914000,4770000,25126000.0,0.0,14576000,53378000.0,0.0,82000.0,-8357000.0,-3287000.0,60875000.0,49313000.0,49313000.0,102691000.0,0.0,102691000.0,2700000.0,27611000,20437000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774921009033/0001437749-21-009033-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774921009033/ppih20210131_10k.htm
2020-01-31,PPIH,USD,0000914122,2020-04-21,2020-04-21 09:11:55,2019,FY,13371000.0,0,13371000.0,31568000.0,14498000.0,4818000.0,64255000.0,40104000.0,2254000,0.0,2254000.0,2100000.0,293000.0,3219000.0,47970000.0,0.0,112225000.0,9577000.0,11075000,664000,3375000.0,11523000.0,32839000.0,17931000,4199000,1052000,4774000,23757000.0,0.0,12254000,56596000.0,0.0,80000.0,-715000.0,-3760000.0,60024000.0,55629000.0,55629000.0,112225000.0,0.0,112225000.0,2100000.0,29006000,15635000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774920008088/0001437749-20-008088-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774920008088/ppih20191226_10k.htm
2024-07-31,MHN,USD,0001038186,2024-07-31,2024-07-30 20:00:00,2024,FY,0.0,4635138,4635138.0,6124756.0,-4635138.0,772001.0,6896757.0,0.0,0,0.0,0.0,606596963.0,0.0,4635138.0,611232101.0,0.0,618128858.0,4305875.0,1600946,0,661832.0,1538848.0,8769333.0,243343383,0,0,0,243343383.0,0.0,-661832,252112716.0,0.0,419590001.0,-53573859.0,2.8421709430404007e-08,0.0,366016142.0,366016142.0,618128858.0,0.0,618128858.0,611232101.0,245606161,244904161.0,,
2023-07-31,MHN,USD,0001038186,2023-07-31,2023-07-30 20:00:00,2023,FY,-14537162.0,14537162,14537162.0,6311131.0,0.0,374090.0,6685221.0,0.0,0,0.0,0.0,604164724.0,0.0,14537162.0,618701886.0,0.0,625387107.0,2906468.0,50346,0,-50346.0,-2956814.0,11925135.0,250611642,0,0,-250611642,243327736.0,0.0,0,255252871.0,0.0,424314725.0,-54180489.0,-2.1316282072803006e-08,0.0,370134236.0,370134236.0,625387107.0,0.0,625387107.0,618701886.0,250661988,265199150.0,,
2022-07-31,MHN,USD,0001038186,2022-07-31,2022-07-30 20:00:00,2022,FY,-620554.0,620554,620554.0,6750397.0,0.0,1516746.0,8267143.0,0.0,0,0.0,0.0,603141627.0,0.0,63630601.0,666772228.0,0.0,675039371.0,920000.0,36526761,0,0.0,2545551.0,39992312.0,243309872,0,0,0,243309872.0,0.0,0,283302184.0,0.0,432587216.0,-40850029.0,-7.105427357601002e-09,0.0,391737187.0,391737187.0,675039371.0,0.0,675039371.0,620554.0,279836633,280457187.0,,
2021-08-31,MHN,USD,0001038186,2021-08-31,2021-08-31 00:00:00,2021,FY,-4480163.0,4480163,4480163.0,7984091.0,0.0,561767.0,7984091.0,0.0,0,0.0,0.0,773663471.0,0.0,-773663471.0,773663471.0,520137.0,782167699.0,8218321.0,0,0,-48157456.0,-8218321.0,8218321.0,299670357,0,0,-299670357,243294580.0,-243294580.0,0,8218321.0,0.0,432601346.0,40787467.0,4.973799150320701e-08,-5.960464477539063e-08,473388813.0,473388813.0,782167699.0,0.0,782167699.0,773663471.0,299670357,304150520.0,,
2020-08-31,MHN,USD,0001038186,2020-08-31,2020-08-31 00:00:00,2020,FY,0.0,0,0.0,8482875.0,0.0,57035.0,8482875.0,0.0,0,0.0,0.0,766378439.0,0.0,-766378439.0,766378439.0,57035.0,774918349.0,2632997.0,0,0,-61102763.0,-2632997.0,2632997.0,351388,0,0,-351388,351388.0,307429495.0,0,310413880.0,0.0,432616787.0,31887682.0,-1.7763568394002505e-08,0.0,464504469.0,464504469.0,774918349.0,0.0,774918349.0,766378439.0,351388,351388.0,,
2024-12-31,IMCR,USD,0001671927,2025-02-26,2025-02-26 07:00:54,2024,FY,455731000.0,364645000,820376000.0,63009000.0,5446000.0,41033000.0,929864000.0,47735000.0,0,0.0,0.0,0.0,14790000.0,17117000.0,79642000.0,0.0,1009506000.0,25100000.0,3094000,0,5434000.0,178553000.0,212181000.0,40162000,0,0,396447000,436609000.0,0.0,1547000,648790000.0,0.0,135000.0,-795761000.0,-33763000.0,1190105000.0,360716000.0,360716000.0,1009506000.0,0.0,1009506000.0,364645000.0,41709000,-414022000.0,https://www.sec.gov/Archives/edgar/data/1671927/000167192725000006/0001671927-25-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000167192725000006/imcr-20241231.htm
2023-12-31,IMCR,USD,0001671927,2024-02-28,2024-02-28 07:33:51,2023,FY,442626000.0,0,442626000.0,61435000.0,4501000.0,20258000.0,528820000.0,42735000.0,0,0.0,0.0,0.0,10973000.0,14473000.0,68181000.0,0.0,597001000.0,17798000.0,1388000,1807000,0.0,118028000.0,139021000.0,82644000,5515000,0,978000,89137000.0,0.0,36021000,228158000.0,0.0,105113.0,-744674000.0,-36261000.0,1149672887.0,368843000.0,368843000.0,597001000.0,0.0,597001000.0,0.0,84032000,-358594000.0,https://www.sec.gov/Archives/edgar/data/1671927/000114036124009921/0001140361-24-009921-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000114036124009921/ef20015345_10k.htm
2022-12-31,IMCR,GBP,0001671927,2023-03-01,2023-03-01 09:13:51,2022,FY,332539000.0,0,332539000.0,27781356.0,943000.0,13730000.0,391881000.0,31645000.0,409590,410.0,410000.0,137000.0,4240000.0,7205000.0,43637000.0,0.0,435518000.0,14450000.0,-15863000,927000,6408000.0,58075000.0,83090000.0,31760000,4331000,0,36670000,73672000.0,0.0,33642000,156762000.0,0.0,97000.0,-261253000.0,334750000.0,1022687000.0,278756000.0,278756000.0,435518000.0,0.0,435518000.0,137000.0,69303000,-263236000.0,https://www.sec.gov/Archives/edgar/data/1671927/000114036123009313/0001140361-23-009313-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000114036123009313/brhc10048769_20f.htm
2021-12-31,IMCR,GBP,0001671927,2022-03-03,2022-03-03 07:09:56,2021,FY,237886000.0,0,237886000.0,24840000.0,-18793000.0,26484000.0,262726000.0,31537000.0,0,0.0,31537000.0,4935000.0,2575000.0,-31537000.0,39047000.0,0.0,301773000.0,10120927.0,10287096,532000,24450000.0,45774067.0,61180000.0,84461629,6408000,0,8725403,69046000.0,0.0,35913838,130226000.0,0.0,88000.0,-481392000.0,386256000.0,494886598.0,171547000.0,171547000.0,301773000.0,0.0,301773000.0,4935000.0,63836000,-174050000.0,https://www.sec.gov/Archives/edgar/data/1671927/000114036122007578/0001140361-22-007578-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000114036122007578/brhc10034614_20f.htm
2020-12-31,IMCR,GBP,0001671927,2021-03-25,2021-03-25 07:01:19,2020,FY,129716000.0,0,129716000.0,2051000.0,-21164000.0,27671000.0,152931000.0,36847000.0,0,0.0,0.0,973000.0,2230000.0,4213000.0,44263000.0,0.0,197194000.0,7881216.0,12623337,620000,27118000.0,36549174.0,54998000.0,84282540,24868000,-24868000,34078799,86850000.0,0.0,37113809,141848000.0,0.0,1000.0,-349869000.0,163000.0,20080904.0,55346000.0,55346000.0,197194000.0,0.0,197194000.0,973000.0,63887000,-65829000.0,https://www.sec.gov/Archives/edgar/data/1671927/000114036121009904/0001140361-21-009904-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000114036121009904/brhc10022122_20f.htm
2024-12-31,CORZ,USD,0001839341,2025-02-27,2025-02-26 19:42:47,2024,FY,836197000.0,0,836197000.0,1025000.0,0.0,66740000.0,903962000.0,670814000.0,0,0.0,0.0,0.0,0.0,24039000.0,694853000.0,0.0,1598815000.0,19265000.0,27933000,0,18134000.0,69230000.0,134562000.0,1171836000,0,0,1112597000,2284433000.0,0.0,0,2418995000.0,0.0,3000.0,-3735218000.0,0.0,2915035000.0,-820180000.0,-820180000.0,1598815000.0,0.0,1598815000.0,0.0,1199769000,363572000.0,https://www.sec.gov/Archives/edgar/data/1839341/000162828025008302/0001628280-25-008302-index.htm,https://www.sec.gov/Archives/edgar/data/1839341/000162828025008302/core-20241231.htm
2023-12-31,CORZ,USD,0001839341,2024-03-13,2024-03-12 17:48:18,2023,FY,50409000.0,0,50409000.0,7159000.0,0.0,39448000.0,97016000.0,593275000.0,0,2247000.0,2247000.0,0.0,0.0,19618000.0,615140000.0,0.0,712156000.0,154751000.0,144206000,3694000,9830000.0,175942000.0,488423000.0,721339000,0,0,99335000,820674000.0,0.0,57105000,1309097000.0,0.0,36000.0,-2420237000.0,0.0,1823260000.0,-596941000.0,-596941000.0,712156000.0,0.0,712156000.0,2284000.0,865545000,815136000.0,https://www.sec.gov/Archives/edgar/data/1839341/000162828024010682/0001628280-24-010682-index.htm,https://www.sec.gov/Archives/edgar/data/1839341/000162828024010682/core-20231231.htm
2022-12-31,CORZ,USD,0001839341,2023-04-04,2023-04-03 21:36:30,2022,FY,52240000.0,0,52240000.0,257000.0,0.0,68961000.0,85102000.0,711564000.0,0,1704000.0,1704000.0,0.0,0.0,9316000.0,722584000.0,0.0,807686000.0,53641000.0,37011000,4720000,78185000.0,13232000.0,186789000.0,720000,0,0,1029522999,1030242999.0,1.0,1489000,1217032000.0,0.0,36000.0,-2173750000.0,0.0,1764368000.0,-409346000.0,-409346000.0,807686000.0,0.0,807686000.0,0.0,37731000,-14509000.0,https://www.sec.gov/Archives/edgar/data/1839341/000162828023010454/0001628280-23-010454-index.htm,https://www.sec.gov/Archives/edgar/data/1839341/000162828023010454/core-20221231.htm
2021-12-31,CORZ,USD,0001839341,2022-03-30,2022-03-30 09:12:19,2021,FY,131678000.0,0,131678000.0,1682000.0,0.0,637007000.0,756560000.0,597304000.0,1055760000,8195000.0,1063955000.0,0.0,0.0,21045000.0,1682304000.0,0.0,2438864000.0,11617000.0,104448000,5736000,141932000.0,56556000.0,320289000.0,714358000,0,0,18531000,732889000.0,0.0,90597000,1053178000.0,44476000.0,44503000.0,-27432000.0,-10966000.0,1335105000.0,1385686000.0,1385686000.0,2438864000.0,0.0,2438864000.0,0.0,818806000,687128000.0,https://www.sec.gov/Archives/edgar/data/1839341/000119312522088850/0001193125-22-088850-index.htm,https://www.sec.gov/Archives/edgar/data/1839341/000119312522088850/d268076d10k.htm
2020-12-31,CORZ,USD,0001839341,2020-12-31,2020-12-30 19:00:00,2020,FY,8671000.0,0,8671000.0,1107000.0,58310000.0,61141000.0,70919000.0,88244000.0,58241000,6674000.0,64915000.0,0.0,0.0,1499000.0,154658000.0,0.0,225577000.0,3057000.0,18161999,1645000,44843000.0,46783001.0,69647000.0,22127000,0,0,44579000,66706000.0,0.0,4409000,136353000.0,44476000.0,1000.0,-74744000.0,-1.4210854715202004e-08,163966999.0,89224000.0,89224000.0,225577000.0,0.0,225577000.0,0.0,40289000,31618000.0,,
2024-04-30,BKGFY,GBP,0001447137,2024-04-30,2024-04-28 20:00:00,2024,FY,1192000000.0,0,1192000000.0,72500000.0,5283900000.0,54500000.0,6602900000.0,32299999.0,17200000,0.0,17200000.0,227000000.0,0.0,116900001.0,393400000.0,0.0,6996300000.0,736600000.0,2100000,9500000,0.0,1201000000.0,1949200000.0,662300000,0,0,824300000,1486600000.0,0.0,4400000,3435800000.0,0.0,6200000.0,4440500000.0,0.0,-886200000.0,3560500000.0,3560500000.0,6996300000.0,0.0,6996300000.0,227000000.0,664400000,-527600000.0,,
2023-04-30,BKGFY,GBP,0001447137,2023-04-30,2023-04-29 20:00:00,2023,FY,1070400000.0,0,1070400000.0,48200000.0,5302100000.0,44100000.0,6464800000.0,39800000.0,17200000,17200000.0,34400000.0,223400000.0,114500000.0,-17200001.0,394899999.0,1.0,6859700000.0,602600000.0,2200000,3700000,88400000.0,1277500000.0,1886000000.0,662900000,0,0,978500000,1641400000.0,0.0,5100000,3527400000.0,0.0,6300000.0,3251000000.0,25200000.0,-886300000.0,3332300000.0,3332300000.0,6859700000.0,0.0,6859700000.0,223400000.0,665100000,-405300000.0,,
2022-04-30,BKGFY,GBP,0001447137,2022-04-30,2022-04-29 20:00:00,2022,FY,928900000.0,0,928900000.0,150200000.0,5134000000.0,0.0,6213100000.0,46300000.0,17200000,17200000.0,34400000.0,190400000.0,120700000.0,-17200001.0,374599999.0,1.0,6587700000.0,635500000.0,2100000,25600000,148300000.0,1306300000.0,1969500000.0,663800000,0,0,818300000,1482100000.0,0.0,5900000,3451600000.0,0.0,6500000.0,3054800000.0,25000000.0,-886500000.0,3136100000.0,3136100000.0,6587700000.0,0.0,6587700000.0,190400000.0,665900000,-263000000.0,,
2021-04-30,BKGFY,GBP,0001447137,2021-04-30,2021-04-29 20:00:00,2021,FY,1428200000.0,0,1428200000.0,83300000.0,3652500000.0,0.0,5164000000.0,49200000.0,17200000,17200000.0,34400000.0,281700000.0,40100000.0,-17200001.0,388199999.0,1.0,5552200000.0,509200000.0,1500000,17000000,0.0,1154300000.0,1682000000.0,301700000,0,0,393100000,694800000.0,0.0,3200000,2376800000.0,0.0,6600000.0,3094100000.0,24900000.0,-886600000.0,3175400000.0,3175400000.0,5552200000.0,0.0,5552200000.0,281700000.0,303200000,-1125000000.0,,
2020-04-30,BKGFY,GBP,0001447137,2020-04-30,2020-04-29 20:00:00,2020,FY,1638900000.0,0,1638900000.0,73400000.0,3554900000.0,0.0,5267200000.0,51000000.0,17200000,17200000.0,34400000.0,261800000.0,53600000.0,-17200000.0,383600000.0,0.0,5650800000.0,586000000.0,201200000,23000000,0.0,1114000000.0,1924200000.0,301300000,0,0,323699999,624999999.0,1.0,2500000,2549200000.0,0.0,6800000.0,3020300000.0,24700000.0,-886800000.0,3101600000.0,3101600000.0,5650800000.0,0.0,5650800000.0,261800000.0,502500000,-1136400000.0,,
2023-12-31,DLOC,USD,0001407878,2024-03-29,2024-03-29 16:26:09,2023,FY,44104.0,0,44104.0,0.0,0.0,0.0,44104.0,0.0,0,4000.0,4000.0,0.0,0.0,500.0,4500.0,0.0,48604.0,124342.0,287494,0,0.0,2245703.0,2657539.0,599124,0,0,0,599124.0,0.0,0,3256663.0,5924100.0,733767.0,-54887744.0,-7.105427357601002e-09,45021818.00000001,-3208059.0,-3208059.0,48604.0,0.0,48604.0,0.0,886618,842514.0,https://www.sec.gov/Archives/edgar/data/1407878/000149315224011984/0001493152-24-011984-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000149315224011984/form10-k.htm
2022-12-31,DLOC,USD,0001407878,2023-03-20,2023-03-20 06:39:55,2022,FY,31113.0,0,31113.0,0.0,0.0,0.0,31113.0,0.0,0,6000.0,6000.0,0.0,0.0,500.0,6500.0,0.0,37613.0,113187.0,104016,0,0.0,1300620.0,1517823.0,399233,0,0,5484100,5883333.0,-2.3283064365386963e-10,0,7401156.0,5484100.0,604150.0,-50164550.0,-5484100.0,47680957.0,-7363543.0,-7363543.0,37613.0,0.0,37613.0,0.0,503249,472136.0,https://www.sec.gov/Archives/edgar/data/1407878/000147793223001568/0001477932-23-001568-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000147793223001568/dloc_10k.htm
2021-12-31,DLOC,USD,0001407878,2022-03-28,2022-03-28 15:21:47,2021,FY,68366.0,0,68366.0,0.0,0.0,0.0,68366.0,0.0,0,8000.0,8000.0,0.0,0.0,-8000.0,8000.0,0.0,76366.0,127067.0,191254,0,62233.0,6017447.0,6335768.0,199343,0,0,4986200,5185543.0,0.0,0,11521311.0,4986200.0,276383.0,-51133564.0,-4986200.0,39412236.0,-11444945.0,-11444945.0,76366.0,0.0,76366.0,0.0,390597,322231.0,https://www.sec.gov/Archives/edgar/data/1407878/000147793222001669/0001477932-22-001669-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000147793222001669/dloc_10k.htm
2020-12-31,DLOC,USD,0001407878,2021-03-29,2021-03-29 13:06:52,2020,FY,18605.0,0,18605.0,0.0,0.0,0.0,18605.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18605.0,168946.0,2599528,0,824531.0,12186622.0,14955096.0,0,0,0,0,1505500.0,-1505500.0,0,14955096.0,15.0,133338.0,-38013037.0,0.0,22943208.0,-14936491.0,-14936491.0,18605.0,0.0,18605.0,0.0,2599528,2580923.0,https://www.sec.gov/Archives/edgar/data/1407878/000147793221001746/0001477932-21-001746-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000147793221001746/dloc_10k.htm
