date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2020-05-31,FCT,USD,0001282850,2020-05-31,2020-05-30 20:00:00,2019,FY,46445.0,0,46445.0,5541002.0,9.313225746154785e-10,17407.0,5604854.0,0.0,0,0.0,0.0,464927143.0,0.0,-464927143.0,464927143.0,0.0,470531997.0,18664849.0,0,0,-119000000.0,-18664849.0,138261724.0,0,0,0,0,119000000.0,-118996314.0,0,138265410.0,332266587.0,266670.0,-59605425.0,2.8421709430404007e-08,391605342.0,332266587.0,332266587.0,470531997.0,0.0,470531997.0,464927143.0,119000000,118953555.0,,
2024-09-30,SNEX,USD,0000913760,2024-11-29,2024-11-29 09:20:36,2024,FY,1269000000.0,0,1269000000.0,7283200000.0,681100000.0,0.0,9233300000.0,300100000.0,61000000,19600000.0,80600000.0,6529400000.0,46300000.0,539200000.0,7495600000.0,10737400000.0,27466300000.0,10868000000.0,338800000,18100000,0.0,734200000.0,11959100000.0,10977200000,0,8600000,2812300000,13798100000.0,0.0,195900000,25757200000.0,0.0,400000.0,1388900000.0,-25200000.0,345000000.0,1709100000.0,1709100000.0,27466300000.0,0.0,27466300000.0,6529400000.0,11316000000,10047000000.0,https://www.sec.gov/Archives/edgar/data/913760/000091376024000187/0000913760-24-000187-index.htm,https://www.sec.gov/Archives/edgar/data/913760/000091376024000187/intl-20240930.htm
2023-09-30,SNEX,USD,0000913760,2023-11-24,2023-11-24 12:55:33,2023,FY,1108300000.0,0,1108300000.0,8157200000.0,537300000.0,6534900000.0,16337700000.0,245600000.0,59300000,23100000.0,82400000.0,4774600000.0,78200000.0,15649600000.0,20830400000.0,-15229400000.0,21938700000.0,10509000000.0,5682900000,38200000,0.0,-4899500000.0,11330600000.0,805800000,0,8100000,19745700000,20559600000.0,-11330600000.0,149300000,20559600000.0,0.0,200000.0,1128100000.0,-51800000.0,302600000.0,1379100000.0,1379100000.0,21938700000.0,0.0,21938700000.0,4774600000.0,6476300000,5368000000.0,https://www.sec.gov/Archives/edgar/data/913760/000091376023000159/0000913760-23-000159-index.htm,https://www.sec.gov/Archives/edgar/data/913760/000091376023000159/intl-20230930.htm
2022-09-30,SNEX,USD,0000913760,2022-11-29,2022-11-29 16:25:31,2022,FY,354000000.0,76000000,430000000.0,1781100000.0,513500000.0,0.0,2326000000.0,55000000.0,462000000,163000000.0,625000000.0,151000000.0,52000000.0,-52000000.0,831000000.0,286000000.0,3443000000.0,10291600000.0,4419000000,16200000,-485100000.0,-14710600000.0,1988000000.0,933300000,-13466700000,29500000,17840000000,496000000.0,184000000.0,125800000,2668000000.0,889600000.0,899000000.0,-119000000.0,-90600000.0,270900000.0,780000000.0,3814000000.0,19859600000.0,3034000000.0,19859600000.0,227000000.0,5352300000,4998300000.0,https://www.sec.gov/Archives/edgar/data/913760/000091376022000174/0000913760-22-000174-index.htm,https://www.sec.gov/Archives/edgar/data/913760/000091376022000174/intl-20220930.htm
2021-09-30,SNEX,USD,0000913760,2021-11-29,2021-11-29 16:59:36,2021,FY,612000000.0,135000000,747000000.0,5786700000.0,447500000.0,11970300000.0,2439000000.0,66000000.0,294000000,61000000.0,355000000.0,168000000.0,35100000.0,-35100000.0,589000000.0,281000000.0,3309000000.0,8141000000.0,0,13200000,-248600000.0,-8141000000.0,1739000000.0,634700000,-10546300000,7400000,17300900000,495000000.0,194000000.0,129400000,2428000000.0,682500000.0,808000000.0,74000000.0,-25100000.0,246400000.0,882000000.0,5006000000.0,18839600000.0,4124000000.0,18839600000.0,303000000.0,146600000,-465400000.0,https://www.sec.gov/Archives/edgar/data/913760/000091376021000189/0000913760-21-000189-index.htm,https://www.sec.gov/Archives/edgar/data/913760/000091376021000189/intl-20210930.htm
2020-09-30,SNEX,USD,0000913760,2020-12-14,2020-12-14 16:22:08,2020,FY,301000000.0,57000000,358000000.0,4059600000.0,281100000.0,8686300000.0,2160000000.0,130000000.0,294000000,18000000.0,312000000.0,138000000.0,36900000.0,-36900000.0,580000000.0,303000000.0,3043000000.0,5961600000.0,0,22600000,-268100000.0,-5961600000.0,1870000000.0,856500000,-7213700000,6000000,11850900000,348000000.0,218000000.0,102700000,2436000000.0,572400000.0,747000000.0,-144000000.0,-40100000.0,235000000.0,603000000.0,3710100000.0,13474900000.0,3107100000.0,13474900000.0,195000000.0,118700000,-182300000.0,https://www.sec.gov/Archives/edgar/data/913760/000091376020000206/0000913760-20-000206-index.htm,https://www.sec.gov/Archives/edgar/data/913760/000091376020000206/intl-20200930.htm
2024-09-30,KNWN,USD,0001074828,2024-12-10,2024-12-09 18:56:04,2024,FY,3110755.0,0,3110755.0,0.0,0.0,0.0,3110755.0,404499.0,0,0.0,0.0,0.0,0.0,149174.0,553673.0,0.0,3664428.0,552680.0,4424544,0,0.0,186155.0,5163379.0,657250,0,0,0,657250.0,0.0,358288,5820629.0,1790.0,108021.0,-138735882.0,0.0,136469870.0,-2156201.0,-2156201.0,3664428.0,0.0,3664428.0,0.0,5081794,1971039.0,https://www.sec.gov/Archives/edgar/data/1074828/000165495424015315/0001654954-24-015315-index.htm,https://www.sec.gov/Archives/edgar/data/1074828/000165495424015315/knwn_10k.htm
2023-09-30,KNWN,USD,0001074828,2023-09-30,2023-09-30 00:00:00,2023,FY,8023716.0,0,8023716.0,0.0,0.0,0.0,8023716.0,226415.0,0,0.0,0.0,0.0,0.0,15766.0,242181.0,0.0,8265897.0,1292861.0,2916728,0,0.0,312396.0,4521985.0,0,0,0,0,0.0,0.0,154797,4521985.0,2805.0,80358.0,-121840788.0,0.0,125501537.0,3743912.0,3743912.0,8265897.0,0.0,8265897.0,0.0,2916728,-5106988.0,,
2022-09-30,KNWN,USD,0001074828,2022-09-30,2022-09-30 00:00:00,2022,FY,12593692.0,0,12593692.0,0.0,0.0,0.0,12593692.0,1150907.0,0,0.0,0.0,0.0,0.0,13767.0,1164674.0,0.0,13758366.0,526968.0,2470463,0,0.0,811204.0,3808635.0,87118,0,0,0,87118.0,0.0,302515,3895753.0,2805.0,48158.0,-101397738.0,0.0,111209388.0,9862613.0,9862613.0,13758366.0,0.0,13758366.0,0.0,2557581,-10036111.0,,
2021-09-30,KNWN,USD,0001074828,2021-12-21,2021-12-21 16:17:48,2021,FY,12258218.0,0,12258218.0,0.0,0.0,0.0,12258218.0,617506.0,0,0.0,0.0,0.0,0.0,13767.0,631273.0,0.0,12889491.0,419093.0,9735329,0,0.0,1314736.0,11469158.0,178170,0,0,0,178170.0,0.0,0,11647328.0,2805.0,35168.0,-81326494.0,0.0,82530684.0,1242163.0,1242163.0,12889491.0,0.0,12889491.0,0.0,9913499,-2344719.0,https://www.sec.gov/Archives/edgar/data/1074828/000165495421013414/0001654954-21-013414-index.htm,https://www.sec.gov/Archives/edgar/data/1074828/000165495421013414/knwn_10k.htm
2020-09-30,KNWN,USD,0001074828,2020-12-29,2020-12-29 16:15:39,2020,FY,4298179.0,0,4298179.0,0.0,0.0,0.0,4298179.0,257674.0,0,101114.0,101114.0,0.0,0.0,25180.0,383968.0,0.0,4682147.0,493497.0,4302527,0,0.0,1777778.0,6573802.0,23256,0,0,0,23256.0,0.0,0,6597058.0,2805.0,24807.0,-55966281.0,0.0,54023758.0,-1914911.0,-1914911.0,4682147.0,0.0,4682147.0,0.0,4325783,27604.0,https://www.sec.gov/Archives/edgar/data/1074828/000165495420013963/0001654954-20-013963-index.htm,https://www.sec.gov/Archives/edgar/data/1074828/000165495420013963/knwn_10k.htm
2024-12-31,SAVA,USD,0001069530,2025-03-03,2025-03-03 16:20:22,2024,FY,128574000.0,0,128574000.0,0.0,0.0,7958000.0,136532000.0,20964000.0,0,37000.0,37000.0,0.0,0.0,0.0,21001000.0,0.0,157533000.0,7654000.0,0,0,0.0,4096000.0,11750000.0,0,0,0,79000,79000.0,0.0,0,11829000.0,0.0,48000.0,-405111000.0,0.0,550767000.0,145704000.0,145704000.0,157533000.0,0.0,157533000.0,0.0,0,-128574000.0,https://www.sec.gov/Archives/edgar/data/1069530/000143774925005919/0001437749-25-005919-index.htm,https://www.sec.gov/Archives/edgar/data/1069530/000143774925005919/sava20241231c_10k.htm
2023-12-31,SAVA,USD,0001069530,2024-02-28,2024-02-28 16:01:07,2023,FY,121136000.0,0,121136000.0,962000.0,0.0,7535000.0,129633000.0,21854000.0,0,176000.0,176000.0,0.0,0.0,0.0,22030000.0,0.0,151663000.0,10573000.0,0,0,0.0,3622000.0,14195000.0,0,0,0,0,0.0,0.0,0,14195000.0,0.0,42000.0,-380769000.0,0.0,518195000.0,137468000.0,137468000.0,151663000.0,0.0,151663000.0,0.0,0,-121136000.0,https://www.sec.gov/Archives/edgar/data/1069530/000143774924005894/0001437749-24-005894-index.htm,https://www.sec.gov/Archives/edgar/data/1069530/000143774924005894/sava20231231_10k.htm
2022-12-31,SAVA,USD,0001069530,2023-02-28,2023-02-28 16:07:03,2022,FY,201015000.0,0,201015000.0,0.0,0.0,11085000.0,211226000.0,22986000.0,0,622000.0,622000.0,0.0,0.0,0.0,23608000.0,0.0,234834000.0,4017000.0,208000,0,0.0,2838000.0,7063000.0,70000,0,-26000,162000,232000.0,0.0,139000,7295000.0,0.0,511091000.0,-283552000.0,0.0,511049000.0,227539000.0,227539000.0,234834000.0,0.0,234834000.0,0.0,139000,-200876000.0,https://www.sec.gov/Archives/edgar/data/1069530/000106953023000009/0001069530-23-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1069530/000106953023000009/sava-20221231x10k.htm
2021-12-31,SAVA,USD,0001069530,2022-03-01,2022-02-28 17:32:53,2021,FY,233437000.0,0,233437000.0,0.0,0.0,11045000.0,244482000.0,20826000.0,0,1075000.0,1075000.0,0.0,0.0,399000.0,22300000.0,0.0,266782000.0,7126000.0,194000,0,4680000.0,5214000.0,12534000.0,278000,0,0,55000,333000.0,0.0,236000,12867000.0,0.0,461221000.0,-207306000.0,2.8421709430404007e-11,461181000.0,253915000.0,253915000.0,266782000.0,0.0,266782000.0,0.0,236000,-233201000.0,https://www.sec.gov/Archives/edgar/data/1069530/000106953022000011/0001069530-22-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1069530/000106953022000011/sava-20211231x10k.htm
2020-12-31,SAVA,USD,0001069530,2021-03-23,2021-03-23 17:05:23,2020,FY,93506000.0,0,93506000.0,0.0,0.0,945000.0,93994000.0,306000.0,0,0.0,0.0,0.0,0.0,0.0,306000.0,0.0,94300000.0,911000.0,116000,0,802000.0,838000.0,1865000.0,470000,0,0,-235000,235000.0,0.0,293000,2100000.0,0.0,267121000.0,-174921000.0,0.0,267086000.0,92200000.0,92200000.0,94300000.0,0.0,94300000.0,0.0,293000,-93213000.0,https://www.sec.gov/Archives/edgar/data/1069530/000106953021000020/0001069530-21-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1069530/000106953021000020/sava-20201231x10k.htm
2024-12-31,MAA-PI,USD,0000912595,2025-02-07,2025-02-07 16:16:04,2024,FY,43018000.0,0,43018000.0,0.0,0.0,21507000.0,64525000.0,0.0,0,0.0,0.0,41650000.0,0.0,11706194000.0,11747844000.0,0.0,11812369000.0,124813000.0,250000000,139970000,64626000.0,277330000.0,856739000.0,4757048000,0,0,50918000,4807966000.0,0.0,26091000,5664705000.0,9000.0,22230000.0,-1469557000.0,-6940000.0,7418619000.0,5964361000.0,6147664000.0,11812369000.0,183303000.0,11812369000.0,41650000.0,5007048000,4964030000.0,https://www.sec.gov/Archives/edgar/data/912595/000095017025016287/0000950170-25-016287-index.htm,https://www.sec.gov/Archives/edgar/data/912595/000095017025016287/maa-20241231.htm
2023-12-31,MAA-PI,USD,0000912595,2024-02-09,2024-02-09 16:16:29,2023,FY,41314000.0,0,41314000.0,0.0,0.0,45677000.0,86991000.0,11110567000.0,0,0.0,0.0,41977000.0,0.0,244968000.0,11397512000.0,0.0,11484503000.0,94461000.0,894659000,159041000,0.0,367261000.0,1515422000.0,3672910000,0,0,16216000,3689126000.0,-19167000.0,27344000,5185381000.0,9000.0,20335000.0,-1298263000.0,-8764000.0,7399921000.0,6113238000.0,6299122000.0,11484503000.0,185884000.0,11484503000.0,41977000.0,4567569000,4526255000.0,https://www.sec.gov/Archives/edgar/data/912595/000095017024013275/0000950170-24-013275-index.htm,https://www.sec.gov/Archives/edgar/data/912595/000095017024013275/maa-20231231.htm
2022-12-31,MAA-PI,USD,0000912595,2023-02-14,2023-02-14 16:07:25,2022,FY,38659000.0,0,38659000.0,0.0,0.0,22412000.0,61071000.0,44600000.0,0,0.0,-11241165000.0,42290000.0,11241165000.0,11093204000.0,11180094000.0,0.0,11241165000.0,101990000.0,0,135510000,65129000.0,320515000.0,615843000.0,4443574000,65129000,2822000,-28671000,4414903000.0,0.0,28671000,5030746000.0,9000.0,21823000.0,-1188854000.0,-10052000.0,7202834000.0,6025760000.0,6210419000.0,11241165000.0,184659000.0,11241165000.0,42290000.0,4414903000,4376244000.0,https://www.sec.gov/Archives/edgar/data/912595/000095017023002778/0000950170-23-002778-index.htm,https://www.sec.gov/Archives/edgar/data/912595/000095017023002778/maa-20221231.htm
2021-12-31,MAA-PI,USD,0000912595,2022-02-17,2022-02-17 16:11:36,2021,FY,54302000.0,0,54302000.0,0.0,0.0,76296000.0,130598000.0,47000000.0,0,900000.0,900000.0,42827000.0,-47000000.0,11110857000.0,11154584000.0,0.0,11285182000.0,0.0,0,0,0.0,584400000.0,584400000.0,4546941000,59937000,12864000,-30251000,4516690000.0,0.0,30251000,5101090000.0,9000.0,1151000.0,-1255807000.0,-11132000.0,7230956000.0,5995362000.0,6184092000.0,11285182000.0,188730000.0,11285182000.0,42827000.0,4516690000,4462388000.0,https://www.sec.gov/Archives/edgar/data/912595/000095017022001423/0000950170-22-001423-index.htm,https://www.sec.gov/Archives/edgar/data/912595/000095017022001423/maa-20211231.htm
2020-12-31,MAA-PI,USD,0000912595,2021-02-18,2021-02-18 16:13:26,2020,FY,25198000.0,0,25198000.0,0.0,0.0,10417000.0,35615000.0,49400000.0,0,1300000.0,1300000.0,43325000.0,-49400000.0,11114551000.0,11159176000.0,0.0,11194791000.0,86218000.0,172000000,0,48800000.0,270056000.0,528274000.0,4422452000,48800000,-496534000,140260000,4562712000.0,0.0,31740000,5090986000.0,9000.0,1141000.0,-1294182000.0,-12128000.0,7176793000.0,5887030000.0,6103805000.0,11194791000.0,216775000.0,11194791000.0,43325000.0,4562712000,4537514000.0,https://www.sec.gov/Archives/edgar/data/912595/000156459021006666/0001564590-21-006666-index.htm,https://www.sec.gov/Archives/edgar/data/912595/000156459021006666/maa-10k_20201231.htm
2023-12-31,SNSE,USD,0001829802,2024-02-29,2024-02-29 16:30:47,2023,FY,13011000.0,52746000,65757000.0,0.0,0.0,1493000.0,67250000.0,7038000.0,0,0.0,0.0,0.0,0.0,86000.0,7124000.0,0.0,74374000.0,1694000.0,2439000,0,0.0,1510000.0,5643000.0,3769000,0,0,67000,3836000.0,0.0,6208000,9479000.0,0.0,3000.0,-231895000.0,-209000.0,296995999.0,64894999.0,64894999.0,74374000.0,0.0,74374000.0,52746000.0,6208000,-6803000.0,https://www.sec.gov/Archives/edgar/data/1829802/000095017024023148/0000950170-24-023148-index.htm,https://www.sec.gov/Archives/edgar/data/1829802/000095017024023148/snse-20231231.htm
2022-12-31,SNSE,USD,0001829802,2023-05-01,2023-05-01 16:18:14,2022,FY,17795000.0,89321000,17795000.0,0.0,0.0,1473000.0,108589000.0,9724000.0,0,0.0,0.0,0.0,0.0,63000.0,9787000.0,-1000.0,118375000.0,4473000.0,4262000,0,-4473000.0,331000.0,9066000.0,5902000,0,0,0,5902000.0,0.0,8033000,14968000.0,0.0,3000.0,-197794000.0,-1004000.0,302202000.0,103407000.0,103407000.0,118375000.0,0.0,118375000.0,89321000.0,8033000,-9762000.0,https://www.sec.gov/Archives/edgar/data/1829802/000095017023016251/0000950170-23-016251-index.htm,https://www.sec.gov/Archives/edgar/data/1829802/000095017023016251/snse-20221231.htm
2021-12-31,SNSE,USD,0001829802,2022-03-15,2022-03-15 07:01:25,2021,FY,7159000.0,140462000,147621000.0,0.0,0.0,921000.0,148542000.0,4644000.0,0,0.0,0.0,0.0,0.0,39000.0,4683000.0,0.0,153225000.0,2456000.0,1360000,0,0.0,1073000.0,4889000.0,1674000,0,0,149000,1823000.0,0.0,2354000,6712000.0,153225000.0,3000.0,-149206000.0,-333000.0,296049000.0,146513000.0,146513000.0,153225000.0,0.0,153225000.0,140462000.0,2354000,-4805000.0,https://www.sec.gov/Archives/edgar/data/1829802/000095017022003646/0000950170-22-003646-index.htm,https://www.sec.gov/Archives/edgar/data/1829802/000095017022003646/snse-20211231.htm
2020-12-31,SNSE,USD,0001829802,2021-03-30,2021-03-30 06:15:03,2020,FY,16596000.0,0,16596000.0,0.0,0.0,3480000.0,20076000.0,1266000.0,0,0.0,0.0,0.0,0.0,86000.0,1352000.0,0.0,21428000.0,3882000.0,32000,0,-32000.0,916000.0,4830000.0,653000,0,0,52000,73041000.0,0.0,118000,77871000.0,72336000.0,0.0,-112412000.0,0.0,55969000.0,-56443000.0,-56443000.0,21428000.0,0.0,21428000.0,0.0,567000,-16029000.0,https://www.sec.gov/Archives/edgar/data/1829802/000156459021016297/0001564590-21-016297-index.htm,https://www.sec.gov/Archives/edgar/data/1829802/000156459021016297/snse-10k_20201231.htm
2019-12-31,SNSE,USD,0001829802,2019-12-31,2019-12-31 00:00:00,2019,FY,251000.0,0,251000.0,0.0,0.0,251000.0,502000.0,268000.0,0,0.0,0.0,0.0,0.0,447000.0,715000.0,0.0,1217000.0,3451000.0,16055000,0,2083000.0,2208000.0,21714000.0,0,0,0,48165000,48165000.0,0.0,0,69879000.0,47545000.0,2000.0,-92312000.0,-2000.0,-23893000.0,-68662000.0,-68662000.0,1217000.0,0.0,1217000.0,0.0,16055000,15804000.0,,
2024-12-31,CRSR,USD,0001743759,2025-02-26,2025-02-26 16:45:02,2024,FY,107011000.0,0,107011000.0,218648000.0,259979000.0,37750000.0,623388000.0,29742000.0,354222000,164319000.0,518541000.0,0.0,0.0,64158000.0,612441000.0,0.0,1235829000.0,207215000.0,12229000,9169000,0.0,167700000.0,396313000.0,0,0,7379000,212685000,220064000.0,0.0,0,616377000.0,0.0,10000.0,-58765000.0,-4559000.0,667617000.0,604303000.0,619452000.0,1235829000.0,15149000.0,1235829000.0,0.0,12229000,-94782000.0,https://www.sec.gov/Archives/edgar/data/1743759/000095017025027856/0000950170-25-027856-index.htm,https://www.sec.gov/Archives/edgar/data/1743759/000095017025027856/crsr-20241231.htm
2023-12-31,CRSR,USD,0001743759,2024-02-27,2024-02-27 17:20:19,2023,FY,175620000.0,0,175620000.0,253268000.0,240172000.0,42529000.0,711589000.0,68536000.0,354705000,188009000.0,542714000.0,0.0,27749000.0,6875000.0,645874000.0,0.0,1357463000.0,239957000.0,21911000,14305000,7442000.0,134872000.0,418487000.0,224593000,0,17395000,3008000,244996000.0,0.0,48308000,663483000.0,0.0,10000.0,40410000.0,-3487000.0,630642000.0,667575000.0,693980000.0,1357463000.0,26405000.0,1357463000.0,239000.0,246504000,70884000.0,https://www.sec.gov/Archives/edgar/data/1743759/000095017024021415/0000950170-24-021415-index.htm,https://www.sec.gov/Archives/edgar/data/1743759/000095017024021415/crsr-20231231.htm
2022-12-31,CRSR,USD,0001743759,2023-02-27,2023-02-27 17:08:44,2022,FY,153827000.0,0,153827000.0,235656000.0,192717000.0,83833000.0,622793000.0,34927000.0,347747000,216255000.0,564002000.0,233000.0,23569000.0,51721000.0,674452000.0,0.0,1297245000.0,172033000.0,17546000,5322000,6259000.0,141838000.0,342998000.0,277627000,0,18054000,3132000,298813000.0,0.0,56508000,641811000.0,0.0,10000.0,37223000.0,-6881000.0,593486000.0,623838000.0,655434000.0,1297245000.0,31596000.0,1297245000.0,233000.0,295173000,141346000.0,https://www.sec.gov/Archives/edgar/data/1743759/000156459023002592/0001564590-23-002592-index.htm,https://www.sec.gov/Archives/edgar/data/1743759/000156459023002592/crsr-10k_20221231.htm
2021-12-31,CRSR,USD,0001743759,2022-03-01,2022-02-28 20:31:25,2021,FY,65149000.0,12968000,65149000.0,291287000.0,298315000.0,53758000.0,705775000.0,16819000.0,317054000,225709000.0,542763000.0,-12737000.0,12737000.0,72039000.0,631621000.0,0.0,1337396000.0,236120000.0,14210000,6316000,6663000.0,190101000.0,446747000.0,294051000,0,25700000,2718000,322469000.0,0.0,60610000,769216000.0,0.0,9000.0,98147000.0,-340000.0,470364000.0,568180000.0,568180000.0,1337396000.0,0.0,1337396000.0,231000.0,308261000,243112000.0,https://www.sec.gov/Archives/edgar/data/1743759/000156459022007822/0001564590-22-007822-index.htm,https://www.sec.gov/Archives/edgar/data/1743759/000156459022007822/crsr-10k_20211231.htm
2020-12-31,CRSR,USD,0001743759,2021-03-11,2021-03-11 16:11:10,2020,FY,133338000.0,0,133338000.0,293629000.0,226007000.0,41792000.0,690971000.0,16475000.0,312760000,259317000.0,572077000.0,230000.0,4792000.0,29570000.0,623144000.0,0.0,1314115000.0,299636000.0,9070000,22445000,-9070000.0,174230000.0,505381000.0,338964000,500000,29752000,2628000,371344000.0,0.0,26641000,876725000.0,0.0,9000.0,-2813000.0,1527000.0,438667000.0,437390000.0,437390000.0,1314115000.0,0.0,1314115000.0,230000.0,338964000,205626000.0,https://www.sec.gov/Archives/edgar/data/1743759/000156459021012507/0001564590-21-012507-index.htm,https://www.sec.gov/Archives/edgar/data/1743759/000156459021012507/crsr-10k_20201231.htm
2024-03-31,BTCY,USD,0001630113,2024-06-28,2024-06-27 19:55:56,2024,FY,786060.0,0,786060.0,1805111.0,1879402.0,0.0,4470573.0,1237145.0,0,0.0,0.0,149907.0,0.0,84999.0,1472051.0,1.0,5942625.0,5221992.0,12093842,0,21550.0,5361442.0,22698826.0,11784948,0,0,1435668,13220616.0,0.0,1386486,35919442.0,1488927.0,9515.0,-127499785.0,32378.0,95992148.0,-29976817.0,-29976817.0,5942625.0,0.0,5942625.0,149907.0,23878790,23092730.0,https://www.sec.gov/Archives/edgar/data/1630113/000149315224025493/0001493152-24-025493-index.htm,https://www.sec.gov/Archives/edgar/data/1630113/000149315224025493/form10-ka.htm
2023-03-31,BTCY,USD,0001630113,2023-06-29,2023-06-29 17:29:39,2023,FY,570460.0,588599,570460.0,1224137.0,2337006.0,588599.0,4720202.0,1608998.0,0,0.0,0.0,96344.0,0.0,85000.0,1790342.0,0.0,6510544.0,3435123.0,5110076,0,1607353.0,2615569.0,11160768.0,14436096,0,0,759065,15195161.0,0.0,1722095,26355929.0,7.0,52514.0,-112570825.0,-152797.0,-96277.0,-19845385.0,-19845385.0,6510544.0,0.0,6510544.0,96344.0,19546172,18975712.0,https://www.sec.gov/Archives/edgar/data/1630113/000149315223022974/0001493152-23-022974-index.htm,https://www.sec.gov/Archives/edgar/data/1630113/000149315223022974/form10-k.htm
2022-03-31,BTCY,USD,0001630113,2022-07-14,2022-07-14 11:46:04,2022,FY,12066929.0,302330,12066929.0,2006678.0,842924.0,812560.0,15322811.0,1270159.0,0,0.0,0.0,0.0,0.0,85000.0,1355159.0,0.0,16677970.0,1159477.0,1960640,0,1436270.0,1746697.0,4866814.0,13603490,0,0,352402,13955892.0,0.0,1330338,18822706.0,8.0,51277.0,-93037142.0,-768656.0,91609777.0,-2144736.0,-2144736.0,16677970.0,0.0,16677970.0,302330.0,15353810,3286881.0,https://www.sec.gov/Archives/edgar/data/1630113/000149315222019256/0001493152-22-019256-index.htm,https://www.sec.gov/Archives/edgar/data/1630113/000149315222019256/form10-k.htm
2021-03-31,BTCY,USD,0001630113,2021-06-22,2021-06-21 21:10:37,2021,FY,2201562.0,326664,2201562.0,1520836.0,272493.0,653328.0,4321555.0,66120.0,0,0.0,0.0,50358.0,0.0,0.0,116478.0,0.0,4438033.0,1041385.0,4394532,0,1478739.0,5054338.0,10490255.0,370900,0,0,410042,780942.0,0.0,58257,11271197.0,9.0,39015.0,-62817688.0,-634186.0,56579686.0,-6833164.0,-6833164.0,4438033.0,0.0,4438033.0,50358.0,4707175,2505613.0,https://www.sec.gov/Archives/edgar/data/1630113/000149315221014912/0001493152-21-014912-index.htm,https://www.sec.gov/Archives/edgar/data/1630113/000149315221014912/form10-k.htm
2020-03-31,BTCY,USD,0001630113,2020-07-15,2020-07-15 09:32:54,2020,FY,949848.0,137074,949848.0,486187.0,85720.0,274148.0,1658829.0,264472.0,0,0.0,0.0,48115.0,0.0,33000.0,345587.0,0.0,2004416.0,1094072.0,2281332,0,0.0,427617.0,3803021.0,57055,0,0,1144733,1201788.0,0.0,0,5004809.0,9.0,36382.0,-46364364.0,-857307.0,44184887.0,-3000393.0,-3000393.0,2004416.0,0.0,2004416.0,48115.0,2338387,1388539.0,https://www.sec.gov/Archives/edgar/data/1630113/000149315220013313/0001493152-20-013313-index.htm,https://www.sec.gov/Archives/edgar/data/1630113/000149315220013313/form10-k.htm
2023-12-31,BKUCF,CAD,0001463978,2023-12-31,2023-12-29 19:00:00,2023,FY,1050865.0,0,1050865.0,0.0,0.0,58887.0,1123323.0,202377.0,0,0.0,0.0,0.0,0.0,0.0,202377.0,0.0,1325700.0,158876.0,0,0,0.0,765581.0,924457.0,0,0,0,0,1.14e-10,-1.1641532182693481e-10,0,924457.0,0.0,42192551.0,-55009690.0,0.0,13218382.0,401243.0,401243.0,1325700.0,0.0,1325700.0,0.0,0,-1050865.0,,
2022-12-31,BKUCF,CAD,0001463978,2022-12-31,2022-12-31 00:00:00,2022,FY,1796358.0,0,1796358.0,0.0,0.0,91299.0,1906203.0,99682.0,0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,99682.0,0.0,2005885.0,374469.0,0,0,0.0,524103.0,898572.0,0,0,0,0,0.0,0.0,0,898572.0,0.0,40286362.0,-51354050.0,7252945.0,12175001.0,1107313.0,1107313.0,2005885.0,0.0,2005885.0,0.0,0,-1796358.0,,
2021-12-31,BKUCF,CAD,0001463978,2021-12-31,2021-12-31 00:00:00,2021,FY,3287023.0,0,3287023.0,0.0,0.0,84473.0,3383578.0,79830.0,0,0.0,0.0,0.0,0.0,-7.105427357601002e-14,79830.0,0.0,3463408.0,249931.0,0,0,0.0,356476.0,606407.0,0,0,0,0,0.0,0.0,0,606407.0,0.0,37662884.0,-45781624.0,6407310.0,10975741.0,2857001.0,2857001.0,3463408.0,0.0,3463408.0,0.0,0,-3287023.0,,
2020-12-31,BKUCF,CAD,0001463978,2020-12-31,2020-12-31 00:00:00,2020,FY,1215569.0,0,1215569.0,0.0,0.0,39788.0,1262211.0,70876.0,0,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,70876.0,0.0,1333087.0,148082.0,1404000,0,0.0,468834.0,2020916.0,0,0,0,0,0.0,0.0,0,2020916.0,0.0,29875000.0,-39311004.0,4130737.0,8748174.0,-687829.0,-687829.0,1333087.0,0.0,1333087.0,0.0,1404000,188431.0,,
