symbol,date,marketCap
CZWI,2023-03-31,111171580.0
CZWI,2023-03-30,111631520.0
CZWI,2023-03-29,113830639.0
CZWI,2023-03-28,113725920.0
CZWI,2023-03-27,113725920.0
CZWI,2023-03-24,113307040.0
CZWI,2023-03-23,114458960.0
CZWI,2023-03-22,115401440.0
CZWI,2023-03-21,116029760.0
CZWI,2023-03-20,114144800.0
CZWI,2023-03-17,112574000.0
CZWI,2023-03-16,116134480.0
CZWI,2023-03-15,113097600.0
CZWI,2023-03-14,113830639.0
CZWI,2023-03-13,111526800.0
CZWI,2023-03-10,122103520.0
CZWI,2023-03-09,125873440.0
CZWI,2023-03-08,129748080.0
CZWI,2023-03-07,129329200.0
CZWI,2023-03-06,130481120.0
CZWI,2023-03-03,129643360.0
CZWI,2023-03-02,129852800.0
CZWI,2023-03-01,129433920.0
CZWI,2023-02-28,130690560.0
CZWI,2023-02-27,131423600.0
CZWI,2023-02-24,131423600.0
CZWI,2023-02-23,133413280.0
CZWI,2023-02-22,133203840.0
CZWI,2023-02-21,132261360.0
CZWI,2023-02-17,133832160.0
CZWI,2023-02-16,131318879.0
CZWI,2023-02-15,130166960.0
CZWI,2023-02-14,132470800.0
CZWI,2023-02-13,134460480.0
CZWI,2023-02-10,135088800.0
CZWI,2023-02-09,134041600.0
CZWI,2023-02-08,135088800.0
CZWI,2023-02-07,134984080.0
CZWI,2023-02-06,132994400.0
CZWI,2023-02-03,131318879.0
CZWI,2023-02-02,131004720.0
CZWI,2023-02-01,130376400.0
CZWI,2023-01-31,129957520.0
CZWI,2023-01-30,130900000.0
CZWI,2023-01-27,132470800.0
CZWI,2023-01-26,132994400.0
CZWI,2023-01-25,130481120.0
CZWI,2023-01-24,131947200.0
CZWI,2023-01-23,128282000.0
CZWI,2023-01-20,128596160.0
CZWI,2023-01-19,129433920.0
CZWI,2023-01-18,126711200.0
CZWI,2023-01-17,129433920.0
CZWI,2023-01-13,131423600.0
CZWI,2023-01-12,129852800.0
CZWI,2023-01-11,126815920.0
CZWI,2023-01-10,126711200.0
CZWI,2023-01-09,127234800.0
CZWI,2023-01-06,126397040.0
CZWI,2023-01-05,123046000.0
CZWI,2023-01-04,123255440.0
CZWI,2023-01-03,123988480.0
CZWI,2022-12-30,125414181.0
CZWI,2022-12-29,122182394.0
CZWI,2022-12-28,122078143.0
CZWI,2022-12-27,122703650.0
CZWI,2022-12-23,122599399.0
CZWI,2022-12-22,121973892.0
CZWI,2022-12-21,121973892.0
CZWI,2022-12-20,118325100.0
CZWI,2022-12-19,118846356.0
CZWI,2022-12-16,121035631.0
CZWI,2022-12-15,123224906.0
CZWI,2022-12-14,126769447.0
CZWI,2022-12-13,133962779.0
CZWI,2022-12-12,136360556.0
CZWI,2022-12-09,132607513.0
CZWI,2022-12-08,133650025.0
CZWI,2022-12-07,133858527.0
CZWI,2022-12-06,131565001.0
CZWI,2022-12-05,135526547.0
CZWI,2022-12-02,146160168.0
CZWI,2022-12-01,149808960.0
CZWI,2022-11-30,151581230.0
CZWI,2022-11-29,150538718.0
CZWI,2022-11-28,148662196.0
CZWI,2022-11-25,150225964.0
CZWI,2022-11-23,150121713.0
CZWI,2022-11-22,150747220.0
CZWI,2022-11-21,145951666.0
CZWI,2022-11-18,143762391.0
CZWI,2022-11-17,145430410.0
CZWI,2022-11-16,148036689.0
CZWI,2022-11-15,145430410.0
CZWI,2022-11-14,141781618.0
CZWI,2022-11-11,142302874.0
CZWI,2022-11-10,140739106.0
CZWI,2022-11-09,140217850.0
CZWI,2022-11-08,136360556.0
CZWI,2022-11-07,136986063.0
CZWI,2022-11-04,139592343.0
CZWI,2022-11-03,135839300.0
CZWI,2022-11-02,135943551.0
CZWI,2022-11-01,135943551.0
CZWI,2022-10-31,131877755.0
CZWI,2022-10-28,133754276.0
CZWI,2022-10-27,131669252.0
CZWI,2022-10-26,126665195.0
CZWI,2022-10-25,128541717.0
CZWI,2022-10-24,126977949.0
CZWI,2022-10-21,127499205.0
CZWI,2022-10-20,129688480.0
CZWI,2022-10-19,128854470.0
CZWI,2022-10-18,128437466.0
CZWI,2022-10-17,128958722.0
CZWI,2022-10-14,129896982.0
CZWI,2022-10-13,128124712.0
CZWI,2022-10-12,127916210.0
CZWI,2022-10-11,127186451.0
CZWI,2022-10-10,128750219.0
CZWI,2022-10-07,127290702.0
CZWI,2022-10-06,130209736.0
CZWI,2022-10-05,128854470.0
CZWI,2022-10-04,131356499.0
CZWI,2022-10-03,127916210.0
CZWI,2022-09-30,126873698.0
CZWI,2022-09-29,128091240.0
CZWI,2022-09-28,127145529.0
CZWI,2022-09-27,127250608.0
CZWI,2022-09-26,130192819.0
CZWI,2022-09-23,130297898.0
CZWI,2022-09-22,133135029.0
CZWI,2022-09-21,131769003.0
CZWI,2022-09-20,131769003.0
CZWI,2022-09-19,135867082.0
CZWI,2022-09-16,136602635.0
CZWI,2022-09-15,131138529.0
CZWI,2022-09-14,129877582.0
CZWI,2022-09-13,131979161.0
CZWI,2022-09-12,133765503.0
CZWI,2022-09-09,135551845.0
CZWI,2022-09-08,136707713.0
CZWI,2022-09-07,136707713.0
CZWI,2022-09-06,134501056.0
CZWI,2022-09-02,135551845.0
CZWI,2022-09-01,136917871.0
CZWI,2022-08-31,133450266.0
CZWI,2022-08-30,137338187.0
CZWI,2022-08-29,139755003.0
CZWI,2022-08-26,141856582.0
CZWI,2022-08-25,140070240.0
CZWI,2022-08-24,139755003.0
CZWI,2022-08-23,143537845.0
CZWI,2022-08-22,140910871.0
CZWI,2022-08-19,140385477.0
CZWI,2022-08-18,143432766.0
CZWI,2022-08-17,144483556.0
CZWI,2022-08-16,139755003.0
CZWI,2022-08-15,140070240.0
CZWI,2022-08-12,139229608.0
CZWI,2022-08-11,140490556.0
CZWI,2022-08-10,138494056.0
CZWI,2022-08-09,139965161.0
CZWI,2022-08-08,139439766.0
CZWI,2022-08-05,139229608.0
CZWI,2022-08-04,139649924.0
CZWI,2022-08-03,136812792.0
CZWI,2022-08-02,139544845.0
CZWI,2022-08-01,136707713.0
CZWI,2022-07-29,136077240.0
CZWI,2022-07-28,133345187.0
CZWI,2022-07-27,135551845.0
