,buy,hold,period,sell,strongBuy,strongSell,symbol
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,0,4,2025-02-01,4,0,2,PAHC
0,0,4,2025-01-01,4,0,2,PAHC
0,0,4,2024-12-01,4,0,2,PAHC
0,0,4,2024-11-01,4,0,2,PAHC
0,7,1,2025-02-01,0,8,0,BBY.L
0,7,1,2025-01-01,0,8,0,BBY.L
0,7,1,2024-12-01,0,8,0,BBY.L
0,7,1,2024-11-01,0,8,0,BBY.L
0,7,8,2025-02-01,0,2,1,WDS.AX
0,6,10,2025-01-01,0,1,1,WDS.AX
0,6,10,2024-12-01,0,1,1,WDS.AX
0,6,10,2024-11-01,0,1,1,WDS.AX
0,4,3,2025-02-01,0,2,0,SLDP
0,4,3,2025-01-01,0,2,0,SLDP
0,5,3,2024-12-01,0,2,0,SLDP
0,5,3,2024-11-01,0,2,0,SLDP
0,7,3,2025-02-01,0,3,0,PGY
0,7,4,2025-01-01,0,3,0,PGY
0,7,4,2024-12-01,0,3,0,PGY
0,7,4,2024-11-01,0,3,0,PGY
0,16,1,2025-02-01,0,8,0,ACLX
0,16,1,2025-01-01,0,8,0,ACLX
0,16,1,2024-12-01,0,8,0,ACLX
0,16,1,2024-11-01,0,8,0,ACLX
0,0,3,2021-12-01,1,0,2,CLSH
0,0,3,2021-11-01,1,0,2,CLSH
0,0,3,2021-10-01,1,0,2,CLSH
0,0,3,2021-09-01,1,0,2,CLSH
0,8,3,2025-02-01,2,2,0,JOBY
0,8,4,2025-01-01,1,2,0,JOBY
0,8,4,2024-12-01,1,2,0,JOBY
0,7,4,2024-11-01,1,2,0,JOBY
0,6,1,2025-02-01,0,2,0,VBNK.TO
0,6,1,2025-01-01,0,2,0,VBNK.TO
0,6,1,2024-12-01,0,2,0,VBNK.TO
0,6,1,2024-11-01,0,2,0,VBNK.TO
0,4,1,2025-02-01,0,2,0,STCB
0,4,1,2025-01-01,0,2,0,STCB
0,4,1,2024-12-01,0,2,0,STCB
0,4,1,2024-11-01,0,2,0,STCB
0,14,3,2025-02-01,0,5,0,SUZB3.SA
0,14,3,2025-01-01,0,5,0,SUZB3.SA
0,13,4,2024-12-01,0,5,0,SUZB3.SA
0,13,4,2024-11-01,0,5,0,SUZB3.SA
0,6,1,2025-02-01,0,2,0,UTI
0,6,1,2025-01-01,0,2,0,UTI
0,7,1,2024-12-01,0,2,0,UTI
0,7,1,2024-11-01,0,2,0,UTI
0,9,1,2025-02-01,1,3,0,TGTX
0,9,1,2025-01-01,1,4,0,TGTX
0,9,2,2024-12-01,1,4,0,TGTX
0,9,2,2024-11-01,1,4,0,TGTX
0,6,6,2025-02-01,3,6,0,BL
0,2,9,2025-01-01,6,1,3,BL
0,2,9,2024-12-01,6,1,3,BL
0,6,8,2024-11-01,3,5,0,BL
0,9,1,2025-02-01,0,5,0,AVDL
0,9,1,2025-01-01,0,6,0,AVDL
0,9,1,2024-12-01,0,6,0,AVDL
0,9,1,2024-11-01,0,6,0,AVDL
0,7,5,2025-02-01,0,3,0,CUZ
0,6,5,2025-01-01,2,3,0,CUZ
0,7,4,2024-12-01,2,3,0,CUZ
0,7,4,2024-11-01,2,3,0,CUZ
0,14,9,2025-02-01,0,2,0,FTV
0,14,9,2025-01-01,0,2,0,FTV
0,14,8,2024-12-01,0,3,0,FTV
0,14,6,2024-11-01,0,4,0,FTV
0,4,2,2025-02-01,0,3,0,DRIO
0,5,1,2025-01-01,0,3,0,DRIO
0,5,1,2024-12-01,0,3,0,DRIO
0,5,1,2024-11-01,0,3,0,DRIO
0,4,1,2024-07-01,0,2,0,ENSC
0,4,1,2024-06-01,0,2,0,ENSC
0,4,1,2024-05-01,0,2,0,ENSC
0,4,1,2024-04-01,0,2,0,ENSC
0,8,4,2025-02-01,0,2,0,RCEL
0,8,4,2025-01-01,0,2,0,RCEL
0,7,4,2024-12-01,0,2,0,RCEL
0,7,4,2024-11-01,0,3,0,RCEL
0,5,1,2025-02-01,0,3,0,STRA
0,5,1,2025-01-01,0,3,0,STRA
0,5,1,2024-12-01,0,3,0,STRA
0,5,1,2024-11-01,0,3,0,STRA
0,9,1,2025-02-01,0,3,0,LGND
0,9,1,2025-01-01,0,3,0,LGND
0,9,1,2024-12-01,0,3,0,LGND
0,9,1,2024-11-01,0,3,0,LGND
0,18,1,2025-02-01,0,4,0,CVE.TO
0,18,1,2025-01-01,0,5,0,CVE.TO
0,18,1,2024-12-01,0,5,0,CVE.TO
0,18,1,2024-11-01,0,5,0,CVE.TO
0,0,2,2025-02-01,2,0,2,FNMA
0,0,3,2025-01-01,1,0,3,FNMA
0,0,3,2024-12-01,1,0,3,FNMA
0,1,2,2024-11-01,1,0,3,FNMA
0,3,1,2024-09-01,0,1,0,EVMT.V
0,3,1,2024-08-01,0,1,0,EVMT.V
0,3,1,2024-07-01,0,1,0,EVMT.V
0,3,1,2024-06-01,0,1,0,EVMT.V
0,7,9,2025-02-01,0,4,0,BZU.MI
0,7,9,2025-01-01,0,4,0,BZU.MI
0,8,9,2024-12-01,0,4,0,BZU.MI
0,10,5,2024-11-01,1,4,0,BZU.MI
0,6,5,2025-02-01,0,3,0,EB
0,6,5,2025-01-01,0,3,0,EB
0,6,5,2024-12-01,0,3,0,EB
0,6,6,2024-11-01,0,3,0,EB
0,3,1,2025-02-01,0,3,0,ALTI
0,3,1,2025-01-01,0,3,0,ALTI
0,3,1,2024-12-01,0,3,0,ALTI
0,3,1,2024-11-01,0,3,0,ALTI
0,0,3,2022-07-01,2,0,3,LTRPA
0,0,3,2022-06-01,2,0,3,LTRPA
0,0,3,2022-05-01,2,0,3,LTRPA
0,0,3,2022-04-01,2,0,3,LTRPA
0,0,3,2024-10-01,1,0,2,PRTG
0,0,3,2024-09-01,1,0,2,PRTG
0,0,3,2024-08-01,1,0,2,PRTG
0,0,3,2024-07-01,1,0,2,PRTG
0,14,8,2025-02-01,1,7,0,GLPI
0,15,6,2025-01-01,1,7,0,GLPI
0,14,7,2024-12-01,1,7,0,GLPI
0,13,8,2024-11-01,1,7,0,GLPI
0,0,6,2025-02-01,1,0,2,MNTK
0,0,6,2025-01-01,1,0,2,MNTK
0,0,6,2024-12-01,1,0,2,MNTK
0,3,4,2024-11-01,0,3,0,MNTK
0,3,1,2024-05-01,0,1,0,VQS.TO
0,3,1,2024-04-01,0,1,0,VQS.TO
0,3,1,2024-03-01,0,1,0,VQS.TO
0,3,1,2024-02-01,0,1,0,VQS.TO
0,20,4,2025-02-01,0,9,0,ONON
0,20,4,2025-01-01,0,8,0,ONON
0,20,4,2024-12-01,0,7,0,ONON
0,15,5,2024-11-01,1,5,0,ONON
0,6,2,2025-02-01,0,3,0,ILLM.TO
0,6,2,2025-01-01,0,3,0,ILLM.TO
0,6,2,2024-12-01,0,3,0,ILLM.TO
0,5,2,2024-11-01,0,3,0,ILLM.TO
0,7,2,2025-02-01,0,3,0,SUN
0,7,2,2025-01-01,0,3,0,SUN
0,7,2,2024-12-01,0,3,0,SUN
0,7,2,2024-11-01,0,3,0,SUN
0,14,10,2025-02-01,0,3,0,DUOL
0,14,9,2025-01-01,0,3,0,DUOL
0,12,8,2024-12-01,0,4,0,DUOL
0,13,7,2024-11-01,0,4,0,DUOL
0,3,1,2021-12-01,0,3,0,PRKR
0,3,1,2021-11-01,0,3,0,PRKR
0,3,1,2021-10-01,0,3,0,PRKR
0,3,1,2021-09-01,0,3,0,PRKR
0,15,19,2025-02-01,0,8,0,BIIB
0,16,18,2025-01-01,0,8,0,BIIB
0,16,16,2024-12-01,0,11,0,BIIB
0,17,14,2024-11-01,0,11,0,BIIB
0,9,3,2025-02-01,0,4,0,PRTA
0,9,3,2025-01-01,0,4,0,PRTA
0,7,3,2024-12-01,0,4,0,PRTA
0,7,3,2024-11-01,0,4,0,PRTA
0,7,3,2025-02-01,0,4,0,SOL.JO
0,6,4,2025-01-01,0,4,0,SOL.JO
0,6,4,2024-12-01,0,4,0,SOL.JO
0,5,4,2024-11-01,0,4,0,SOL.JO
0,3,1,2025-02-01,0,3,0,NVNO
0,3,1,2025-01-01,0,3,0,NVNO
0,3,1,2024-12-01,0,3,0,NVNO
0,3,1,2024-11-01,0,3,0,NVNO
0,9,4,2025-02-01,0,4,0,UPWK
0,9,4,2025-01-01,0,4,0,UPWK
0,9,4,2024-12-01,0,4,0,UPWK
0,9,4,2024-11-01,0,4,0,UPWK
0,4,1,2025-02-01,0,2,0,PBLA
0,4,1,2025-01-01,0,2,0,PBLA
0,4,1,2024-12-01,0,2,0,PBLA
0,4,1,2024-11-01,0,2,0,PBLA
0,12,2,2025-02-01,0,3,0,EVGO
0,12,2,2025-01-01,0,3,0,EVGO
0,12,2,2024-12-01,0,3,0,EVGO
0,12,2,2024-11-01,0,3,0,EVGO
0,7,21,2025-02-01,2,3,1,QRVO
0,2,25,2025-01-01,3,1,3,QRVO
0,2,25,2024-12-01,3,1,3,QRVO
0,7,21,2024-11-01,2,3,1,QRVO
0,5,1,2025-02-01,0,3,0,LBC.V
0,5,1,2025-01-01,0,3,0,LBC.V
0,5,1,2024-12-01,0,3,0,LBC.V
0,5,1,2024-11-01,0,3,0,LBC.V
0,9,1,2025-02-01,0,5,0,SRRK
0,9,1,2025-01-01,0,5,0,SRRK
0,9,1,2024-12-01,0,5,0,SRRK
0,9,1,2024-11-01,0,5,0,SRRK
0,4,3,2025-02-01,0,4,0,GBDC
0,4,3,2025-01-01,0,4,0,GBDC
0,4,3,2024-12-01,0,4,0,GBDC
0,4,3,2024-11-01,0,4,0,GBDC
0,5,1,2025-02-01,2,3,0,PRLD
0,5,1,2025-01-01,2,3,0,PRLD
0,5,1,2024-12-01,2,3,0,PRLD
0,5,1,2024-11-01,2,3,0,PRLD
0,12,3,2025-02-01,0,8,0,WH
0,12,4,2025-01-01,0,8,0,WH
0,12,3,2024-12-01,0,8,0,WH
0,12,3,2024-11-01,0,8,0,WH
0,4,1,2025-02-01,0,2,0,ABAT
0,4,1,2025-01-01,0,2,0,ABAT
0,4,1,2024-12-01,0,2,0,ABAT
0,4,1,2024-11-01,0,2,0,ABAT
0,3,3,2025-02-01,0,4,0,ARKO
0,4,3,2025-01-01,0,4,0,ARKO
0,4,3,2024-12-01,0,4,0,ARKO
0,4,3,2024-11-01,0,4,0,ARKO
0,4,3,2025-02-01,0,3,0,GOGO
0,4,3,2025-01-01,0,3,0,GOGO
0,4,3,2024-12-01,0,3,0,GOGO
0,4,3,2024-11-01,0,3,0,GOGO
0,16,11,2025-02-01,0,6,0,ETN
0,17,10,2025-01-01,0,6,0,ETN
0,17,10,2024-12-01,0,6,0,ETN
0,17,9,2024-11-01,0,6,0,ETN
0,12,3,2025-02-01,1,8,0,BMRI.JK
0,12,4,2025-01-01,0,8,0,BMRI.JK
0,11,5,2024-12-01,0,8,0,BMRI.JK
0,11,6,2024-11-01,0,7,0,BMRI.JK
0,3,6,2025-02-01,0,4,0,LAND
0,3,6,2025-01-01,0,4,0,LAND
0,3,6,2024-12-01,0,4,0,LAND
0,4,5,2024-11-01,0,4,0,LAND
0,4,1,2023-07-01,0,2,0,GCEH
0,4,1,2023-06-01,0,2,0,GCEH
0,4,1,2023-05-01,0,2,0,GCEH
0,4,1,2023-04-01,0,2,0,GCEH
0,4,1,2025-02-01,0,3,0,OXLC
0,5,1,2025-01-01,0,3,0,OXLC
0,5,1,2024-12-01,0,3,0,OXLC
0,4,1,2024-11-01,0,3,0,OXLC
0,17,6,2025-02-01,0,6,0,BAC
0,14,8,2025-01-01,0,6,0,BAC
0,16,6,2024-12-01,0,6,0,BAC
0,15,8,2024-11-01,0,5,0,BAC
0,8,4,2025-02-01,0,6,0,FOLD
0,8,4,2025-01-01,0,7,0,FOLD
0,9,3,2024-12-01,0,7,0,FOLD
0,9,3,2024-11-01,0,7,0,FOLD
0,10,21,2025-02-01,1,3,0,DLTR
0,10,21,2025-01-01,1,3,0,DLTR
0,10,21,2024-12-01,1,3,0,DLTR
0,12,18,2024-11-01,1,3,0,DLTR
0,5,1,2025-02-01,0,2,0,SUNS
0,4,1,2025-01-01,0,2,0,SUNS
0,4,1,2024-12-01,0,2,0,SUNS
0,4,1,2024-11-01,0,2,0,SUNS
0,1,7,2025-02-01,6,2,3,SIRI
0,1,7,2025-01-01,6,2,3,SIRI
0,2,5,2024-12-01,6,3,3,SIRI
0,2,5,2024-11-01,6,3,3,SIRI
0,11,6,2025-02-01,1,7,0,FRVIA.PA
0,11,7,2025-01-01,1,7,0,FRVIA.PA
0,12,6,2024-12-01,1,7,0,FRVIA.PA
0,12,7,2024-11-01,1,7,0,FRVIA.PA
0,8,1,2025-02-01,0,2,0,CRMD
0,7,1,2025-01-01,0,2,0,CRMD
0,7,1,2024-12-01,0,2,0,CRMD
0,7,1,2024-11-01,0,2,0,CRMD
0,14,10,2025-02-01,0,5,0,WFC
0,13,12,2025-01-01,0,5,0,WFC
0,13,12,2024-12-01,0,5,0,WFC
0,13,12,2024-11-01,0,5,0,WFC
0,6,2,2025-02-01,0,4,0,URGN
0,6,2,2025-01-01,0,5,0,URGN
0,6,2,2024-12-01,0,5,0,URGN
0,6,2,2024-11-01,0,5,0,URGN
0,6,1,2025-02-01,0,2,0,AMPY
0,6,1,2025-01-01,0,2,0,AMPY
0,6,1,2024-12-01,0,2,0,AMPY
0,6,1,2024-11-01,0,2,0,AMPY
0,13,8,2025-02-01,0,9,0,APP
0,12,8,2025-01-01,0,10,0,APP
0,11,8,2024-12-01,0,11,0,APP
0,12,7,2024-11-01,1,10,0,APP
0,17,1,2025-02-01,0,9,0,DAL
0,16,2,2025-01-01,0,9,0,DAL
0,17,2,2024-12-01,0,8,0,DAL
0,15,2,2024-11-01,0,8,0,DAL
0,6,2,2025-02-01,0,2,0,CEIX
0,6,1,2025-01-01,0,2,0,CEIX
0,6,1,2024-12-01,0,2,0,CEIX
0,6,1,2024-11-01,0,2,0,CEIX
0,29,7,2025-02-01,0,13,0,DDOG
0,31,5,2025-01-01,0,14,0,DDOG
0,31,4,2024-12-01,0,14,0,DDOG
0,30,5,2024-11-01,0,13,0,DDOG
0,12,16,2025-02-01,1,7,0,FIS
0,11,15,2025-01-01,1,9,0,FIS
0,11,15,2024-12-01,1,9,0,FIS
0,12,15,2024-11-01,0,8,0,FIS
0,5,4,2025-02-01,0,3,0,JRVR
0,5,4,2025-01-01,0,3,0,JRVR
0,5,4,2024-12-01,0,3,0,JRVR
0,5,4,2024-11-01,0,3,0,JRVR
0,7,1,2025-02-01,0,2,0,CLFD
0,7,1,2025-01-01,0,2,0,CLFD
0,7,1,2024-12-01,0,2,0,CLFD
0,7,1,2024-11-01,0,2,0,CLFD
0,6,2,2025-02-01,0,3,0,USIO
0,6,2,2025-01-01,0,3,0,USIO
0,6,2,2024-12-01,0,3,0,USIO
0,6,2,2024-11-01,0,3,0,USIO
0,3,1,2025-02-01,0,3,0,YORW
0,3,1,2025-01-01,0,3,0,YORW
0,3,1,2024-12-01,0,3,0,YORW
0,3,1,2024-11-01,0,3,0,YORW
0,11,11,2025-02-01,1,5,1,NOC
0,10,13,2025-01-01,1,4,1,NOC
0,10,13,2024-12-01,1,4,1,NOC
0,9,14,2024-11-01,1,4,1,NOC
0,3,2,2025-02-01,0,1,0,SCL
0,3,2,2025-01-01,0,1,0,SCL
0,3,2,2024-12-01,0,1,0,SCL
0,3,2,2024-11-01,0,1,0,SCL
0,5,1,2025-02-01,0,2,0,RBTC
0,5,1,2025-01-01,0,2,0,RBTC
0,5,1,2024-12-01,0,2,0,RBTC
0,5,1,2024-11-01,0,2,0,RBTC
0,12,6,2025-02-01,0,6,0,RGEN
0,12,6,2025-01-01,0,6,0,RGEN
0,12,5,2024-12-01,0,6,0,RGEN
0,12,4,2024-11-01,0,6,0,RGEN
0,2,2,2025-02-01,1,4,0,AHH
0,2,2,2025-01-01,1,4,0,AHH
0,2,2,2024-12-01,1,4,0,AHH
0,2,2,2024-11-01,1,4,0,AHH
0,7,1,2025-02-01,0,3,0,BLTE
0,7,1,2025-01-01,0,3,0,BLTE
0,7,1,2024-12-01,0,3,0,BLTE
0,7,1,2024-11-01,0,3,0,BLTE
0,9,1,2025-02-01,0,7,0,PCVX
0,9,1,2025-01-01,0,7,0,PCVX
0,8,1,2024-12-01,0,7,0,PCVX
0,8,1,2024-11-01,0,7,0,PCVX
0,5,8,2025-02-01,0,4,0,MGNX
0,5,8,2025-01-01,0,4,0,MGNX
0,5,8,2024-12-01,0,4,0,MGNX
0,6,7,2024-11-01,0,4,0,MGNX
0,9,8,2025-02-01,1,3,0,4661.T
0,8,9,2025-01-01,1,4,0,4661.T
0,8,9,2024-12-01,1,4,0,4661.T
0,8,9,2024-11-01,1,4,0,4661.T
0,6,3,2025-02-01,0,3,0,AMPH
0,6,3,2025-01-01,0,3,0,AMPH
0,6,3,2024-12-01,0,3,0,AMPH
0,6,3,2024-11-01,0,3,0,AMPH
0,11,13,2025-02-01,2,5,0,CHRW
0,9,17,2025-01-01,2,4,0,CHRW
0,8,18,2024-12-01,2,4,0,CHRW
0,8,19,2024-11-01,2,3,0,CHRW
0,0,3,2025-02-01,1,0,2,WTBA
0,0,3,2025-01-01,1,0,2,WTBA
0,0,3,2024-12-01,1,0,2,WTBA
0,0,3,2024-11-01,1,0,2,WTBA
0,4,1,2025-02-01,0,4,0,ATGE
0,4,1,2025-01-01,0,4,0,ATGE
0,4,1,2024-12-01,0,4,0,ATGE
0,4,1,2024-11-01,0,4,0,ATGE
0,6,1,2025-02-01,0,3,0,CNTY
0,6,1,2025-01-01,0,3,0,CNTY
0,6,1,2024-12-01,0,3,0,CNTY
0,4,2,2024-11-01,0,3,0,CNTY
0,0,6,2025-02-01,1,0,2,AVTE
0,0,6,2025-01-01,1,0,2,AVTE
0,0,6,2024-12-01,1,0,2,AVTE
0,0,6,2024-11-01,1,0,2,AVTE
0,0,2,2024-10-01,2,0,2,TRST
0,0,2,2024-09-01,2,0,2,TRST
0,0,2,2024-08-01,2,0,2,TRST
0,0,2,2024-07-01,2,0,2,TRST
0,1,9,2025-02-01,5,0,1,DVA
0,1,9,2025-01-01,5,0,1,DVA
0,4,7,2024-12-01,1,1,0,DVA
0,4,7,2024-11-01,1,1,0,DVA
0,3,4,2025-02-01,0,2,0,GTE
0,3,4,2025-01-01,0,2,0,GTE
0,3,4,2024-12-01,0,2,0,GTE
0,2,4,2024-11-01,0,2,0,GTE
0,7,1,2025-02-01,1,3,0,COHU
0,7,1,2025-01-01,1,3,0,COHU
0,7,2,2024-12-01,1,3,0,COHU
0,6,3,2024-11-01,1,3,0,COHU
0,4,3,2025-02-01,0,2,0,LFCR
0,4,3,2025-01-01,0,2,0,LFCR
0,4,3,2024-12-01,0,2,0,LFCR
0,4,3,2024-11-01,0,2,0,LFCR
0,4,5,2025-02-01,1,5,0,CLVT
0,4,5,2025-01-01,1,5,0,CLVT
0,4,5,2024-12-01,1,5,0,CLVT
0,4,4,2024-11-01,1,6,0,CLVT
0,8,12,2025-02-01,4,4,0,FL
0,8,13,2025-01-01,4,4,0,FL
0,8,13,2024-12-01,3,4,1,FL
0,3,13,2024-11-01,7,1,4,FL
0,0,11,2025-02-01,3,0,3,PCAR3.SA
0,0,13,2025-01-01,1,0,3,PCAR3.SA
0,0,13,2024-12-01,1,0,3,PCAR3.SA
0,0,13,2024-11-01,1,0,3,PCAR3.SA
0,7,3,2025-02-01,0,5,0,NVEE
0,7,3,2025-01-01,0,5,0,NVEE
0,7,3,2024-12-01,0,5,0,NVEE
0,7,3,2024-11-01,0,5,0,NVEE
0,9,7,2025-02-01,0,5,0,AGNC
0,9,7,2025-01-01,0,5,0,AGNC
0,9,7,2024-12-01,0,5,0,AGNC
0,9,7,2024-11-01,0,5,0,AGNC
0,8,4,2025-02-01,0,7,0,EWBC
0,8,4,2025-01-01,0,8,0,EWBC
0,9,2,2024-12-01,0,9,0,EWBC
0,10,2,2024-11-01,0,9,0,EWBC
0,1,13,2025-02-01,6,1,2,CRK
0,0,12,2025-01-01,6,1,2,CRK
0,0,11,2024-12-01,7,1,2,CRK
0,0,11,2024-11-01,7,1,2,CRK
0,5,2,2025-02-01,0,3,0,ONDS
0,5,2,2025-01-01,0,3,0,ONDS
0,5,2,2024-12-01,0,3,0,ONDS
0,5,2,2024-11-01,0,3,0,ONDS
0,5,1,2025-02-01,0,3,0,INUV
0,5,1,2025-01-01,0,3,0,INUV
0,5,1,2024-12-01,0,3,0,INUV
0,5,1,2024-11-01,0,3,0,INUV
0,4,1,2023-11-01,0,2,0,AGRI
0,4,1,2023-10-01,0,2,0,AGRI
0,4,1,2023-09-01,0,2,0,AGRI
0,4,1,2023-08-01,0,2,0,AGRI
0,5,1,2025-02-01,0,3,0,SSV.V
0,6,1,2025-01-01,0,3,0,SSV.V
0,6,1,2024-12-01,0,3,0,SSV.V
0,6,1,2024-11-01,0,3,0,SSV.V
0,9,4,2025-02-01,1,2,0,SEK.AX
0,9,4,2025-01-01,1,2,0,SEK.AX
0,9,4,2024-12-01,1,2,0,SEK.AX
0,9,4,2024-11-01,1,2,0,SEK.AX
0,0,10,2025-02-01,7,1,2,FTS.TO
0,0,11,2025-01-01,7,1,2,FTS.TO
0,0,11,2024-12-01,7,1,2,FTS.TO
0,1,10,2024-11-01,7,1,2,FTS.TO
0,10,1,2025-02-01,0,3,0,CCJ
0,9,2,2025-01-01,0,4,0,CCJ
0,9,2,2024-12-01,0,4,0,CCJ
0,9,2,2024-11-01,0,4,0,CCJ
0,10,5,2025-02-01,0,6,0,PPL
0,11,5,2025-01-01,0,6,0,PPL
0,10,5,2024-12-01,0,6,0,PPL
0,9,6,2024-11-01,0,6,0,PPL
0,0,3,2025-02-01,1,0,3,ALBPS.PA
0,0,3,2025-01-01,1,0,3,ALBPS.PA
0,0,3,2024-12-01,1,0,3,ALBPS.PA
0,0,3,2024-11-01,1,0,3,ALBPS.PA
0,6,2,2025-02-01,0,3,1,CRS
0,6,2,2025-01-01,0,3,1,CRS
0,6,2,2024-12-01,0,3,1,CRS
0,5,2,2024-11-01,0,3,1,CRS
0,11,3,2025-02-01,0,4,0,DQ
0,12,3,2025-01-01,1,4,0,DQ
0,12,3,2024-12-01,1,4,0,DQ
0,10,5,2024-11-01,1,4,0,DQ
0,5,2,2025-02-01,0,2,0,BSVN
0,5,2,2025-01-01,0,2,0,BSVN
0,5,2,2024-12-01,0,2,0,BSVN
0,5,2,2024-11-01,0,2,0,BSVN
0,1,6,2025-02-01,3,0,2,HRZN
0,1,7,2025-01-01,3,0,2,HRZN
0,1,6,2024-12-01,3,0,3,HRZN
0,1,6,2024-11-01,3,0,3,HRZN
0,4,3,2025-02-01,0,2,0,ADAG
0,6,2,2025-01-01,0,2,0,ADAG
0,6,2,2024-12-01,0,2,0,ADAG
0,6,1,2024-11-01,0,3,0,ADAG
0,4,3,2025-02-01,0,2,0,SRCE
0,0,5,2025-01-01,1,0,2,SRCE
0,0,5,2024-12-01,1,0,2,SRCE
0,0,5,2024-11-01,1,0,2,SRCE
0,0,8,2025-02-01,5,0,3,AM
0,0,8,2025-01-01,5,0,3,AM
0,1,7,2024-12-01,5,0,3,AM
0,1,7,2024-11-01,5,0,3,AM
0,11,3,2025-02-01,0,1,0,STN.TO
0,11,3,2025-01-01,0,1,0,STN.TO
0,11,3,2024-12-01,0,1,0,STN.TO
0,10,4,2024-11-01,0,1,0,STN.TO
0,6,7,2025-02-01,2,3,0,VSCO
0,5,8,2025-01-01,2,3,0,VSCO
0,3,6,2024-12-01,5,1,2,VSCO
0,3,6,2024-11-01,5,1,2,VSCO
0,0,5,2025-02-01,1,0,2,GSBC
0,0,5,2025-01-01,1,0,2,GSBC
0,0,5,2024-12-01,1,0,2,GSBC
0,0,5,2024-11-01,1,0,2,GSBC
0,6,1,2025-02-01,0,3,0,SABS
0,7,1,2025-01-01,0,3,0,SABS
0,7,1,2024-12-01,0,3,0,SABS
0,7,1,2024-11-01,0,3,0,SABS
0,5,13,2025-02-01,0,5,0,CPRI
0,3,16,2025-01-01,0,4,0,CPRI
0,3,15,2024-12-01,0,4,0,CPRI
0,3,15,2024-11-01,0,3,0,CPRI
0,0,5,2025-02-01,1,0,2,WASH
0,0,5,2025-01-01,1,0,2,WASH
0,0,5,2024-12-01,1,0,2,WASH
0,0,5,2024-11-01,1,0,2,WASH
0,6,2,2025-02-01,0,1,0,DSG.TO
0,7,4,2025-01-01,0,1,0,DSG.TO
0,7,4,2024-12-01,0,1,0,DSG.TO
0,7,4,2024-11-01,0,1,0,DSG.TO
0,12,5,2025-02-01,0,6,0,ACGL
0,12,5,2025-01-01,0,6,0,ACGL
0,12,5,2024-12-01,0,6,0,ACGL
0,12,5,2024-11-01,0,6,0,ACGL
0,5,5,2025-02-01,0,5,0,CDNA
0,5,4,2025-01-01,1,5,0,CDNA
0,5,4,2024-12-01,1,5,0,CDNA
0,5,4,2024-11-01,1,5,0,CDNA
0,0,4,2025-02-01,1,0,2,BCOV
0,0,4,2025-01-01,1,0,2,BCOV
0,0,4,2024-12-01,1,0,2,BCOV
0,4,2,2024-11-01,0,2,0,BCOV
0,4,1,2025-02-01,0,2,0,PTPI
0,4,1,2025-01-01,0,2,0,PTPI
