date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2024-12-31,CC,USD,0001627223,2025-02-18,2025-02-18 06:14:44,2024,FY,5782000000.0,4631000000.0,1151000000.0,0.1990660671,109000000.0,0.0,0.0,585000000.0,0,694000000.0,5325000000.0,0.0,264000000.0,301000000.0,692000000.0,0.119681771,457000000.0,0.079038395,-330000000.0,127000000.0,0.0219647181,41000000.0,86000000.0,0.0148737461,0.58,0.57,149494462.0,150013636.0,https://www.sec.gov/Archives/edgar/data/1627223/000095017025021787/0000950170-25-021787-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000095017025021787/cc-20241231.htm
2023-12-31,CC,USD,0001627223,2024-03-27,2024-03-27 16:08:25,2023,FY,6027000000.0,4721000000.0,1306000000.0,0.217,108000000.0,0.0,0.0,1290000000.0,0,1398000000.0,6114000000.0,0.0,208000000.0,307000000.0,197000000.0,0.0326862452,-92000000.0,-0.0152646424,-226000000.0,-318000000.0,-0.0527625684,-81000000.0,-238000000.0,-0.0394889663,-1.6,-1.6,148912397.0,148912397.0,https://www.sec.gov/Archives/edgar/data/1627223/000095017024037171/0000950170-24-037171-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000095017024037171/cc-20231231.htm
2022-12-31,CC,USD,0001627223,2023-02-10,2023-02-10 16:06:58,2022,FY,6794000000.0,5178000000.0,1616000000.0,0.2378569326,118000000.0,0.0,0.0,710000000.0,70000000,828000000.0,6006000000.0,163000000.0,163000000.0,291000000.0,1204000000.0,0.1772151899,913000000.0,0.1343832794,-45000000.0,741000000.0,0.1090668237,163000000.0,578000000.0,0.0850750662,3.72,3.65,155359361.0,158303007.0,https://www.sec.gov/Archives/edgar/data/1627223/000095017023002467/0000950170-23-002467-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000095017023002467/cc-20221231.htm
2021-12-31,CC,USD,0001627223,2022-02-11,2022-02-11 16:20:04,2021,FY,6345000000.0,4964000000.0,1381000000.0,0.218,107000000.0,0.0,0.0,592000000.0,163000000,699000000.0,5663000000.0,185000000.0,185000000.0,317000000.0,1205000000.0,0.1899133176,888000000.0,0.1399527187,-6000000.0,676000000.0,0.1065405831,68000000.0,608000000.0,0.0958234831,3.69,3.6,164943575.0,168698439.0,https://www.sec.gov/Archives/edgar/data/1627223/000156459022004791/0001564590-22-004791-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000156459022004791/cc-10k_20211231.htm
2020-12-31,CC,USD,0001627223,2021-02-12,2021-02-12 16:33:01,2020,FY,4969000000.0,3902000000.0,1067000000.0,0.2147313343,93000000.0,0.0,0.0,527000000.0,39000000,620000000.0,4522000000.0,210000000.0,210000000.0,320000000.0,767000000.0,0.1668343731,509000000.0,0.1024350976,-268000000.0,179000000.0,0.0360233447,-40000000.0,219000000.0,0.0440732542,1.33,1.32,164681827.0,166346529.0,https://www.sec.gov/Archives/edgar/data/1627223/000156459021005805/0001564590-21-005805-index.htm,https://www.sec.gov/Archives/edgar/data/1627223/000156459021005805/cc-10k_20201231.htm
2024-12-31,EFX,USD,0000033185,2025-02-20,2025-02-20 16:25:43,2024,FY,5681100000.0,2518700000.0,3162400000.0,1.0,0.0,0.0,0.0,1450500000.0,669800000,2120300000.0,4639000000.0,0.0,229100000.0,680600000.0,1720200000.0,0.3027934731,1042100000.0,0.1834327859,-231600000.0,810500000.0,0.142666033,203200000.0,604100000.0,0.1063350407,4.88,4.84,123800000.0,124900000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318525000025/0000033185-25-000025-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318525000025/efx-20241231.htm
2023-12-31,EFX,USD,0000033185,2024-02-22,2024-02-22 16:20:17,2023,FY,5265200000.0,2335100000.0,2930100000.0,0.557,0.0,1285800000.0,67000000.0,1385700000.0,610800000,1996500000.0,4331600000.0,0.0,241400000.0,619800000.0,1579100000.0,0.2999126339,933600000.0,0.1773152017,-215700000.0,717900000.0,0.1363480969,166200000.0,545300000.0,0.1035668161,4.44,4.4,122900000.0,123900000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318524000017/0000033185-24-000017-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318524000017/efx-20231231.htm
2022-12-31,EFX,USD,0000033185,2023-02-23,2023-02-23 16:36:35,2022,FY,5122200000.0,2177200000.0,2945000000.0,0.5749482644,0.0,1258800000.0,70100000.0,1328900000.0,560100000,1889000000.0,4066200000.0,183000000.0,183000000.0,560100000.0,1672800000.0,0.3282378665,1056000000.0,0.206161415,-126300000.0,929700000.0,0.1815040412,229500000.0,696200000.0,0.1359181602,5.69,5.65,122400000.0,123300000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318523000012/0000033185-23-000012-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318523000012/efx-20221231.htm
2021-12-31,EFX,USD,0000033185,2022-02-24,2022-02-24 16:55:14,2021,FY,4923900000.0,1980900000.0,2943000000.0,0.598,0.0,1254400000.0,70200000.0,1324600000.0,480400000,1805000000.0,3785900000.0,145600000.0,145600000.0,480400000.0,1575200000.0,0.3217774528,1138000000.0,0.23111761,-188800000.0,949200000.0,0.1927740206,200700000.0,744200000.0,0.1511403562,6.11,6.02,121900000.0,123600000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318522000014/0000033185-22-000014-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318522000014/efx-20211231.htm
2020-12-31,EFX,USD,0000033185,2021-02-25,2021-02-25 16:41:22,2020,FY,4127500000.0,1737400000.0,2390100000.0,0.579067232,0.0,1263500000.0,59000000.0,1322500000.0,391000000,1713500000.0,3450900000.0,141600000.0,141600000.0,391000000.0,1217800000.0,0.2970563295,676600000.0,0.163924894,8600000.0,685200000.0,0.1660084797,159000000.0,520100000.0,0.1260084797,4.28,4.24,121500000.0,122800000.0,https://www.sec.gov/Archives/edgar/data/33185/000003318521000025/0000033185-21-000025-index.htm,https://www.sec.gov/Archives/edgar/data/33185/000003318521000025/efx-20201231.htm
2024-01-31,PPIH,USD,0000914122,2024-05-30,2024-05-30 14:17:36,2023,FY,150668000.0,109210000.0,41458000.0,0.2751612818,500000.0,22591000.0,5508000.0,28099000.0,0,28099000.0,137309000.0,163000.0,2429000.0,3830000.0,15987000.0,0.1061074681,13359000.0,0.0886651446,-3468000.0,9891000.0,0.0656476491,-3320000.0,10471000.0,0.0694971726,1.31,1.3,7977000.0,8073000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774924018710/0001437749-24-018710-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774924018710/ppih20240131_10ka.htm
2023-01-31,PPIH,USD,0000914122,2023-04-27,2023-04-27 16:17:01,2022,FY,142569000.0,104268000.0,38301000.0,0.2686488648,700000.0,21994000.0,5163000.0,27157000.0,533000,27157000.0,131425000.0,124000.0,2119000.0,3933000.0,14790000.0,0.0819042008,8031000.0,0.0563306189,-1586000.0,9558000.0,0.0670412221,3613000.0,5945000.0,0.0416991071,0.75,0.73,7976000.0,8116000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774923011368/0001437749-23-011368-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774923011368/ppih20230131_10k.htm
2022-01-31,PPIH,USD,0000914122,2022-04-19,2022-04-19 16:17:16,2021,FY,138552000.0,106022000.0,32530000.0,0.235,400000.0,19893000.0,4526000.0,24419000.0,1044000,24419000.0,130441000.0,90000.0,828000.0,4569000.0,12435000.0,0.0660762746,4831000.0,0.0348677753,216000.0,8327000.0,0.060100179,2265000.0,6062000.0,0.0437525261,0.75,0.72,8132999.0,8418000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774922009216/0001437749-22-009216-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774922009216/ppih20220131_10k.htm
2021-01-31,PPIH,USD,0000914122,2021-04-15,2021-04-15 16:26:12,2020,FY,84694000.0,73515000.0,11179000.0,0.1319928212,300000.0,17222000.0,5334000.0,22556000.0,3983000,22556000.0,96071000.0,268000.0,381000.0,4953000.0,-2173000.0,-0.0873025244,-11377000.0,-0.1343306492,3602000.0,-7775000.0,-0.0918010721,-133000.0,-7642000.0,-0.0902307129,-0.94,-0.94,8125999.0,8125999.0,https://www.sec.gov/Archives/edgar/data/914122/000143774921009033/0001437749-21-009033-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774921009033/ppih20210131_10k.htm
2020-01-31,PPIH,USD,0000914122,2020-04-21,2020-04-21 09:11:55,2019,FY,127663000.0,98617000.0,29046000.0,0.2275208949,300000.0,17875000.0,5231000.0,23106000.0,1059000,23106000.0,121723000.0,201000.0,905000.0,4437000.0,5940000.0,0.0465287515,1503000.0,0.0117731841,-905000.0,5035000.0,0.039439775,1459000.0,3576000.0,0.0280112484,0.45,0.43,7989000.0,8284000.0,https://www.sec.gov/Archives/edgar/data/914122/000143774920008088/0001437749-20-008088-index.htm,https://www.sec.gov/Archives/edgar/data/914122/000143774920008088/ppih20191226_10k.htm
2024-07-31,MHN,USD,0001038186,2024-07-31,2024-07-30 20:00:00,2024,FY,25867139.0,0.0,25867139.0,1.0,0.0,3545839.0,24421.0,3570260.0,0,3570260.0,3570260.0,25388763.0,10802848.0,-22296879.0,0.0,0.0,22296879.0,0.8619770049,-8947363.0,13349516.0,0.5160801123,0.0,13349516.0,0.5160801123,0.44,0.44,30241637.0,30241637.0,,
2023-07-31,MHN,USD,0001038186,2023-07-31,2023-07-30 20:00:00,2023,FY,-2137067.0,3334615.0,-5471682.0,2.56,0.8817641187665151,334186.0,24360.0,334186.0,12769226,-12769226.0,-9434611.0,25130839.0,9132762.0,-21880223.0,0.0,-3.4147455368,7297540.0,-3.4147455368,-23764612.0,-1884389.0,0.8817641188,21880223.0,-1884389.0,0.8817641188,-0.0617,-0.0617,30535000.0,30535000.0,,
2022-07-31,MHN,USD,0001038186,2022-07-31,2022-07-30 20:00:00,2022,FY,19172403.0,3853163.0,15319240.0,0.7990255577,-3.619444930149262,4001390.0,24317.0,-3.619444930149262,31132023,91063516.0,15319240.0,3015968.0,3316928.0,-20660380.0,-66076532.0,4.4464398125,20660380.0,1.0776103548,-90053777.0,-69393397.0,-3.6194418091,-66076530.0,-66076530.0,-3.446439656,0.95,35278446.0,-69393460.0,-1.873,,
2021-08-31,MHN,USD,0001038186,2021-08-31,2021-08-31 00:00:00,2021,FY,29340240.0,4291874.0,25048366.0,0.854,1.0967883583799478,442269.0,24338.0,442269.0,-253320,188949.0,188949.0,26712668.0,2637139.0,-22256002.0,0.0,0.9935600731,29151291.0,0.9935600731,6895289.0,29151291.0,0.9935600731,19569713.0,29151291.0,0.9935600731,0.94,0.94,31132023.0,31132023.0,,
2020-08-31,MHN,USD,0001038186,2020-08-31,2020-08-31 00:00:00,2020,FY,5369070.0,0.0,5369070.0,1.0,0.0,397452.0,24427.0,397452.0,-262100,135352.0,135352.0,28362932.0,5327821.0,-24020826.0,-13459287.0,0.9747904199,5233718.0,0.9747904199,-18787108.0,5233718.0,0.9747904199,5233718.0,5233718.0,0.9747904199,0.17,0.17,30786576.0,30786576.0,,
2024-12-31,IMCR,USD,0001671927,2025-02-26,2025-02-26 07:00:54,2024,FY,310202000.0,2731000.0,307471000.0,0.9911960593,222151000.0,0.0,0.0,155781000.0,0,377932000.0,380663000.0,25618000.0,18844000.0,0.0,-70461000.0,-0.2271455374,-70461000.0,-0.2271455374,17524000.0,-52937000.0,-0.1706533162,-1850000.0,-51087000.0,-0.1646894604,-1.02,-1.02,49991064.0,49991064.0,https://www.sec.gov/Archives/edgar/data/1671927/000167192725000006/0001671927-25-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000167192725000006/imcr-20241231.htm
2023-12-31,IMCR,USD,0001671927,2024-02-28,2024-02-28 07:33:51,2023,FY,249428000.0,1037000.0,248391000.0,0.996,163545000.0,0.0,0.0,144495000.0,0,308040000.0,309077000.0,17986000.0,5154000.0,4090000.0,-51646000.0,-0.2070577481,-59649000.0,-0.2391431595,-1241000.0,-60890000.0,-0.2441185432,-5603000.0,-55287000.0,-0.221655147,-1.13,-1.13,48888975.0,48888975.0,https://www.sec.gov/Archives/edgar/data/1671927/000114036124009921/0001140361-24-009921-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000114036124009921/ef20015345_10k.htm
2022-12-31,IMCR,GBP,0001671927,2023-03-01,2023-03-01 09:13:51,2022,FY,143737000.0,454000.0,143283000.0,0.9968414535,89170000.0,0.0,0.0,93723000.0,-3000,182890000.0,183344000.0,3154000.0,7692000.0,5335000.0,-38354882.0,-0.253609022,-39607000.0,-0.275551876,5787765.0,-44145000.0,-0.3071234268,-2921000.0,-41224000.0,-0.286801589,-0.9,-0.9,45714923.0,45714923.0,https://www.sec.gov/Archives/edgar/data/1671927/000114036123009313/0001140361-23-009313-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000114036123009313/brhc10048769_20f.htm
2021-12-31,IMCR,GBP,0001671927,2022-03-03,2022-03-03 07:09:56,2021,FY,26520000.0,73226000.0,-46706000.0,-1.761,73226000.0,88399000.0,0.0,88399000.0,57000,161682000.0,161682000.0,47000.0,5813000.0,7591000.0,-166715000.0,-5.0948340875,-135162000.0,-5.0966063348,33659000.0,-140928000.0,-5.3140271493,-9405000.0,-131523000.0,-4.9593891403,-3.1,-3.0,42488579.0,43862850.0,https://www.sec.gov/Archives/edgar/data/1671927/000114036122007578/0001140361-22-007578-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000114036122007578/brhc10034614_20f.htm
2020-12-31,IMCR,GBP,0001671927,2021-03-25,2021-03-25 07:01:19,2020,FY,30114000.0,74809000.0,-44695000.0,-1.4841933984,74809000.0,45740000.0,0.0,45740000.0,-1146000,119403000.0,119403000.0,706000.0,3109000.0,8976000.0,-102586641.590689,-2.5053795577,-86193000.0,-2.8622235505,-1167000.0,-87360000.0,-2.9009762901,-13267000.0,-74093000.0,-2.4604170818,-2.33,-2.33,31782885.0,31782885.0,https://www.sec.gov/Archives/edgar/data/1671927/000114036121009904/0001140361-21-009904-index.htm,https://www.sec.gov/Archives/edgar/data/1671927/000114036121009904/brhc10022122_20f.htm
2024-12-31,CORZ,USD,0001839341,2025-02-27,2025-02-26 19:42:47,2024,FY,510672000.0,389602000.0,121070000.0,0.2370797694,11830000.0,110448000.0,9969000.0,120417000.0,8019000,140266000.0,529868000.0,0.0,37070000.0,120121000.0,-1156955000.0,-2.2655540151,-19196000.0,-0.0375896857,-1294950000.0,-1314146000.0,-2.5733660745,859000.0,-1315005000.0,-2.5750481718,-5.14,-5.14,255832000.0,255832000.0,https://www.sec.gov/Archives/edgar/data/1839341/000162828025008302/0001628280-25-008302-index.htm,https://www.sec.gov/Archives/edgar/data/1839341/000162828025008302/core-20241231.htm
2023-12-31,CORZ,USD,0001839341,2024-03-13,2024-03-12 17:48:18,2023,FY,502400000.0,378941000.0,123459000.0,0.246,7184000.0,93908000.0,7019000.0,100927000.0,6387000,114498000.0,493439000.0,0.0,86238000.0,96445000.0,-63121000.0,-0.1256389331,8961000.0,0.0178363854,-254765000.0,-245804000.0,-0.4892595541,683000.0,-246487000.0,-0.4906190287,-0.65,-0.65,379863000.0,379863000.0,https://www.sec.gov/Archives/edgar/data/1839341/000162828024010682/0001628280-24-010682-index.htm,https://www.sec.gov/Archives/edgar/data/1839341/000162828024010682/core-20231231.htm
2022-12-31,CORZ,USD,0001839341,2023-04-04,2023-04-03 21:36:30,2022,FY,640313000.0,631913000.0,8400000.0,0.0131185842,26962000.0,213280000.0,12731000.0,226011000.0,-192085000,252973000.0,884886000.0,0.0,96826000.0,226093000.0,-1840490000.0,-0.0288608852,-244573000.0,-0.3819585109,-53856000.0,-2163409000.0,-3.3786741797,-17091000.0,-2146318000.0,-3.351982546,-6.3,-6.3,340647000.0,340647000.0,https://www.sec.gov/Archives/edgar/data/1839341/000162828023010454/0001628280-23-010454-index.htm,https://www.sec.gov/Archives/edgar/data/1839341/000162828023010454/core-20221231.htm
2021-12-31,CORZ,USD,0001839341,2022-03-30,2022-03-30 09:12:19,2021,FY,544483000.0,305621000.0,238862000.0,0.439,7674000.0,60486000.0,4062000.0,64548000.0,-16049000,72222000.0,377843000.0,0.0,44354000.0,33362000.0,167610000.0,0.3673245997,166640000.0,0.3060517959,-68419000.0,63075000.0,0.1158438372,15763000.0,47312000.0,0.0868934384,0.23,0.2,207263000.0,233305000.0,https://www.sec.gov/Archives/edgar/data/1839341/000119312522088850/0001193125-22-088850-index.htm,https://www.sec.gov/Archives/edgar/data/1839341/000119312522088850/d268076d10k.htm
2020-12-31,CORZ,USD,0001839341,2020-12-31,2020-12-30 19:00:00,2020,FY,60320000.0,50928000.0,9392000.0,0.1557029178,5271000.0,14554000.0,1771000.0,10400.0,-110000,10400.0,10400.0,0.0,4436000.0,9403000.0,-10400.0,-0.0001724138,-10400.0,-0.0001724138,-5879000.0,-10400.0,-0.0001724138,-4969000.0,-10400.0,-0.0001724138,-0.0002,-0.0002,43125000.0,43125000.0,,
2024-04-30,BKGFY,GBP,0001447137,2024-04-30,2024-04-28 20:00:00,2024,FY,2464300000.0,1819800000.0,644500000.0,0.2615347157,0.0,0.0,0.0,164800000.0,0,164800000.0,1984600000.0,12000000.0,0.0,4800000.0,591300000.0,0.2399464351,479700000.0,0.1946597411,77600000.0,557300000.0,0.2261494136,159700000.0,397600000.0,0.1613439922,3.71,3.71,107140932.0,107100000.0,,
2023-04-30,BKGFY,GBP,0001447137,2023-04-30,2023-04-29 20:00:00,2023,FY,2550200000.0,1853400000.0,696800000.0,0.273,0.0,0.0,0.0,174800000.0,0,174800000.0,2028200000.0,23100000.0,33700000.0,5600000.0,527600000.0,0.2068857345,522000000.0,0.2046898282,-10600000.0,507700000.0,0.1990824249,138300000.0,465700000.0,0.1826131284,4.27,4.23,109100000.0,110200000.0,,
2022-04-30,BKGFY,GBP,0001447137,2022-04-30,2022-04-29 20:00:00,2022,FY,2348000000.0,1683200000.0,664800000.0,0.2831345826,0.0,0.0,0.0,156800000.0,0,156800000.0,1840000000.0,2500000.0,15000000.0,5600000.0,513600000.0,0.2187393526,508000000.0,0.2163543441,-12500000.0,495400000.0,0.210988075,69100000.0,482400000.0,0.205451448,4.18,4.11,115500000.0,117300000.0,,
2021-04-30,BKGFY,GBP,0001447137,2021-04-30,2021-04-29 20:00:00,2021,FY,2202200000.0,1566900000.0,635300000.0,0.288,0.0,0.0,0.0,133000000.0,0,133000000.0,1699900000.0,3000000.0,9600000.0,5900000.0,508200000.0,0.2307692308,502300000.0,0.2280900917,-6600000.0,495700000.0,0.2250930887,95400000.0,422700000.0,0.1919444192,3.67,3.6,115068103.0,117376853.0,,
2020-04-30,BKGFY,GBP,0001447137,2020-04-30,2020-04-29 20:00:00,2020,FY,1920400000.0,1283000000.0,637400000.0,0.3319100187,0.0,0.0,0.0,167500000.0,0,167500000.0,1450500000.0,12400000.0,11700000.0,4700000.0,474600000.0,0.2471360133,469900000.0,0.2446886065,700000.0,470400000.0,0.244948969,93600000.0,410100000.0,0.2135492606,3.52,3.4,116545703.0,120793803.0,,
2023-12-31,DLOC,USD,0001407878,2024-03-29,2024-03-29 16:26:09,2023,FY,25846.0,0.0,25846.0,1.0,0.0,3958233.0,0.0,3958233.0,2000,3960233.0,3960233.0,0.0,985562.0,2000.0,-3932387.0,-152.1468312311,-3934387.0,-152.2242126441,-788807.0,-4723194.0,-182.7437127602,0.0,-4723194.0,-182.7437127602,-0.01,-0.0067,472366636.0,708657045.0,https://www.sec.gov/Archives/edgar/data/1407878/000149315224011984/0001493152-24-011984-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000149315224011984/form10-k.htm
2022-12-31,DLOC,USD,0001407878,2023-03-20,2023-03-20 06:39:55,2022,FY,23068.0,2000.0,21068.0,0.9132998093,0.0,3656684.0,0.0,3656684.0,2000,3658684.0,3658684.0,509633.0,509633.0,2000.0,-3633616.0,-157.5176001387,-3635616.0,-157.6043003295,4604630.0,969014.0,42.0068493151,-4604630.0,5573644.0,241.6179989596,0.0129,0.0129,433143911.0,433143911.0,https://www.sec.gov/Archives/edgar/data/1407878/000147793223001568/0001477932-23-001568-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000147793223001568/dloc_10k.htm
2021-12-31,DLOC,USD,0001407878,2022-03-28,2022-03-28 15:21:47,2021,FY,24029.0,2000.0,22029.0,0.917,0.0,2625881.0,0.0,2625881.0,2000,2627881.0,2627881.0,919095.0,919095.0,2000.0,-12199432.0,-108.279662075,-4699941.0,-195.5945316076,-8420586.0,-13120527.0,-546.0288401515,919095.0,-14039622.0,-584.2782471181,-0.0717,-0.0717,195725543.0,195725543.0,https://www.sec.gov/Archives/edgar/data/1407878/000147793222001669/0001477932-22-001669-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000147793222001669/dloc_10k.htm
2020-12-31,DLOC,USD,0001407878,2021-03-29,2021-03-29 13:06:52,2020,FY,0.0,595.0,-595.0,0.0,0.0,460826.0,0.0,460826.0,595,461421.0,461421.0,626685.0,626685.0,595.0,-460826.0,0.0,-461421.0,0.0,-2285774.0,-2747195.0,0.0,626685.0,-3373880.0,0.0,-0.0531,-0.0531,63539624.0,63539624.0,https://www.sec.gov/Archives/edgar/data/1407878/000147793221001746/0001477932-21-001746-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000147793221001746/dloc_10k.htm
2019-12-31,DLOC,USD,0001407878,2020-04-14,2020-04-14 12:20:32,2019,FY,0.0,522.0,-522.0,0.0,0.0,397949.0,0.0,397949.0,522,398471.0,398471.0,974713.0,974713.0,522.0,-754800.0,0.0,-755322.0,0.0,3966440.0,3211118.0,0.0,1244406.0,1966712.0,0.0,4.8,0.012,409997.0,164554219.0,https://www.sec.gov/Archives/edgar/data/1407878/000147793220001921/0001477932-20-001921-index.htm,https://www.sec.gov/Archives/edgar/data/1407878/000147793220001921/dloc_10k.htm
2024-12-31,AWK,USD,0001410636,2025-02-19,2025-02-19 16:27:57,2024,FY,4684000000.0,1858000000.0,2826000000.0,0.6033304868,0.0,0.0,0.0,1858000000.0,1108000000,2966000000.0,4824000000.0,94000000.0,523000000.0,788000000.0,2670000000.0,0.5700256191,1718000000.0,0.3667805295,-359000000.0,1359000000.0,0.2901366354,308000000.0,1051000000.0,0.2243808711,5.39,5.39,195000000.0,195000000.0,https://www.sec.gov/Archives/edgar/data/1410636/000141063625000022/0001410636-25-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1410636/000141063625000022/awk-20241231.htm
2023-12-31,AWK,USD,0001410636,2024-02-14,2024-02-14 16:28:14,2023,FY,4234000000.0,1720000000.0,2514000000.0,0.594,0.0,0.0,0.0,32000000.0,978000000,1010000000.0,2730000000.0,73000000.0,460000000.0,704000000.0,2360000000.0,0.5573925366,1504000000.0,0.3552196504,-308000000.0,1196000000.0,0.2824752008,252000000.0,944000000.0,0.2229570146,4.89,4.89,193000000.0,193000000.0,https://www.sec.gov/Archives/edgar/data/1410636/000141063624000050/0001410636-24-000050-index.htm,https://www.sec.gov/Archives/edgar/data/1410636/000141063624000050/awk-20231231.htm
2022-12-31,AWK,USD,0001410636,2023-02-15,2023-02-15 16:31:32,2022,FY,3792000000.0,1589000000.0,2203000000.0,0.5809599156,0.0,0.0,0.0,77000000.0,930000000,930000000.0,2519000000.0,52000000.0,433000000.0,649000000.0,1999000000.0,0.546149789,1273000000.0,0.3357067511,-265000000.0,1008000000.0,0.2658227848,188000000.0,820000000.0,0.2162447257,4.51,4.51,182000000.0,182000000.0,https://www.sec.gov/Archives/edgar/data/1410636/000141063623000020/0001410636-23-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1410636/000141063623000020/awk-20221231.htm
2021-12-31,AWK,USD,0001410636,2022-02-16,2022-02-16 16:32:28,2021,FY,3930000000.0,1777000000.0,2153000000.0,0.548,0.0,0.0,0.0,78000000.0,957000000,957000000.0,2734000000.0,4000000.0,403000000.0,636000000.0,1910000000.0,0.4916030534,1196000000.0,0.3043256997,444000000.0,1640000000.0,0.417302799,377000000.0,1263000000.0,0.3213740458,6.94,6.94,182000000.0,182000000.0,https://www.sec.gov/Archives/edgar/data/1410636/000141063622000048/0001410636-22-000048-index.htm,https://www.sec.gov/Archives/edgar/data/1410636/000141063622000048/awk-20211231.htm
2020-12-31,AWK,USD,0001410636,2021-02-24,2021-02-24 16:32:18,2020,FY,3777000000.0,1622000000.0,2155000000.0,0.5705586444,0.0,0.0,0.0,49000000.0,907000000,907000000.0,2529000000.0,2000000.0,408000000.0,604000000.0,1901000000.0,0.4903362457,1248000000.0,0.330420969,-324000000.0,924000000.0,0.2446386021,215000000.0,709000000.0,0.1877151178,3.92,3.9,181000000.0,182000000.0,https://www.sec.gov/Archives/edgar/data/1410636/000141063621000101/0001410636-21-000101-index.htm,https://www.sec.gov/Archives/edgar/data/1410636/000141063621000101/awk-20201231.htm
2024-03-31,SMPNY,JPY,0001669414,2024-03-31,2024-03-29 20:00:00,2024,FY,4613830000000.0,0.0,4613830000000.0,1.0,0.0,0.0,0.0,658750000000.0,4165770000000,4824520000000.0,4824520000000.0,0.0,13750000000.0,94124000000.0,-24224000000.0,-0.0052503018,-210690000000.0,-0.0456648815,690271000000.0,479581000000.0,0.1039442285,61514000000.0,416054000000.0,0.0901754074,419.69,419.69,991336462.0,991331000.0,,
2023-03-31,SMPNY,JPY,0001669414,2023-03-31,2023-03-30 20:00:00,2023,FY,4493349000000.0,0.0,4493349000000.0,1.0,0.0,0.0,0.0,598472000000.0,-1343760000000,4453081000000.0,4369935000000.0,241475000000.0,15966000000.0,81868000000.0,121633000000.0,0.0270695644,39765000000.0,0.0088497466,-3865646000000.0,123409000000.0,0.0274648152,30477000000.0,91156000000.0,0.0202868729,90.21,90.18,1010455010.0,1010839010.0,,
2022-03-31,SMPNY,JPY,0001669414,2022-03-31,2022-03-30 20:00:00,2022,FY,4130111000000.0,0.0,4130111000000.0,1.0,0.0,0.0,0.0,570387000000.0,-1218494000000,3830774000000.0,3812471000000.0,215785000000.0,14960000000.0,80468000000.0,315864000000.0,0.0764783319,235396000000.0,0.0569950783,317632000000.0,317632000000.0,0.0769064076,91022000000.0,224842000000.0,0.0544396991,214.75,214.62,1046998046.0,1047625047.0,,
2021-03-31,SMPNY,JPY,0001669414,2021-03-31,2021-03-30 20:00:00,2021,FY,3795192000000.0,0.0,3795192000000.0,1.0,0.0,0.0,0.0,537431000000.0,-1106348000000,3628835000000.0,3600250000000.0,198288000000.0,13734000000.0,68703000000.0,194529000000.0,0.0512566953,125826000000.0,0.0331540539,194937000000.0,194937000000.0,0.0513641998,52047000000.0,142482000000.0,0.0375427646,132.47,132.39,1075594075.0,1076236076.0,,
2020-03-31,SMPNY,JPY,0001669414,2020-03-31,2020-03-30 20:00:00,2020,FY,3714124000000.0,0.0,3714124000000.0,1.0,0.0,0.0,0.0,539172000000.0,-1106427000000,3562599000000.0,3536923000000.0,204135000000.0,14166000000.0,65362000000.0,176519000000.0,0.0475264154,111157000000.0,0.0299281876,177191000000.0,177191000000.0,0.0477073463,54004000000.0,122515000000.0,0.0329862439,111.37,111.3,1100026100.0,1100767100.0,,
